series,reporting_date,vintage_month,fico_low,fico_high,loan_count_current,loan_count_30_59,loan_count_60_plus,balance
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,660,670,483,12,5,9496040.480000012
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,670,680,538,11,4,10102888.299999993
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,680,690,1365,28,14,26478904.159999967
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,690,700,1164,23,11,22497978.480000045
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,700,710,2278,23,6,40831992.249999955
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,710,720,1830,23,9,32723610.00999996
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,720,730,2764,32,8,47612797.56
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,730,740,2513,20,12,42514771.01999995
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,740,750,2815,18,7,50137020.91999997
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,750,760,2589,4,9,46285501.81
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,760,770,2246,14,3,39791457.34000001
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,770,780,2179,7,7,38794577.31000003
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,780,790,2244,10,2,39129014.430000015
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,790,800,2066,4,2,35940558.54000002
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,800,810,2180,6,1,37756438.85000005
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,810,820,2241,2,1,38448495.27000003
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,820,830,2266,3,1,39207468.89999998
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,830,840,2134,2,1,38665828.75
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,840,850,1984,2,2,36845288.81000005
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,850,860,1913,2,0,35507235.66
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,860,870,1518,2,0,28238795.580000047
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,870,880,1047,0,0,19685396.530000016
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,880,890,398,0,0,7575377.18
Nissan Auto Receivables 2017-A Owner Trust,2018-01-31,11,890,900,83,0,0,1541129.8299999996
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,660,670,383,16,6,5506784.630000001
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,670,680,405,15,2,5478179.679999998
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,680,690,1070,25,7,15525417.029999994
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,690,700,939,14,8,13504703.179999985
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,700,710,1839,24,12,24941367.33000003
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,710,720,1466,22,13,19782418.44999997
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,720,730,2107,37,8,29022753.300000023
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,730,740,1922,26,4,25726209.699999962
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,740,750,2224,19,2,29880323.980000023
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,750,760,2085,12,3,28016303.120000012
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,760,770,1798,10,2,23891215.07000003
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,770,780,1750,7,1,23210887.24000001
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,780,790,1803,4,2,23721513.519999996
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,790,800,1647,0,1,21166492.44
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,800,810,1737,8,1,22104437.910000015
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,810,820,1770,3,1,22505037.329999994
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,820,830,1821,3,2,23345294.25000001
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,830,840,1760,3,0,23280169.02000004
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,840,850,1647,2,1,22014305.959999964
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,850,860,1595,0,0,21017897.439999998
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,860,870,1289,0,1,16932103.080000002
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,870,880,888,0,0,11715665.289999984
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,880,890,339,0,0,4613926.329999996
Nissan Auto Receivables 2017-A Owner Trust,2019-01-31,23,890,900,73,0,0,972613.4300000003
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,660,670,289,11,1,2620410.230000001
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,670,680,301,9,3,2484454.6799999992
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,680,690,838,20,12,8187702.87999999
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,690,700,751,10,10,7128708.570000004
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,700,710,1450,20,10,12841460.719999976
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,710,720,1148,12,3,9867948.720000004
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,720,730,1681,20,5,15018357.77999999
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,730,740,1524,22,2,13291500.699999996
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,740,750,1757,19,2,15385132.32000002
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,750,760,1609,11,3,13902184.269999979
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,760,770,1414,8,5,11874123.799999978
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,770,780,1350,6,1,11230796.740000006
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,780,790,1401,2,4,11620730.440000003
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,790,800,1230,2,1,9923840.289999986
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,800,810,1368,2,1,10899719.530000022
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,810,820,1348,3,1,10834778.529999984
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,820,830,1372,3,2,11121095.28999999
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,830,840,1350,5,0,11155137.219999984
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,840,850,1236,2,2,10136950.299999993
Nissan Auto Receivables 2017-A Owner Trust,2020-01-31,35,850,860,1223,1,0,9765962.299999991
