series,reporting_date,vintage_month,fico_low,fico_high,loan_count_current,loan_count_30_59,loan_count_60_plus,balance
Fifth Third Auto Trust 2017-1,2018-01-31,6,650,660,1299,28,8,24414360.94
Fifth Third Auto Trust 2017-1,2018-01-31,6,660,670,1560,25,8,28155181.18000002
Fifth Third Auto Trust 2017-1,2018-01-31,6,670,680,1851,36,16,33728088.00000005
Fifth Third Auto Trust 2017-1,2018-01-31,6,680,690,1806,20,11,33112555.989999942
Fifth Third Auto Trust 2017-1,2018-01-31,6,690,700,2680,39,14,51546434.66999997
Fifth Third Auto Trust 2017-1,2018-01-31,6,700,710,3053,28,14,57343579.40999978
Fifth Third Auto Trust 2017-1,2018-01-31,6,710,720,3067,32,9,56808273.86000009
Fifth Third Auto Trust 2017-1,2018-01-31,6,720,730,3146,16,8,57762252.83999997
Fifth Third Auto Trust 2017-1,2018-01-31,6,730,740,2680,15,1,47615763.95000003
Fifth Third Auto Trust 2017-1,2018-01-31,6,740,750,2525,12,7,45350165.92000008
Fifth Third Auto Trust 2017-1,2018-01-31,6,750,760,2626,10,7,43861966.59000001
Fifth Third Auto Trust 2017-1,2018-01-31,6,760,770,2500,6,5,40655815.46
Fifth Third Auto Trust 2017-1,2018-01-31,6,770,780,2609,5,6,42133869.56999996
Fifth Third Auto Trust 2017-1,2018-01-31,6,780,790,2963,5,5,47193726.83
Fifth Third Auto Trust 2017-1,2018-01-31,6,790,800,2662,4,6,42638486.050000116
Fifth Third Auto Trust 2017-1,2018-01-31,6,800,810,2998,4,2,45312481.08000013
Fifth Third Auto Trust 2017-1,2018-01-31,6,810,820,3412,4,1,50361011.620000005
Fifth Third Auto Trust 2017-1,2018-01-31,6,820,830,3417,2,0,49261065.949999884
Fifth Third Auto Trust 2017-1,2018-01-31,6,830,840,2621,1,2,36138072.42000009
Fifth Third Auto Trust 2017-1,2018-01-31,6,840,850,1389,0,0,19532270.929999996
Fifth Third Auto Trust 2017-1,2018-01-31,6,850,860,900,1,0,11755337.86999999
Fifth Third Auto Trust 2017-1,2018-01-31,6,860,870,342,2,0,4617761.240000001
Fifth Third Auto Trust 2017-1,2018-01-31,6,870,880,237,0,0,3050335.579999999
Fifth Third Auto Trust 2017-1,2018-01-31,6,880,890,16,0,0,186856.24000000005
Fifth Third Auto Trust 2017-1,2019-01-31,18,650,660,1054,33,10,15790438.00999999
Fifth Third Auto Trust 2017-1,2019-01-31,18,660,670,1287,30,12,18299178.17
Fifth Third Auto Trust 2017-1,2019-01-31,18,670,680,1509,38,14,21452550.51
Fifth Third Auto Trust 2017-1,2019-01-31,18,680,690,1436,24,13,20909296.370000023
Fifth Third Auto Trust 2017-1,2019-01-31,18,690,700,2198,30,22,33129715.47000003
Fifth Third Auto Trust 2017-1,2019-01-31,18,700,710,2453,22,24,36083160.36000003
Fifth Third Auto Trust 2017-1,2019-01-31,18,710,720,2453,30,11,35413518.19000003
Fifth Third Auto Trust 2017-1,2019-01-31,18,720,730,2505,26,13,36268156.78000004
Fifth Third Auto Trust 2017-1,2019-01-31,18,730,740,2115,12,14,29130488.979999993
Fifth Third Auto Trust 2017-1,2019-01-31,18,740,750,2016,7,7,28193232.300000023
Fifth Third Auto Trust 2017-1,2019-01-31,18,750,760,2072,14,8,26573081.84000001
Fifth Third Auto Trust 2017-1,2019-01-31,18,760,770,1953,11,4,24348773.360000007
Fifth Third Auto Trust 2017-1,2019-01-31,18,770,780,2051,6,2,25215419.11
Fifth Third Auto Trust 2017-1,2019-01-31,18,780,790,2359,7,2,28263679.440000016
Fifth Third Auto Trust 2017-1,2019-01-31,18,790,800,2105,7,1,25235830.80999999
Fifth Third Auto Trust 2017-1,2019-01-31,18,800,810,2347,3,2,26672094.810000017
Fifth Third Auto Trust 2017-1,2019-01-31,18,810,820,2628,4,4,29393076.35
Fifth Third Auto Trust 2017-1,2019-01-31,18,820,830,2620,4,2,28600245.759999923
Fifth Third Auto Trust 2017-1,2019-01-31,18,830,840,2015,0,1,20753111.689999998
Fifth Third Auto Trust 2017-1,2019-01-31,18,840,850,1105,0,1,11474367.799999999
Fifth Third Auto Trust 2017-1,2019-01-31,18,850,860,710,0,0,6816351.059999997
Fifth Third Auto Trust 2017-1,2019-01-31,18,860,870,273,0,0,2586612.9699999993
Fifth Third Auto Trust 2017-1,2019-01-31,18,870,880,193,1,0,1869326.65
Fifth Third Auto Trust 2017-1,2019-01-31,18,880,890,11,0,0,93329.56
Fifth Third Auto Trust 2017-1,2020-01-31,30,650,660,790,19,11,8598391.81
Fifth Third Auto Trust 2017-1,2020-01-31,30,660,670,984,41,15,10464758.580000024
Fifth Third Auto Trust 2017-1,2020-01-31,30,670,680,1177,29,11,12118653.97999998
Fifth Third Auto Trust 2017-1,2020-01-31,30,680,690,1117,27,6,11926157.140000008
Fifth Third Auto Trust 2017-1,2020-01-31,30,690,700,1707,22,16,18819528.78
Fifth Third Auto Trust 2017-1,2020-01-31,30,700,710,1871,30,17,20054890.880000025
Fifth Third Auto Trust 2017-1,2020-01-31,30,710,720,1861,21,9,19264100.730000038
Fifth Third Auto Trust 2017-1,2020-01-31,30,720,730,1877,16,8,19641379.379999977
Fifth Third Auto Trust 2017-1,2020-01-31,30,730,740,1587,12,5,15609661.150000015
Fifth Third Auto Trust 2017-1,2020-01-31,30,740,750,1487,10,3,15104483.860000027
Fifth Third Auto Trust 2017-1,2020-01-31,30,750,760,1549,8,9,13971579.359999996
Fifth Third Auto Trust 2017-1,2020-01-31,30,760,770,1462,7,3,12570083.499999989
Fifth Third Auto Trust 2017-1,2020-01-31,30,770,780,1477,9,5,12721018.039999988
Fifth Third Auto Trust 2017-1,2020-01-31,30,780,790,1712,8,2,14337372.569999995
Fifth Third Auto Trust 2017-1,2020-01-31,30,790,800,1525,4,1,12745922.349999992
Fifth Third Auto Trust 2017-1,2020-01-31,30,800,810,1699,3,3,13102466.960000005
Fifth Third Auto Trust 2017-1,2020-01-31,30,810,820,1895,4,4,14576066.439999977
Fifth Third Auto Trust 2017-1,2020-01-31,30,820,830,1856,1,2,13714967.58000001
Fifth Third Auto Trust 2017-1,2020-01-31,30,830,840,1411,3,1,10001174.419999992
Fifth Third Auto Trust 2017-1,2020-01-31,30,840,850,779,0,1,5464781.02
Fifth Third Auto Trust 2017-1,2020-01-31,30,850,860,489,0,0,3075959.660000003
Fifth Third Auto Trust 2017-1,2020-01-31,30,860,870,188,1,0,1219889.0799999998
Fifth Third Auto Trust 2017-1,2020-01-31,30,870,880,133,0,0,905750.1
Fifth Third Auto Trust 2017-1,2020-01-31,30,880,890,8,0,0,42759.850000000006
Fifth Third Auto Trust 2017-1,2021-01-31,42,650,660,554,15,12,4004645.5600000005
Fifth Third Auto Trust 2017-1,2021-01-31,42,660,670,688,15,8,4730490.899999999
Fifth Third Auto Trust 2017-1,2021-01-31,42,670,680,817,18,12,5556223.660000001
