series_label,reporting_date,vintage_month,bucket,dq_rate
EART 2020-3,2020-08-31,0,60+,0.0
EART 2020-3,2020-09-30,1,60+,0.0008781445322588976
EART 2020-3,2020-10-31,2,60+,0.012556898446083818
EART 2020-3,2020-11-30,3,60+,0.027181536669930922
EART 2020-3,2020-12-31,4,60+,0.043118279569892476
EART 2020-3,2021-01-31,5,60+,0.04415398978527102
EART 2020-3,2021-02-28,6,60+,0.04374526793976613
EART 2020-3,2021-03-31,7,60+,0.03153153153153153
EART 2020-3,2021-04-30,8,60+,0.031345724907063194
EART 2020-3,2021-05-31,9,60+,0.03508933788479872
EART 2020-3,2021-06-30,10,60+,0.04068087268569977
EART 2020-3,2021-07-31,11,60+,0.04347683099286349
EART 2020-3,2021-08-31,12,60+,0.05113597598417138
EART 2020-3,2021-09-30,13,60+,0.05436776742873271
EART 2020-3,2021-10-31,14,60+,0.05920285631011367
EART 2020-3,2021-11-30,15,60+,0.06848336778800977
EART 2020-3,2021-12-31,16,60+,0.07547316165063606
EART 2020-3,2022-01-31,17,60+,0.07891151009939083
EART 2020-3,2022-02-28,18,60+,0.06851299884086769
EART 2020-3,2022-03-31,19,60+,0.058023415977961436
EART 2020-3,2022-04-30,20,60+,0.0626416100226576
EART 2020-3,2022-05-31,21,60+,0.07226983181339076
EART 2020-3,2022-06-30,22,60+,0.08185339127149065
EART 2020-3,2022-07-31,23,60+,0.08858047236425615
EART 2020-3,2022-08-31,24,60+,0.09199096158674366
EART 2020-3,2022-09-30,25,60+,0.09018129228862146
EART 2020-3,2022-10-31,26,60+,0.09163262057621903
EART 2020-3,2022-11-30,27,60+,0.10450204638472033
EART 2020-3,2022-12-31,28,60+,0.10361675839604628
EART 2020-3,2023-01-31,29,60+,0.1011326860841424
EART 2020-3,2023-02-28,30,60+,0.08697972251867662
EART 2020-3,2023-03-31,31,60+,0.07330002437241043
EART 2020-3,2023-04-30,32,60+,0.07805091090591465
EART 2020-3,2023-05-31,33,60+,0.08398312667774512
EART 2020-3,2023-06-30,34,60+,0.08683124877218257
EART 2020-3,2023-07-31,35,60+,0.08828671328671328
EART 2020-3,2023-08-31,36,60+,0.09617508975421155
EART 2020-3,2023-09-30,37,60+,0.09186128803963199
EART 2020-3,2023-10-31,38,60+,0.09229429690901175
EART 2020-3,2023-11-30,39,60+,0.09411063956518502
EART 2020-3,2023-12-31,40,60+,0.09922445255474452
EART 2020-3,2024-01-31,41,60+,0.09547228727556596
EART 2020-3,2024-02-29,42,60+,0.07954818553232396
EART 2020-3,2024-03-31,43,60+,0.07321883474402169
EART 2020-3,2024-04-30,44,60+,0.08184573930616369
EART 2020-3,2024-05-31,45,60+,0.08032163237074183
EART 2020-3,2024-06-30,46,60+,0.09057071960297766
EART 2020-3,2024-07-31,47,60+,0.0921747042766151
EART 2020-3,2024-08-31,48,60+,0.09475560559151891
EART 2020-3,2024-09-30,49,60+,0.09900511928909494
EART 2020-3,2024-10-31,50,60+,0.09043824701195219
EART 2020-3,2024-11-30,51,60+,0.09633733456448137
EART 2020-3,2024-12-31,52,60+,0.11782094594594594
EART 2020-3,2025-01-31,53,60+,0.11272370144041903
EART 2020-3,2025-02-28,54,60+,0.10184976314008572
EART 2020-3,2025-03-31,55,60+,0.09853200234879624
EART 2020-3,2025-04-30,56,60+,0.10886753436321615
EART 2021-1,2020-12-31,0,60+,0.0
EART 2021-1,2021-01-31,1,60+,0.001417351719997999
EART 2021-1,2021-02-28,2,60+,0.01305988843982765
EART 2021-1,2021-03-31,3,60+,0.020431772171279835
EART 2021-1,2021-04-30,4,60+,0.025950565388824235
EART 2021-1,2021-05-31,5,60+,0.03032947462154942
EART 2021-1,2021-06-30,6,60+,0.03672990129527025
EART 2021-1,2021-07-31,7,60+,0.04018068076581429
EART 2021-1,2021-08-31,8,60+,0.04341451972321045
EART 2021-1,2021-09-30,9,60+,0.04543345370912099
EART 2021-1,2021-10-31,10,60+,0.052765815110590794
EART 2021-1,2021-11-30,11,60+,0.062464925534211097
EART 2021-1,2021-12-31,12,60+,0.06720676767450709
EART 2021-1,2022-01-31,13,60+,0.07228021340756205
EART 2021-1,2022-02-28,14,60+,0.06336776363199616
EART 2021-1,2022-03-31,15,60+,0.05341789286340962
EART 2021-1,2022-04-30,16,60+,0.06155762593102016
EART 2021-1,2022-05-31,17,60+,0.07086803974609636
EART 2021-1,2022-06-30,18,60+,0.0814845589253566
EART 2021-1,2022-07-31,19,60+,0.08869097053180217
EART 2021-1,2022-08-31,20,60+,0.09110075125456543
EART 2021-1,2022-09-30,21,60+,0.09280941580334702
EART 2021-1,2022-10-31,22,60+,0.0897683092581471
EART 2021-1,2022-11-30,23,60+,0.10213305586265202
EART 2021-1,2022-12-31,24,60+,0.1040810187506267
EART 2021-1,2023-01-31,25,60+,0.10251031636863824
EART 2021-1,2023-02-28,26,60+,0.08768465959172161
EART 2021-1,2023-03-31,27,60+,0.07224541659103285
EART 2021-1,2023-04-30,28,60+,0.08211895910780669
EART 2021-1,2023-05-31,29,60+,0.08526512123634426
EART 2021-1,2023-06-30,30,60+,0.08826854848142228
EART 2021-1,2023-07-31,31,60+,0.09408151870463428
EART 2021-1,2023-08-31,32,60+,0.09316158674160069
EART 2021-1,2023-09-30,33,60+,0.09200673117374843
EART 2021-1,2023-10-31,34,60+,0.0932082486706152
EART 2021-1,2023-11-30,35,60+,0.09814970936681901
EART 2021-1,2023-12-31,36,60+,0.10372557928214449
EART 2021-1,2024-01-31,37,60+,0.09728316683783027
EART 2021-1,2024-02-29,38,60+,0.08093482112925626
EART 2021-1,2024-03-31,39,60+,0.075927015891701
EART 2021-1,2024-04-30,40,60+,0.08140410786923115
EART 2021-1,2024-05-31,41,60+,0.08395886889460154
EART 2021-1,2024-06-30,42,60+,0.09195462661485138
EART 2021-1,2024-07-31,43,60+,0.09293440241080557
EART 2021-1,2024-08-31,44,60+,0.09396790260099612
EART 2021-1,2024-09-30,45,60+,0.09953901314666211
EART 2021-1,2024-10-31,46,60+,0.09376097389675758
EART 2021-1,2024-11-30,47,60+,0.10232194417709337
EART 2021-1,2024-12-31,48,60+,0.11286932871801211
EART 2021-1,2025-01-31,49,60+,0.11464237946627603
EART 2021-1,2025-02-28,50,60+,0.10153886623701171
EART 2021-1,2025-03-31,51,60+,0.09812576395490968
EART 2021-1,2025-04-30,52,60+,0.10862395621359905
EART 2021-1,2025-05-31,53,60+,0.11235059760956176
EART 2021-1,2025-06-30,54,60+,0.11351715869923573
EART 2021-1,2025-07-31,55,60+,0.11684782608695653
