series_label,reporting_date,vintage_month,bucket,dq_rate
BMWOT 2018-A,2017-11-30,0,60+,0.0
BMWOT 2018-A,2018-01-31,2,60+,0.00028860584138222956
BMWOT 2018-A,2018-02-28,3,60+,0.00039022867400296575
BMWOT 2018-A,2018-03-31,4,60+,0.0005362888809438684
BMWOT 2018-A,2018-04-30,5,60+,0.000746675276976167
BMWOT 2018-A,2018-05-31,6,60+,0.0009676555969611497
BMWOT 2018-A,2018-06-30,7,60+,0.0009451597319947071
BMWOT 2018-A,2018-07-31,8,60+,0.0010083240367287393
BMWOT 2018-A,2018-08-31,9,60+,0.001161796619829457
BMWOT 2018-A,2018-09-30,10,60+,0.0011598081855693097
BMWOT 2018-A,2018-10-31,11,60+,0.001273277096928219
BMWOT 2018-A,2018-11-30,12,60+,0.0015520037062775075
BMWOT 2018-A,2018-12-31,13,60+,0.0016490765171503958
BMWOT 2018-A,2019-01-31,14,60+,0.0019249278152069298
BMWOT 2018-A,2019-02-28,15,60+,0.0017877259146789441
BMWOT 2018-A,2019-03-31,16,60+,0.001424679447124397
BMWOT 2018-A,2019-04-30,17,60+,0.0016104706153020271
BMWOT 2018-A,2019-05-31,18,60+,0.0018565003660704947
BMWOT 2018-A,2019-06-30,19,60+,0.002007011158982044
BMWOT 2018-A,2019-07-31,20,60+,0.0019484618128927796
BMWOT 2018-A,2019-08-31,21,60+,0.0023397417827141003
BMWOT 2018-A,2019-09-30,22,60+,0.0027824473943539505
BMWOT 2018-A,2019-10-31,23,60+,0.0028015378654665754
BMWOT 2018-A,2019-11-30,24,60+,0.0028698784881235877
BMWOT 2018-A,2019-12-31,25,60+,0.0030725819093901864
BMWOT 2018-A,2020-01-31,26,60+,0.0026490066225165563
BMWOT 2018-A,2020-02-29,27,60+,0.0029156450864753825
BMWOT 2018-A,2020-03-31,28,60+,0.00317049057375652
BMWOT 2018-A,2020-04-30,29,60+,0.0037301725640578698
BMWOT 2018-A,2020-05-31,30,60+,0.0030581039755351682
BMWOT 2018-A,2020-06-30,31,60+,0.00368921185019564
BMWOT 2018-A,2020-07-31,32,60+,0.004146001239925604
BMWOT 2018-A,2020-08-31,33,60+,0.0045891872307878105
BMWOT 2018-A,2020-09-30,34,60+,0.0043204697986577185
BMWOT 2018-A,2020-10-31,35,60+,0.004024849068159944
BMWOT 2018-A,2020-11-30,36,60+,0.00430682745489165
BMWOT 2018-A,2020-12-31,37,60+,0.004289822278791307
BMWOT 2018-A,2021-01-31,38,60+,0.004470646032915746
BMWOT 2018-A,2021-02-28,39,60+,0.0039688597160738815
BMWOT 2018-A,2021-03-31,40,60+,0.002992092327420389
BMWOT 2018-A,2021-04-30,41,60+,0.003363417231907618
BMWOT 2018-A,2021-05-31,42,60+,0.0030707452462501476
BMWOT 2018-A,2021-06-30,43,60+,0.002947078003511412
BMWOT 2018-A,2021-07-31,44,60+,0.0028080497425954404
BMWOT 2018-A,2021-08-31,45,60+,0.003176895306859206
BMWOT 2018-A,2021-09-30,46,60+,0.004009433962264151
BMWOT 2018-A,2021-10-31,47,60+,0.004447105105618746
BMWOT 2018-A,2021-11-30,48,60+,0.005066789497927222
BMWOT 2019-A,2019-07-31,0,60+,0.0
BMWOT 2019-A,2019-09-30,2,60+,0.00010731686377197312
BMWOT 2019-A,2019-10-31,3,60+,0.00041548217800131204
BMWOT 2019-A,2019-11-30,4,60+,0.0004003914939051517
BMWOT 2019-A,2019-12-31,5,60+,0.0006791786466233501
BMWOT 2019-A,2020-01-31,6,60+,0.0008083514250080835
BMWOT 2019-A,2020-02-29,7,60+,0.0007997553689459695
BMWOT 2019-A,2020-03-31,8,60+,0.0008382631188178095
BMWOT 2019-A,2020-04-30,9,60+,0.0010441201466624577
BMWOT 2019-A,2020-05-31,10,60+,0.0013849730424889944
BMWOT 2019-A,2020-06-30,11,60+,0.0015221472423765793
BMWOT 2019-A,2020-07-31,12,60+,0.0018480439365938727
BMWOT 2019-A,2020-08-31,13,60+,0.0020562394851389963
BMWOT 2019-A,2020-09-30,14,60+,0.0022220393383260637
BMWOT 2019-A,2020-10-31,15,60+,0.002057323225206437
BMWOT 2019-A,2020-11-30,16,60+,0.0021357654121450013
BMWOT 2019-A,2020-12-31,17,60+,0.0021392916567625386
BMWOT 2019-A,2021-01-31,18,60+,0.0016540570343369987
BMWOT 2019-A,2021-02-28,19,60+,0.0016627450980392156
BMWOT 2019-A,2021-03-31,20,60+,0.0012055258699335332
BMWOT 2019-A,2021-04-30,21,60+,0.001311541565778854
BMWOT 2019-A,2021-05-31,22,60+,0.0015610365282547611
BMWOT 2019-A,2021-06-30,23,60+,0.0013286889072431501
BMWOT 2019-A,2021-07-31,24,60+,0.001299279827752617
BMWOT 2019-A,2021-08-31,25,60+,0.001609442060085837
BMWOT 2019-A,2021-09-30,26,60+,0.0015449215655205198
BMWOT 2019-A,2021-10-31,27,60+,0.0014281051085359882
BMWOT 2019-A,2021-11-30,28,60+,0.0017245005257623554
BMWOT 2019-A,2021-12-31,29,60+,0.0017824536996782889
BMWOT 2019-A,2022-01-31,30,60+,0.0021643069708720355
BMWOT 2019-A,2022-02-28,31,60+,0.001908574620612606
BMWOT 2019-A,2022-03-31,32,60+,0.0017936784952491758
BMWOT 2019-A,2022-04-30,33,60+,0.0016593754714134862
BMWOT 2019-A,2022-05-31,34,60+,0.0020239763350459287
BMWOT 2019-A,2022-06-30,35,60+,0.002478448275862069
BMWOT 2019-A,2022-07-31,36,60+,0.0022285364087135775
BMWOT 2019-A,2022-08-31,37,60+,0.0022578590864354773
BMWOT 2019-A,2022-09-30,38,60+,0.0022992678647062383
BMWOT 2019-A,2022-10-31,39,60+,0.0024599470165257977
BMWOT 2019-A,2022-11-30,40,60+,0.0029235880398671096
BMWOT 2019-A,2022-12-31,41,60+,0.003542330853701736
BMWOT 2019-A,2023-01-31,42,60+,0.003184230477634572
BMWOT 2019-A,2023-02-28,43,60+,0.00288762332557953
BMWOT 2019-A,2023-03-31,44,60+,0.0028338342636324604
BMWOT 2019-A,2023-04-30,45,60+,0.0036061026352288486
BMWOT 2019-A,2023-05-31,46,60+,0.003442689347914135
BMWOT 2020-A,2020-05-31,0,60+,0.0
BMWOT 2020-A,2020-07-31,2,60+,0.00036356517604944487
BMWOT 2020-A,2020-08-31,3,60+,0.00022869557759926817
BMWOT 2020-A,2020-09-30,4,60+,0.000467562828755114
BMWOT 2020-A,2020-10-31,5,60+,0.00038814080554145644
BMWOT 2020-A,2020-11-30,6,60+,0.0005791800030483158
BMWOT 2020-A,2020-12-31,7,60+,0.0007493911197152314
BMWOT 2020-A,2021-01-31,8,60+,0.0007691814627267483
BMWOT 2020-A,2021-02-28,9,60+,0.0006217480938512386
BMWOT 2020-A,2021-03-31,10,60+,0.0006752422431547318
BMWOT 2020-A,2021-04-30,11,60+,0.0010395730819876636
BMWOT 2020-A,2021-05-31,12,60+,0.0007455797770361429
BMWOT 2020-A,2021-06-30,13,60+,0.0008033301686993354
BMWOT 2020-A,2021-07-31,14,60+,0.0007893549842129003
BMWOT 2020-A,2021-08-31,15,60+,0.0009662582615081359
BMWOT 2020-A,2021-09-30,16,60+,0.0008349568605622043
BMWOT 2020-A,2021-10-31,17,60+,0.0010186203805565741
BMWOT 2020-A,2021-11-30,18,60+,0.0008804662278311182
