Series Label,Reporting Date,vintage_month,bucket,dq_rate
MBART 2018-1,2018-06-30,0,60+,0.0
MBART 2018-1,2018-07-31,1,60+,9.36768149882904e-05
MBART 2018-1,2018-08-31,2,60+,0.00040448261914392445
MBART 2018-1,2018-09-30,3,60+,0.0006282014110370155
MBART 2018-1,2018-10-31,4,60+,0.0009100971590210306
MBART 2018-1,2018-11-30,5,60+,0.0007013852358407856
MBART 2018-1,2018-12-31,6,60+,0.0005362614913176711
MBART 2018-1,2019-01-31,7,60+,0.0006278777731268313
MBART 2018-1,2019-02-28,8,60+,0.0008804930761226287
MBART 2018-1,2019-03-31,9,60+,0.0007353742237716527
MBART 2018-1,2019-04-30,10,60+,0.0008365167442768313
MBART 2018-1,2019-05-31,11,60+,0.0006287510717347814
MBART 2018-1,2019-06-30,12,60+,0.00117096018735363
MBART 2018-1,2019-07-31,13,60+,0.0012908261287223823
MBART 2018-1,2019-08-31,14,60+,0.0013871763255240443
MBART 2018-1,2019-09-30,15,60+,0.0010436762705967931
MBART 2018-1,2019-10-31,16,60+,0.001395243194133489
MBART 2018-1,2019-11-30,17,60+,0.001554181409344929
MBART 2018-1,2019-12-31,18,60+,0.0016946854663774404
MBART 2018-1,2020-01-31,19,60+,0.0018082553812984665
MBART 2018-1,2020-02-29,20,60+,0.001886590965720998
MBART 2018-1,2020-03-31,21,60+,0.001821692716872518
MBART 2018-1,2020-04-30,22,60+,0.0025229102511779766
MBART 2018-1,2020-05-31,23,60+,0.0018202502844141069
MBART 2018-1,2020-06-30,24,60+,0.001368791552600704
MBART 2018-1,2020-07-31,25,60+,0.0014959165521144983
MBART 2018-1,2020-08-31,26,60+,0.0016290726817042606
MBART 2018-1,2020-09-30,27,60+,0.0016453065465881539
MBART 2018-1,2020-10-31,28,60+,0.0016115314024799678
MBART 2018-1,2020-11-30,29,60+,0.001665741254858412
MBART 2018-1,2020-12-31,30,60+,0.0018300024078979052
MBART 2018-1,2021-01-31,31,60+,0.0026579739217652957
MBART 2018-1,2021-02-28,32,60+,0.002856104273770577
MBART 2018-1,2021-03-31,33,60+,0.0015757444033905673
MBART 2018-1,2021-04-30,34,60+,0.0017513134851138354
MBART 2018-1,2021-05-31,35,60+,0.001348024850545071
MBART 2018-1,2021-06-30,36,60+,0.001286449399656947
MBART 2018-1,2021-07-31,37,60+,0.0014663691424928276
MBART 2018-1,2021-08-31,38,60+,0.0021255396878113583
MBART 2018-1,2021-09-30,39,60+,0.00200539381785492
MBART 2018-1,2021-10-31,40,60+,0.0014463407578825572
MBART 2018-1,2021-11-30,41,60+,0.002187028657616893
MBART 2018-1,2021-12-31,42,60+,0.0021333754740834386
MBART 2018-1,2022-01-31,43,60+,0.002488593944421402
MBART 2018-1,2022-02-28,44,60+,0.0018377526909950119
MBART 2018-1,2022-03-31,45,60+,0.0016705336426914154
MBART 2018-1,2022-04-30,46,60+,0.0019447685725398677
MBART 2018-1,2022-05-31,47,60+,0.002771789344009855
MBART 2018-1,2022-06-30,48,60+,0.0028455729451679983
MBART 2018-1,2022-07-31,49,60+,0.003620649380985751
MBART 2019-1,2019-08-31,0,60+,0.0
MBART 2019-1,2019-09-30,1,60+,0.0002871156836942218
MBART 2019-1,2019-10-31,2,60+,0.00043729653563966765
MBART 2019-1,2019-11-30,3,60+,0.0007641114123736752
MBART 2019-1,2019-12-31,4,60+,0.0011018455913655372
MBART 2019-1,2020-01-31,5,60+,0.0008412572972697377
MBART 2019-1,2020-02-29,6,60+,0.000982648496289209
MBART 2019-1,2020-03-31,7,60+,0.0007878151260504202
MBART 2019-1,2020-04-30,8,60+,0.0009048569527611444
MBART 2019-1,2020-05-31,9,60+,0.0007837626010107835
MBART 2019-1,2020-06-30,10,60+,0.000607617311569586
MBART 2019-1,2020-07-31,11,60+,0.0006218026624459456
MBART 2019-1,2020-08-31,12,60+,0.001099696136593836
MBART 2019-1,2020-09-30,13,60+,0.0011290035058529918
MBART 2019-1,2020-10-31,14,60+,0.001125989044430919
MBART 2019-1,2020-11-30,15,60+,0.0011849449624247717
MBART 2019-1,2020-12-31,16,60+,0.0016046213093709885
MBART 2019-1,2021-01-31,17,60+,0.0017143610708162996
MBART 2019-1,2021-02-28,18,60+,0.0018571042679632632
MBART 2019-1,2021-03-31,19,60+,0.0013606391515193805
MBART 2019-1,2021-04-30,20,60+,0.0011143463100758474
MBART 2019-1,2021-05-31,21,60+,0.0007751079614660613
MBART 2019-1,2021-06-30,22,60+,0.0006876790830945558
MBART 2019-1,2021-07-31,23,60+,0.0007489160425699646
MBART 2019-1,2021-08-31,24,60+,0.0010166734444896298
MBART 2019-1,2021-09-30,25,60+,0.0008794338121361866
MBART 2019-1,2021-10-31,26,60+,0.000819672131147541
MBART 2019-1,2021-11-30,27,60+,0.0009810041915633639
MBART 2019-1,2021-12-31,28,60+,0.0013844023996308261
MBART 2019-1,2022-01-31,29,60+,0.0014824733393907512
MBART 2019-1,2022-02-28,30,60+,0.0012913479686103109
MBART 2019-1,2022-03-31,31,60+,0.0011953640663167195
MBART 2019-1,2022-04-30,32,60+,0.0012460046589739422
MBART 2019-1,2022-05-31,33,60+,0.0013089005235602095
MBART 2019-1,2022-06-30,34,60+,0.002330863016973464
MBART 2019-1,2022-07-31,35,60+,0.0015627930236919423
MBART 2019-1,2022-08-31,36,60+,0.001850016518004625
MBART 2019-1,2022-09-30,37,60+,0.001951219512195122
MBART 2019-1,2022-10-31,38,60+,0.0025629759812536615
MBART 2019-1,2022-11-30,39,60+,0.0029291605642488244
MBART 2019-1,2022-12-31,40,60+,0.002454590083456063
MBART 2019-1,2023-01-31,41,60+,0.002430977600277826
MBART 2019-1,2023-02-28,42,60+,0.00226490306214894
MBART 2019-1,2023-03-31,43,60+,0.002570694087403599
MBART 2019-1,2023-04-30,44,60+,0.002485336514564072
MBART 2019-1,2023-05-31,45,60+,0.003345880384776244
MBART 2019-1,2023-06-30,46,60+,0.002872610761241852
MBART 2019-1,2023-07-31,47,60+,0.003351826167360148
MBART 2019-1,2023-08-31,48,60+,0.004131729250212663
MBART 2020-1,2020-05-31,0,60+,0.0
MBART 2020-1,2020-06-30,1,60+,0.00017511294785136413
MBART 2020-1,2020-07-31,2,60+,0.0003566588201726229
MBART 2020-1,2020-08-31,3,60+,0.0002914708346996029
MBART 2020-1,2020-09-30,4,60+,0.00029798487726747866
MBART 2020-1,2020-10-31,5,60+,0.0006095702529716549
MBART 2020-1,2020-11-30,6,60+,0.0005447682789213588
MBART 2020-1,2020-12-31,7,60+,0.0006004803843074459
MBART 2020-1,2021-01-31,8,60+,0.00032842070692557163
MBART 2020-1,2021-02-28,9,60+,0.0006300667870794304
MBART 2020-1,2021-03-31,10,60+,0.0007351987198892877
MBART 2020-1,2021-04-30,11,60+,0.000754114359224593
MBART 2020-1,2021-05-31,12,60+,0.0002726529128419522
MBART 2020-1,2021-06-30,13,60+,0.0002335248236887581
MBART 2020-1,2021-07-31,14,60+,0.0004307044410413476
MBART 2020-1,2021-08-31,15,60+,0.0007857388400530373
MBART 2020-1,2021-09-30,16,60+,0.0005029675082989639
MBART 2020-1,2021-10-31,17,60+,0.00041201009424730905
MBART 2020-1,2021-11-30,18,60+,0.0005804443037306738
MBART 2020-1,2021-12-31,19,60+,0.0006517842594101353
MBART 2020-1,2022-01-31,20,60+,0.0010612153708668454
MBART 2020-1,2022-02-28,21,60+,0.0009213405505009789
MBART 2020-1,2022-03-31,22,60+,0.0010737294201861132
MBART 2020-1,2022-04-30,23,60+,0.0006766316048471428
MBART 2020-1,2022-05-31,24,60+,0.0007658433850277618
MBART 2020-1,2022-06-30,25,60+,0.0005992010652463382
MBART 2020-1,2022-07-31,26,60+,0.0010402940564532908
MBART 2020-1,2022-08-31,27,60+,0.0015222906850308083
MBART 2020-1,2022-09-30,28,60+,0.0013594139415452006
MBART 2020-1,2022-10-31,29,60+,0.0010970927043335162
MBART 2020-1,2022-11-30,30,60+,0.0014692678148722554
MBART 2020-1,2022-12-31,31,60+,0.001629083426219669
MBART 2020-1,2023-01-31,32,60+,0.0013401232913428035
MBART 2020-1,2023-02-28,33,60+,0.0012898470609913396
MBART 2020-1,2023-03-31,34,60+,0.0009552923194497516
MBART 2020-1,2023-04-30,35,60+,0.0008822664444662288
MBART 2020-1,2023-05-31,36,60+,0.0012148208139299453
MBART 2020-1,2023-06-30,37,60+,0.0015701873756934993
MBART 2020-1,2023-07-31,38,60+,0.0018380365444912964
MBART 2020-1,2023-08-31,39,60+,0.002355844738613417
MBART 2020-1,2023-09-30,40,60+,0.002194755689037773
MBART 2020-1,2023-10-31,41,60+,0.0019049886891296583
MBART 2020-1,2023-11-30,42,60+,0.0020876826722338203
MBART 2020-1,2023-12-31,43,60+,0.0024151519003432057
MBART 2020-1,2024-01-31,44,60+,0.00224927229425774
MBART 2020-1,2024-02-29,45,60+,0.00249514832270585
MBART 2020-1,2024-03-31,46,60+,0.0030285549466397463
MBART 2020-1,2024-04-30,47,60+,0.0021176826501285734
MBART 2020-1,2024-05-31,48,60+,0.0025400857278933165
MBART 2020-1,2024-06-30,49,60+,0.0031761952524239387
MBART 2021-1,2021-08-31,0,60+,2.682547346960674e-05
MBART 2021-1,2021-09-30,1,60+,0.00021796583385554313
MBART 2021-1,2021-10-31,2,60+,0.00044384032844184304
MBART 2021-1,2021-11-30,3,60+,0.0004806197167170846
MBART 2021-1,2021-12-31,4,60+,0.0006341154090044388
MBART 2021-1,2022-01-31,5,60+,0.0007932310946589106
MBART 2021-1,2022-02-28,6,60+,0.0008394040231435681
MBART 2021-1,2022-03-31,7,60+,0.0009194556822361162
MBART 2021-1,2022-04-30,8,60+,0.0005626582476321465
MBART 2021-1,2022-05-31,9,60+,0.00047805717563820634
MBART 2021-1,2022-06-30,10,60+,0.001073589693538942
MBART 2021-1,2022-07-31,11,60+,0.0016216037329979812
MBART 2021-1,2022-08-31,12,60+,0.001892339404588923
MBART 2021-1,2022-09-30,13,60+,0.0016171764786842378
MBART 2021-1,2022-10-31,14,60+,0.0016461193611655926
MBART 2021-1,2022-11-30,15,60+,0.001745262857956974
MBART 2021-1,2022-12-31,16,60+,0.0019195248270616784
MBART 2021-1,2023-01-31,17,60+,0.00199203187250996
MBART 2021-1,2023-02-28,18,60+,0.0016126007875492219
MBART 2021-1,2023-03-31,19,60+,0.0015700390595083098
MBART 2021-1,2023-04-30,20,60+,0.0014036182158452901
MBART 2021-1,2023-05-31,21,60+,0.0021147554065916526
MBART 2021-1,2023-06-30,22,60+,0.002013147082990961
MBART 2021-1,2023-07-31,23,60+,0.002541942043721403
MBART 2021-1,2023-08-31,24,60+,0.0022740193291642978
MBART 2021-1,2023-09-30,25,60+,0.002417621776504298
MBART 2021-1,2023-10-31,26,60+,0.002749266862170088
MBART 2021-1,2023-11-30,27,60+,0.002906840451966806
MBART 2021-1,2023-12-31,28,60+,0.003284548133120804
MBART 2021-1,2024-01-31,29,60+,0.0038400159585078794
MBART 2021-1,2024-02-29,30,60+,0.003280032800328003
MBART 2021-1,2024-03-31,31,60+,0.002903907074973601
MBART 2021-1,2024-04-30,32,60+,0.0036073458679492785
MBART 2021-1,2024-05-31,33,60+,0.002986251972053189
MBART 2021-1,2024-06-30,34,60+,0.003119764284476284
MBART 2021-1,2024-07-31,35,60+,0.003805899143672693
MBART 2021-1,2024-08-31,36,60+,0.0037934410181106218
MBART 2021-1,2024-09-30,37,60+,0.003772635814889336
MBART 2021-1,2024-10-31,38,60+,0.003247807729782397
MBART 2021-1,2024-11-30,39,60+,0.0032813232438224068
MBART 2021-1,2024-12-31,40,60+,0.0037588751218153977
MBART 2021-1,2025-01-31,41,60+,0.003115264797507788
MBART 2021-1,2025-02-28,42,60+,0.003600900225056264
MBART 2021-1,2025-03-31,43,60+,0.0035216778838628895
MBART 2021-1,2025-04-30,44,60+,0.0034894100462549704
MBART 2021-1,2025-05-31,45,60+,0.0033829499323410014
MBART 2021-1,2025-06-30,46,60+,0.0036139268400176288
