series_label,reporting_date,vintage_month,bucket,dq_rate
DRIVE 2017-1,2017-05-31,0,60+,0.0
DRIVE 2017-1,2017-06-30,1,60+,0.0013503199671226443
DRIVE 2017-1,2017-07-31,2,60+,0.018634825400109356
DRIVE 2017-1,2017-08-31,3,60+,0.038915217748807726
DRIVE 2017-1,2017-09-30,4,60+,0.04628343837267858
DRIVE 2017-1,2017-10-31,5,60+,0.04627920798273327
DRIVE 2017-1,2017-11-30,6,60+,0.04892601431980907
DRIVE 2017-1,2017-12-31,7,60+,0.051306185805343636
DRIVE 2017-1,2018-01-31,8,60+,0.05415651232060655
DRIVE 2017-1,2018-02-28,9,60+,0.05218402374052028
DRIVE 2017-1,2018-03-31,10,60+,0.047145382788363666
DRIVE 2017-1,2018-04-30,11,60+,0.050296511842056794
DRIVE 2017-1,2018-05-31,12,60+,0.0539346717473317
DRIVE 2017-1,2018-06-30,13,60+,0.057903676083009586
DRIVE 2017-1,2018-07-31,14,60+,0.06624726147167005
DRIVE 2017-1,2018-08-31,15,60+,0.07253121688724523
DRIVE 2017-1,2018-09-30,16,60+,0.07890955107993909
DRIVE 2017-1,2018-10-31,17,60+,0.0818835434049352
DRIVE 2017-1,2018-11-30,18,60+,0.083624093288036
DRIVE 2017-1,2018-12-31,19,60+,0.08744053282588012
DRIVE 2017-1,2019-01-31,20,60+,0.08599266786408484
DRIVE 2017-1,2019-02-28,21,60+,0.07347697636511817
DRIVE 2017-1,2019-03-31,22,60+,0.05939524838012959
DRIVE 2017-1,2019-04-30,23,60+,0.06102174682235105
DRIVE 2017-1,2019-05-31,24,60+,0.06452336868091792
DRIVE 2017-1,2019-06-30,25,60+,0.07483998030526834
DRIVE 2017-1,2019-07-31,26,60+,0.07954204879218366
DRIVE 2017-1,2019-08-31,27,60+,0.07567163248768934
DRIVE 2017-1,2019-09-30,28,60+,0.07785087719298246
DRIVE 2017-1,2019-10-31,29,60+,0.07700020052135552
DRIVE 2017-1,2019-11-30,30,60+,0.07837195688853689
DRIVE 2017-1,2019-12-31,31,60+,0.08904182482528646
DRIVE 2017-1,2020-01-31,32,60+,0.08175985334555454
DRIVE 2017-1,2020-02-29,33,60+,0.07402366640202639
DRIVE 2017-1,2020-03-31,34,60+,0.07566806213075629
DRIVE 2017-1,2020-04-30,35,60+,0.06103796754841567
DRIVE 2017-1,2020-05-31,36,60+,0.04740611932265143
DRIVE 2017-1,2020-06-30,37,60+,0.04025504782146652
DRIVE 2017-1,2020-07-31,38,60+,0.037862889122070656
DRIVE 2017-1,2020-08-31,39,60+,0.042286433289893496
DRIVE 2017-1,2020-09-30,40,60+,0.04541246180909175
DRIVE 2017-1,2020-10-31,41,60+,0.04691605752233529
DRIVE 2017-1,2020-11-30,42,60+,0.05568388460215265
DRIVE 2017-1,2020-12-31,43,60+,0.06481481481481481
DRIVE 2017-1,2021-01-31,44,60+,0.0551514834388572
DRIVE 2017-1,2021-02-28,45,60+,0.05586712683347714
