Series Label,Reporting Date,vintage_month,bucket,dq_rate
VALET 2018-1,2019-01-31,6,30-59,0.005600259943806266
VALET 2018-1,2019-02-28,7,30-59,0.0046422189418071635
VALET 2018-1,2019-03-29,8,30-59,0.003736137742898373
VALET 2018-1,2019-04-30,9,30-59,0.004832668841367645
VALET 2018-1,2019-05-31,10,30-59,0.004845995893223819
VALET 2018-1,2019-06-28,11,30-59,0.005534785605380229
VALET 2018-1,2019-07-31,12,30-59,0.005468449609091298
VALET 2018-1,2019-08-30,13,30-59,0.0061962735087489635
VALET 2018-1,2019-09-30,14,30-59,0.005715429435573544
VALET 2018-1,2019-10-31,15,30-59,0.006813381481229134
VALET 2018-1,2019-11-29,16,30-59,0.0069862126399555845
VALET 2018-1,2019-12-31,17,30-59,0.007889080473344828
VALET 2018-1,2020-01-31,18,30-59,0.007022539697861866
VALET 2018-1,2020-02-28,19,30-59,0.006128024019885315
VALET 2018-1,2020-03-31,20,30-59,0.00701375097413208
VALET 2018-1,2020-04-30,21,30-59,0.005714871479459778
VALET 2018-1,2020-05-29,22,30-59,0.0047690171108141395
VALET 2018-1,2020-06-30,23,30-59,0.0038286284343066676
VALET 2018-1,2020-07-31,24,30-59,0.0054829419583517945
VALET 2018-1,2020-08-31,25,30-59,0.005083826007482935
VALET 2018-1,2020-09-30,26,30-59,0.004973806580728707
VALET 2018-1,2020-10-30,27,30-59,0.004818035817096451
VALET 2018-1,2020-11-30,28,30-59,0.006732537480908893
VALET 2018-1,2020-12-31,29,30-59,0.007409793814432989
VALET 2018-1,2021-01-29,30,30-59,0.006123128119800333
VALET 2018-1,2021-02-26,31,30-59,0.006603157134504935
VALET 2018-1,2021-03-31,32,30-59,0.005334679018130699
VALET 2018-1,2021-04-30,33,30-59,0.005148246965540566
VALET 2018-1,2021-05-31,34,30-59,0.006639328256199961
VALET 2018-1,2021-06-30,35,30-59,0.007198633479746218
VALET 2018-1,2021-07-30,36,30-59,0.006240183384981109
VALET 2018-1,2021-08-31,37,30-59,0.006741372382695656
VALET 2018-1,2021-09-30,38,30-59,0.00768762011906436
VALET 2018-1,2021-10-29,39,30-59,0.0063003663003663
VALET 2018-1,2021-11-30,40,30-59,0.007962840079628402
VALET 2018-2,2018-11-30,0,30-59,0.0037374829580179587
VALET 2018-2,2018-12-31,1,30-59,0.004468339307048984
VALET 2018-2,2019-01-31,2,30-59,0.004826796031301041
VALET 2018-2,2019-02-28,3,30-59,0.003995334640295804
VALET 2018-2,2019-03-29,4,30-59,0.0037221786139315827
VALET 2018-2,2019-04-30,5,30-59,0.004495078663876618
VALET 2018-2,2019-05-31,6,30-59,0.004435409351321382
VALET 2018-2,2019-06-28,7,30-59,0.004909233134626278
VALET 2018-2,2019-07-31,8,30-59,0.006022432178573402
VALET 2018-2,2019-08-30,9,30-59,0.005313886768987253
VALET 2018-2,2019-09-30,10,30-59,0.006022360534808668
VALET 2018-2,2019-10-31,11,30-59,0.0064742061740384335
VALET 2018-2,2019-11-29,12,30-59,0.006587615283267457
VALET 2018-2,2019-12-31,13,30-59,0.00738886174890083
VALET 2018-2,2020-01-31,14,30-59,0.006417045666936639
VALET 2018-2,2020-02-28,15,30-59,0.006509589737076083
VALET 2018-2,2020-03-31,16,30-59,0.006453914509956541
VALET 2018-2,2020-04-30,17,30-59,0.004835077493707776
VALET 2018-2,2020-05-29,18,30-59,0.004399620955733045
VALET 2018-2,2020-06-30,19,30-59,0.003577879672085591
VALET 2018-2,2020-07-31,20,30-59,0.005492741734137033
VALET 2018-2,2020-08-31,21,30-59,0.0050293685756240825
VALET 2018-2,2020-09-30,22,30-59,0.00494115872057936
VALET 2018-2,2020-10-30,23,30-59,0.0052531963382131406
VALET 2018-2,2020-11-30,24,30-59,0.005333227985620037
VALET 2018-2,2020-12-31,25,30-59,0.006703229737964655
VALET 2018-2,2021-01-29,26,30-59,0.006965879703011596
VALET 2018-2,2021-02-26,27,30-59,0.005577244841048522
VALET 2018-2,2021-03-31,28,30-59,0.0051915503043322596
VALET 2018-2,2021-04-30,29,30-59,0.004690257267576855
VALET 2018-2,2021-05-31,30,30-59,0.005896452540747843
VALET 2018-2,2021-06-30,31,30-59,0.0062633593478152805
VALET 2018-2,2021-07-30,32,30-59,0.005733174939310986
VALET 2018-2,2021-08-31,33,30-59,0.007260016133369185
VALET 2018-2,2021-09-30,34,30-59,0.006954102920723227
VALET 2018-2,2021-10-29,35,30-59,0.0059749511662645065
VALET 2018-2,2021-11-30,36,30-59,0.007320992798047736
VALET 2018-2,2021-12-31,37,30-59,0.008219516717137384
VALET 2018-2,2022-01-31,38,30-59,0.008553054662379421
VALET 2018-2,2022-02-28,39,30-59,0.006417970316887284
VALET 2018-2,2022-03-31,40,30-59,0.007474676912329724
VALET 2018-2,2022-04-29,41,30-59,0.00804328751096812
VALET 2020-1,2020-05-29,0,30-59,0.005982115325316065
