Issuer,Series Label,CIK,Entity Name,Reporting Date,vintage_month,dq60_rate,dq30_59_rate,dq60_numerator,dq30_59_numerator,loan_count_total
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-02-28,18,0.003961711656290755,0.007824995693791678,161,318,40639
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-03-31,19,0.002481072232453448,0.006701452834049519,97,262,39096
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-04-30,20,0.0022720667881958203,0.005733005733005733,86,217,37851
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-05-31,21,0.002508862830651759,0.007908371966184892,92,290,36670
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-06-30,22,0.002734474107067347,0.007893327319369661,97,280,35473
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-07-31,23,0.0034866490397187436,0.009036232094604411,120,311,34417
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-08-31,24,0.0031521119149830385,0.008645792681096335,105,288,33311
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-09-30,25,0.0035258095444282932,0.009185661707852658,114,297,32333
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-10-31,26,0.004169584314724043,0.00970781080909033,131,305,31418
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-11-30,27,0.0038416075650118202,0.009850275807722617,117,300,30456
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2021-12-31,28,0.004305668565229183,0.010815025766205588,127,319,29496
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-01-31,29,0.004363763309478094,0.010473031942747426,125,300,28645
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-02-28,30,0.003422190201729107,0.01005043227665706,95,279,27760
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-03-31,31,0.003440023930601256,0.009833981453784026,92,263,26744
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-04-30,32,0.003708998184136306,0.01047019279063478,96,271,25883
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-05-31,33,0.0037627091505884236,0.012088703866784085,94,302,24982
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-06-30,34,0.004302854778651221,0.012122465866776996,104,293,24170
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-07-31,35,0.004772252758958626,0.014231539477608761,112,334,23469
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-08-31,36,0.005336979534227241,0.014158433309809457,121,321,22672
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-09-30,37,0.005100646689133801,0.01480098369614719,112,325,21958
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-10-31,38,0.005359913489115614,0.01518642155249424,114,323,21269
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-11-30,39,0.005921467747415425,0.01456098626413629,122,300,20603
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2022-12-31,40,0.00583061070620759,0.01593365167127419,116,317,19895
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-01-31,41,0.005886643050635549,0.015263596582621379,113,293,19196
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-02-28,42,0.005256312994472743,0.014576785520754308,97,269,18454
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-03-31,43,0.005154931173171699,0.014898317566419305,91,263,17653
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-04-30,44,0.006152753949003135,0.014257824054901497,104,241,16903
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-05-31,45,0.00638878551048257,0.014762436422280114,103,238,16122
AART,AART 2019-3,1785489,Ally Auto Receivables Trust 2019-3,2023-06-30,46,0.006291755853927483,0.01576182136602452,97,243,15417
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2019-12-31,0,0.0013701500717313861,0.00805970630430227,170,1000,124074
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-01-31,1,0.002629286970239758,0.008939575698815178,320,1088,121706
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-02-29,2,0.0023187821352958966,0.00868703162281144,276,1034,119028
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-03-31,3,0.0021829557564715186,0.007545807693629895,254,878,116356
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-04-30,4,0.0013634110064452156,0.004125646292230328,154,466,112952
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-05-31,5,0.0011495721037169497,0.0034487163111508496,126,378,109606
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-06-30,6,0.000906378639676725,0.0042108840968314515,96,446,105916
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-07-31,7,0.0012957691175026994,0.005457936585844704,132,556,101870
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-08-31,8,0.002425848537356029,0.007868718785037204,238,772,98110
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-09-30,9,0.0026445511667759747,0.007552838132312184,250,714,94534
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-10-31,10,0.0034887547997805813,0.007942951179374658,318,724,91150
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-11-30,11,0.00355662279410099,0.00901615205128786,314,796,88286
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2020-12-31,12,0.0036852729918783154,0.009929111309328201,314,846,85204
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-01-31,13,0.0035773386547259807,0.008176774067945099,294,672,82184
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-02-28,14,0.003337766958616709,0.008055813486586192,266,642,79694
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-03-31,15,0.002102883579107852,0.006413794916278947,160,488,76086
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-04-30,16,0.0019958442694663165,0.005194663167104112,146,380,73152
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-05-31,17,0.001870960426352194,0.007540537475904298,132,532,70552
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-06-30,18,0.002620035915099061,0.008183932408961111,178,556,67938
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-07-31,19,0.0033587786259541984,0.008366412213740458,220,548,65500
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-08-31,20,0.003769878983716657,0.0076031172780840145,238,480,63132
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-09-30,21,0.0033120183636661748,0.008230857517625841,202,502,60990
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-10-31,22,0.0033607169529499626,0.009572951320524136,198,564,58916
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-11-30,23,0.003197470133520731,0.008749121574139143,182,498,56920
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2021-12-31,24,0.0038646638471634825,0.009734577803704243,212,534,54856
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-01-31,25,0.004476713565570687,0.009517718757053645,238,506,53164
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-02-28,26,0.004047007549225621,0.009144680519884816,208,470,51396
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-03-31,27,0.003199287247398048,0.009111894059045073,158,450,49386
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-04-30,28,0.0030634940618574007,0.008602962776448864,146,410,47658
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-05-31,29,0.0032539372640895486,0.010239055924335112,150,472,46098
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-06-30,30,0.004172836182527931,0.010319917440660475,186,460,44574
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-07-31,31,0.004601226993865031,0.012920617215095742,198,556,43032
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-08-31,32,0.005267736323216702,0.011888652619369805,218,492,41384
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-09-30,33,0.004915483773887746,0.011385865476250189,196,454,39874
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-10-31,34,0.005030076747562747,0.013482679941920763,194,520,38568
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-11-30,35,0.005480040831676785,0.013485198517165422,204,502,37226
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2022-12-31,36,0.00524582845024834,0.014732965009208104,188,528,35838
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-01-31,37,0.0048171793383633196,0.014451538015089959,166,498,34460
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-02-28,38,0.004651162790697674,0.014315916641498037,154,474,33110
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-03-31,39,0.004755865567533291,0.013823715916296766,150,436,31540
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-04-30,40,0.006421714664018537,0.012711022840119166,194,384,30210
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-05-31,41,0.005968491914775487,0.01394961482406829,172,402,28818
AART,AART 2019-4,1793667,Ally Auto Receivables Trust 2019-4,2023-06-30,42,0.005165514732630047,0.012877409967260823,142,354,27490
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-05-31,0,0.0006100733882399383,0.0040910803681972335,34,228,55731
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-06-30,1,0.0013368494304655165,0.005677031828004248,73,310,54606
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-07-31,2,0.0016642980028423965,0.006713291944049667,89,359,53476
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-08-31,3,0.002089643802001457,0.007323338829032629,109,382,52162
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-09-30,4,0.002413799870479031,0.007005906941146457,123,357,50957
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-10-31,5,0.0029360897719502878,0.007541326469050396,146,375,49726
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-11-30,6,0.003112439451715964,0.008615891992167371,151,418,48515
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2022-12-31,7,0.00372108757241321,0.008309019408854496,176,393,47298
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-01-31,8,0.0035575609015379944,0.008828824920280266,164,407,46099
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-02-28,9,0.003499075085248167,0.008067931088279212,157,362,44869
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-03-31,10,0.00309547830872237,0.008552691919655141,135,373,43612
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-04-30,11,0.0034329516330033625,0.008699945919255096,146,370,42529
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-05-31,12,0.0033849129593810446,0.008945841392649903,140,370,41360
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-06-30,13,0.00315873252748346,0.009874148137093966,127,397,40206
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-07-31,14,0.003951964508809056,0.011192983350755973,155,439,39221
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-08-31,15,0.004698656026879462,0.010342293154136917,179,394,38096
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-09-30,16,0.0048407917383821,0.010622848537005163,180,395,37184
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-10-31,17,0.004884645104316149,0.01170107075836185,177,424,36236
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-11-30,18,0.005092802172928927,0.01077976459936623,180,381,35344
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2023-12-31,19,0.0055660240614581824,0.012436585012320625,192,429,34495
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-01-31,20,0.005664371105744865,0.013236740899740631,190,444,33543
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-02-29,21,0.005238168172767652,0.011425945780364528,171,373,32645
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-03-31,22,0.005002674385677878,0.012050467230909606,159,383,31783
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-04-30,23,0.005138978668390433,0.010892049127343244,159,337,30940
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-05-31,24,0.005151555437383675,0.012097846317468759,155,364,30088
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-06-30,25,0.006114432109308283,0.013697694278394535,179,401,29275
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-07-31,26,0.006406871545745767,0.014538670046115395,182,413,28407
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-08-31,27,0.00630274930271308,0.014959973919658058,174,413,27607
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-09-30,28,0.006624488276888723,0.014774841831038332,178,397,26870
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-10-31,29,0.0067920184190330005,0.01454336147352264,177,379,26060
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-11-30,30,0.007167465251653269,0.014176533481170555,181,358,25253
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2024-12-31,31,0.008128420880647006,0.01597091740870844,199,391,24482
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-01-31,32,0.007717611336032389,0.014760458839406208,183,350,23712
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-02-28,33,0.006357500544306553,0.015197038972349227,146,349,22965
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-03-31,34,0.0054249547920434,0.015325497287522603,120,339,22120
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-04-30,35,0.006557069926467145,0.014753407334551076,140,315,21351
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-05-31,36,0.006252423419930205,0.01730321830166731,129,357,20632
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-06-30,37,0.007149330379619374,0.018175410331285873,142,361,19862
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-07-31,38,0.007303105133189723,0.01880943624231598,139,358,19033
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-08-31,39,0.007932600251654905,0.01865528748837464,145,341,18279
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-09-30,40,0.007810718358038768,0.018015963511972634,137,316,17540
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-10-31,41,0.008284658481344617,0.017463344856359517,139,293,16778
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-11-30,42,0.00858636137381782,0.017297162767546042,138,278,16072
AART,AART 2022-1,1922474,Ally Auto Receivables Trust 2022-1,2025-12-31,43,0.00974493132766514,0.020863309352517987,149,319,15290
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2022-10-31,0,0.0014124293785310734,0.006640252402964267,77,362,54516
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2022-11-30,1,0.0024072104349773275,0.006456548918621359,129,346,53589
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2022-12-31,2,0.0023579075472056894,0.008119568731103463,124,427,52589
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-01-31,3,0.003008715569617796,0.007861482617388435,155,405,51517
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-02-28,4,0.0029495021477918323,0.007680582774115644,149,388,50517
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-03-31,5,0.00255775242580488,0.007795055011976778,126,384,49262
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-04-30,6,0.003095139177399252,0.009451599501454092,149,455,48140
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-05-31,7,0.0034589516387317177,0.009181167929966904,162,430,46835
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-06-30,8,0.0036366822941769268,0.009529860228716646,166,435,45646
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-07-31,9,0.004369649979832385,0.009904539954286739,195,442,44626
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-08-31,10,0.004552980132450331,0.010853568800588667,198,472,43488
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-09-30,11,0.005015068751177246,0.010406856281785648,213,442,42472
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-10-31,12,0.005268882175226586,0.010561933534743202,218,437,41375
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-11-30,13,0.005344285820323131,0.01081228196056115,216,437,40417
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2023-12-31,14,0.00570110981604419,0.012821162519637157,225,506,39466
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-01-31,15,0.0058488653201278955,0.012009670123995946,225,462,38469
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-02-29,16,0.005222349524393168,0.011537129306440009,196,433,37531
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-03-31,17,0.004896195191334555,0.011980634043600755,179,438,36559
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-04-30,18,0.00471976401179941,0.01146228402865571,168,408,35595
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-05-31,19,0.004959344905138112,0.013176864079349518,172,457,34682
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-06-30,20,0.00591261160054396,0.013628569739253828,200,461,33826
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-07-31,21,0.0069507679232683785,0.014630000607053967,229,482,32946
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-08-31,22,0.007018528916339135,0.01388109052342629,225,445,32058
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-09-30,23,0.007135315009759063,0.014846574728826032,223,464,31253
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-10-31,24,0.00680249753532698,0.016365428853105487,207,498,30430
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-11-30,25,0.007300497914143453,0.015610281254205357,217,464,29724
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2024-12-31,26,0.008537259781556754,0.016936264343978984,247,490,28932
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-01-31,27,0.008160792559067745,0.01621467517194683,229,455,28061
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-02-28,28,0.00770698766881973,0.015157075748678802,210,413,27248
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-03-31,29,0.007552755427356915,0.015409139213602551,199,406,26348
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-04-30,30,0.007207489521720396,0.01492420384660582,184,381,25529
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-05-31,31,0.007406508013598835,0.016593815768172253,183,410,24708
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-06-30,32,0.00740214118434259,0.017773502843760454,177,425,23912
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-07-31,33,0.008425624321389793,0.01776330076004343,194,409,23025
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-08-31,34,0.008605541788691147,0.01730119396260419,191,384,22195
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-09-30,35,0.008517409210033695,0.01652002995132909,182,353,21368
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-10-31,36,0.008585564610011642,0.019014357780364765,177,392,20616
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-11-30,37,0.009383781613809716,0.018968285828984344,187,378,19928
AART,AART 2022-2,1946472,ALLY AUTO RECEIVABLES TRUST 2022-2,2025-12-31,38,0.008918326901011787,0.022791279858141233,171,437,19174
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2022-11-30,0,0.00011957635804578067,0.004697642637512812,7,275,58540
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2022-12-31,1,0.0010937310116143817,0.0061283658269821704,63,353,57601
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-01-31,2,0.0018729238815463991,0.006025160788748322,106,341,56596
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-02-28,3,0.001889168765743073,0.006693055055775459,105,372,55580
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-03-31,4,0.0016028002947678702,0.007148120854826824,87,388,54280
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-04-30,5,0.002412363362231436,0.007180550320392009,128,381,53060
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-05-31,6,0.0025395471464019852,0.008219602977667493,131,424,51584
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-06-30,7,0.0026084705601242507,0.007646203779295514,131,384,50221
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-07-31,8,0.003128322564815572,0.009466753905291567,153,463,48908
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-08-31,9,0.0034348329996839112,0.009419450005268148,163,447,47455
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-09-30,10,0.0038346548810607047,0.009554140127388535,177,441,46158
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-10-31,11,0.004088015190438959,0.010208868535686363,183,457,44765
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-11-30,12,0.004644318756610107,0.01027727962477583,202,447,43494
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2023-12-31,13,0.004809286898839138,0.01212982705520019,203,512,42210
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-01-31,14,0.005152247698581301,0.012111444826996802,211,496,40953
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-02-29,15,0.004278128696177367,0.011425120165085437,170,454,39737
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-03-31,16,0.003947539280612908,0.011063498246980911,152,426,38505
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-04-30,17,0.004370441870441871,0.011904761904761904,163,444,37296
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-05-31,18,0.00519796505197965,0.012331342623313426,188,446,36168
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-06-30,19,0.005861931591827443,0.013431221899721131,206,472,35142
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-07-31,20,0.006099527873082901,0.014896923843875547,208,508,34101
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-08-31,21,0.007113882666343767,0.013985590603620512,235,462,33034
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-09-30,22,0.007080032437153016,0.014846235418875928,227,476,32062
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-10-31,23,0.00686853052142788,0.013962787398020057,213,433,31011
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-11-30,24,0.00655225171289829,0.014567950508880463,197,438,30066
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2024-12-31,25,0.00729525120440468,0.016276668960770818,212,473,29060
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-01-31,26,0.0076572405441983045,0.015278866016098012,215,429,28078
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-02-28,27,0.007434123362284705,0.015052259679081408,202,409,27172
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-03-31,28,0.007372039724980901,0.014782276546982429,193,387,26180
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-04-30,29,0.0064283163366533076,0.01618983373675648,162,408,25201
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-05-31,30,0.006540787362705171,0.016043440700974947,159,390,24309
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-06-30,31,0.007727117486338798,0.016478825136612023,181,386,23424
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-07-31,32,0.008819206271435572,0.01674758362656452,198,376,22451
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-08-31,33,0.008784568905414828,0.01570996978851964,189,338,21515
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-09-30,34,0.008569768567831896,0.01709112036409412,177,353,20654
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-10-31,35,0.009049087508214954,0.017137657347960165,179,339,19781
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-11-30,36,0.00903266463606764,0.01890557714525785,172,360,19042
AART,AART 2022-3,1954336,ALLY AUTO RECEIVABLES TRUST 2022-3,2025-12-31,37,0.009603775655800681,0.02036000439029744,175,371,18222
AART,AART 2023-1,1980826,ALLY AUTO RECEIVABLES TRUST 2023-1,2023-08-31,0,0.0021522733387140166,0.007465698143664245,96,333,44604
AART,AART 2023-1,1980826,ALLY AUTO RECEIVABLES TRUST 2023-1,2023-09-30,1,0.002530837456394355,0.00811692013041793,111,356,43859
