issuer_code,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count
BMWLT,2021-09-01,70038,69952,72,14,2595119767.3869076,2595119767.3869076,1954624776.360013,4390522700.59,70038,0,0
BMWLT,2021-10-01,68837,68716,97,24,2522616614.870811,2522616614.870811,1922541687.8499703,4316638546.59,68837,0,0
BMWLT,2021-11-01,103409,103288,88,33,3906616270.8305955,3906616270.8305955,2916483341.7600136,6503306551.59,103409,0,0
BMWLT,2021-12-01,65937,65805,98,34,2364959465.7113996,2364959465.7113996,1844325426.4199839,4136186770.0300007,65937,0,0
BMWLT,2022-01-01,99674,99482,137,55,3682279373.935704,3682279373.935704,2812168581.8599844,6266959281.030001,99674,0,0
BMWLT,2022-02-01,97810,97608,141,61,3571846679.370301,3571846679.370301,2758585437.280013,6147409498.08,97810,0,0
BMWLT,2022-03-01,95025,94811,141,73,3436470244.7219114,3436470244.7219114,2680315023.1200004,5971465498.08,95025,0,0
BMWLT,2022-04-01,92421,92219,131,71,3309152576.0226097,3309152576.0226097,2606343283.859996,5805212018.13,92421,0,0
BMWLT,2022-05-01,89163,88958,137,68,3165129209.7475986,3165129209.7475986,2513858249.8199954,5598504251.13,89163,0,0
BMWLT,2022-06-01,85510,85260,171,79,3013762039.7739964,3013762039.7739964,2412529439.9299984,5372519821.13,85510,0,0
BMWLT,2022-07-01,82178,81908,180,90,2875367054.1040764,2875367054.1040764,2321406765.8799915,5167627488.13,82178,0,0
BMWLT,2022-08-01,78683,78416,171,96,2732792166.4474916,2732792166.4474916,2225800896.899991,4951453173.36,78683,0,0
BMWLT,2022-09-01,75375,75110,170,95,2598894936.536712,2598894936.536712,2135844960.0699997,4746825065.0,75375,0,0
BMWLT,2022-10-01,72399,72111,192,96,2475615634.1370993,2475615634.1370993,2054037254.650001,4559186296.0,72399,0,0
BMWLT,2022-11-01,69562,69268,191,103,2358609892.4978123,2358609892.4978123,1976557113.7799726,4381497742.0,69562,0,0
BMWLT,2022-12-01,93363,93022,211,130,3384800858.7452908,3384800858.7452908,2726511714.2300124,5958701858.0,93363,0,0
BMWLT,2023-01-01,63343,62998,186,159,2114954032.5307026,2114954032.5307026,1807118077.519967,3992792537.0,63343,0,0
BMWLT,2023-02-01,86875,86482,242,151,3107679121.9004974,3107679121.9004974,2548233022.1500015,5549423023.0,86875,0,0
BMWLT,2023-03-01,83106,82731,234,141,2953083843.4049973,2953083843.4049973,2443143024.360014,5309630041.0,83106,0,0
BMWLT,2023-04-01,79849,79450,252,147,2815182304.4624977,2815182304.4624977,2351962698.3900166,5102786530.0,79849,0,0
BMWLT,2023-05-01,75825,75418,256,151,2657940520.7902083,2657940520.7902083,2239807395.4900217,4850271862.0,75825,0,0
BMWLT,2023-06-01,71715,71352,210,153,2499681706.1913924,2499681706.1913924,2124499308.950027,4592409567.0,71715,0,0
BMWLT,2023-07-01,60616,60277,201,138,2140116913.1401987,2140116913.1401987,1808296775.8799949,3887512942.0,60616,0,0
BMWLT,2023-08-01,89751,89425,202,124,3622844973.0547967,3622844973.0547967,2768113992.6700177,5917736180.0,89751,0,0
BMWLT,2023-09-01,54913,54577,203,133,1907775473.1748085,1907775473.1748085,1642997142.8600233,3521730837.0,54913,0,0
BMWLT,2023-10-01,83442,83001,279,162,3169088507.561594,3169088507.561594,2582339368.4100137,5510471619.0,83442,0,0
BMWLT,2023-11-01,79976,79535,260,181,3018543209.711495,3018543209.711495,2479680624.6500006,5287158704.0,79976,0,0
BMWLT,2023-12-01,104573,104082,292,199,4518018850.081999,4518018850.081999,3377940594.509988,7101550575.21,104573,0,0
BMWLT,2024-01-01,64016,63592,256,168,2454842602.2631993,2454842602.2631993,2009114906.4399986,4268393309.0,64016,0,0
BMWLT,2024-02-01,89611,89150,284,177,3782809722.373801,3782809722.373801,2933432405.4999843,6140862271.21,89611,0,0
BMWLT,2024-03-01,85809,85284,319,206,3613837488.310287,3613837488.310287,2819008288.4399724,5893434541.21,85809,0,0
BMWLT,2024-04-01,81644,81169,261,214,3435291291.6490064,3435291291.6490064,2693823024.3299565,5624660206.21,81644,0,0
BMWLT,2024-05-01,70848,70454,226,168,3065519498.997805,3065519498.997805,2379135864.5199823,4948714655.21,70848,0,0
BMWLT,2024-06-01,68627,68182,253,192,2953171979.9513,2953171979.9513,2311402877.739958,4804943720.21,68627,0,0
BMWLT,2024-07-01,66088,65599,270,219,2830911334.9389987,2830911334.9389987,2234778024.329962,4641555330.21,66088,0,0
BMWLT,2024-08-01,90179,89697,258,224,4333489655.064817,4333489655.064817,3150414034.439951,6527544110.809999,90179,0,0
BMWLT,2024-09-01,61306,60792,290,224,2598880715.3064966,2598880715.3064966,2088308102.2899878,4330543790.21,61306,0,0
BMWLT,2024-10-01,84306,83742,336,228,3873242202.4895997,3873242202.4895997,2967107022.52995,6140527290.809999,84306,0,0
BMWLT,2024-11-01,81353,80731,354,268,3720456812.806798,3720456812.806798,2873239457.089958,5942761812.809999,81353,0,0
BMWLT,2024-12-01,77740,77082,377,281,3547423063.9162025,3547423063.9162025,2758460041.5199676,5702223748.809999,77740,0,0
BMWLT,2025-01-01,74751,74060,392,299,3395034248.713005,3395034248.713005,2662501261.829974,5501820408.309999,74751,0,0
BMWLT,2025-02-01,72055,71388,385,282,3253622655.790499,3253622655.790499,2574475914.7799845,5319541103.309999,72055,0,0
BMWLT,2025-03-01,68517,67853,395,269,3082782458.191602,3082782458.191602,2457741362.18,5079162278.309999,68517,0,0
BMWLT,2025-04-01,90175,89643,331,201,4435099059.448514,4435099059.448514,3246747736.849998,6731168193.93,90175,0,0
BMWLT,2025-05-01,57593,57058,332,203,2609600937.1125064,2609600937.1125064,2091633167.3999996,4327247765.309999,57593,0,0
BMWLT,2025-06-01,85701,85089,395,217,3991117832.6438036,3991117832.6438036,3089354109.4499874,6409037183.93,85701,0,0
BMWLT,2025-07-01,83285,82631,429,225,3840522728.1195917,3840522728.1195917,3005261014.4000206,6237193068.93,83285,0,0
BMWLT,2025-08-01,109023,108382,384,257,5245550657.372521,5245550657.372521,3952115581.4899993,8196658546.96,109023,0,0
BMWLT,2025-09-01,78361,77739,369,253,3539106318.887287,3539106318.887287,2831654891.450016,5880100893.93,78361,0,0
BMWLT,2025-10-01,102922,102172,482,268,4750321756.728815,4750321756.728815,3736146311.540014,7752760166.96,102922,0,0
BMWLT,2025-11-01,100004,99223,464,317,4569273470.761909,4569273470.761909,3632135572.2400074,7538076931.75,100004,0,0
BMWLT,2025-12-01,89264,88625,404,235,4113622115.9128,4113622115.9128,3258982130.010018,6754561953.75,89264,0,0
BMWLT,2026-01-01,86636,86040,339,257,3950160706.364196,3950160706.364196,3164288095.0600123,6559102143.75,86636,0,0
BMWLT,2026-02-01,118344,117755,336,253,5695710247.220197,5695710247.220197,4323678402.410013,8960126894.05,118344,0,0
BMWLT,2026-03-01,80755,80175,353,227,3603904809.6029024,3603904809.6029024,2948827082.5100083,6115778528.75,80755,0,0
FCALT,2017-02-01,47870,47827,43,0,1415189850.799993,1126132554.0799985,839871051.8599979,1790840200.9100156,45529,0,2341
FCALT,2017-03-01,47756,47538,211,7,1391720834.3100004,1111653287.7700052,837751134.4599962,1786422800.9100184,45421,0,2335
FCALT,2017-04-01,47590,47337,219,34,1369578600.5999992,1096041859.1599965,834587246.2099997,1779957916.740008,45267,0,2323
FCALT,2017-05-01,47313,46995,282,36,1342705878.5299945,1078624432.169998,829846494.7599964,1770015537.010018,45002,0,2311
FCALT,2017-06-01,46889,46584,257,48,1313477198.6099954,1058267466.1199988,822291698.7499988,1754491772.4900112,44602,0,2287
FCALT,2017-07-01,46402,46009,346,47,1283875598.5999987,1037147850.730001,813690602.9499962,1736763227.3400176,44143,0,2259
FCALT,2017-08-01,45662,45289,317,56,1248979126.3700018,1011773502.6800032,800755087.5599968,1710173598.1700172,43450,0,2212
FCALT,2017-09-01,97625,97226,340,59,2775055899.65,2233817243.179998,1720210304.940002,3684430531.480031,91434,0,6191
FCALT,2017-10-01,96683,95959,657,67,2712394484.269985,2190787987.080001,1702984628.2900014,3648874356.6000338,90547,0,6136
FCALT,2017-11-01,95586,94810,663,113,2649355103.8600197,2145655195.9999926,1683596122.139999,3608536806.1100397,89525,0,6061
FCALT,2017-12-01,94538,93675,745,118,2588445843.470005,2101331715.5100005,1665057227.8900023,3570039740.750018,88537,0,6001
FCALT,2018-01-01,93082,92285,654,143,2515457466.49,2049056125.9499955,1638658636.5100024,3515757172.0500298,87198,0,5884
FCALT,2018-02-01,91637,90905,615,117,2446651625.8799996,1997449838.169995,1612371668.6999974,3462160028.5300274,85877,0,5760
FCALT,2018-03-01,144512,143841,581,90,3962526197.720011,3186007883.820012,2521270195.56,5476802462.850053,135954,0,8558
FCALT,2018-04-01,142389,141516,778,95,3858562259.290002,3110211388.9100013,2482863707.419998,5398219672.730055,134019,0,8370
FCALT,2018-05-01,139866,138804,927,135,3745089255.0599995,3026528068.2300043,2437233210.0299997,5304534564.290062,131707,0,8159
FCALT,2018-06-01,137292,136232,925,135,3634426858.7099943,2943760650.019992,2390841148.98,5208595998.53004,129326,0,7966
FCALT,2018-07-01,134647,133413,1071,163,3519528563.9999866,2860426571.6899967,2343560036.4299984,5109741035.850049,126833,0,7814
FCALT,2018-08-01,183669,182504,998,167,5014718695.899995,4018723167.880002,3221000495.2099986,7063109973.490066,173528,0,10141
FCALT,2018-09-01,180658,179220,1264,174,4881555961.59,3918521134.1200066,3168653259.600002,6952064316.54007,170665,0,9993
FCALT,2018-10-01,176598,174969,1434,195,4716417321.420021,3800072346.8400073,3098529544.360001,6802279989.640078,166798,0,9800
FCALT,2018-11-01,172531,171002,1313,216,4558816043.060005,3682931762.4500012,3028392572.7000003,6651686514.760048,162895,0,9636
FCALT,2018-12-01,169006,167071,1665,270,4414110653.810007,3576958208.1400037,2967120725.45,6519199432.320071,159491,0,9515
FCALT,2019-01-01,216514,215028,1244,242,5855545856.540008,4692173370.430009,3826463972.9900007,8448307239.9000635,205305,0,11209
FCALT,2019-02-01,210980,209393,1381,206,5654003720.520014,4539643832.680003,3730253610.339999,8240770714.23008,200021,0,10959
FCALT,2019-03-01,205048,203561,1291,196,5444120668.97001,4380979575.679981,3626714920.7799997,8018244279.870076,194376,0,10672
FCALT,2019-04-01,199000,197533,1211,256,5231902835.490005,4224360513.9199963,3521909253.069998,7792280320.0800705,188638,0,10362
FCALT,2019-05-01,192034,190447,1352,235,5006609151.060001,4052298442.7499967,3401793281.4099975,7533969827.450046,182034,0,10000
FCALT,2019-06-01,235351,233728,1377,246,6392220512.470008,5137421939.089991,4228802540.6999965,9362263617.900066,222113,0,13238
FCALT,2019-07-01,227821,225887,1678,256,6132165042.460007,4944710629.599997,4098559772.829999,9080687576.270075,215017,0,12804
FCALT,2019-08-01,219604,217802,1534,268,5867873917.669994,4741110078.579987,3955507666.7099986,8771209788.700077,207271,0,12333
FCALT,2019-09-01,205038,203145,1663,230,5475438085.170011,4424667879.290005,3699440900.989996,8214846084.520077,193515,0,11523
FCALT,2019-10-01,197686,195844,1567,275,5234874985.190018,4241488501.629986,3571982559.6499968,7936754179.200074,186598,0,11088
FCALT,2019-11-01,190845,188988,1606,251,5014424629.749981,4068737538.8500094,3451504694.4299994,7673450315.2100525,180187,0,10658
FCALT,2019-12-01,234597,232503,1791,303,6370673352.680001,5149399455.099993,4265045048.7499957,9490596513.26009,219804,0,14793
FCALT,2020-01-01,225324,223342,1693,289,6076226707.61999,4918512091.6799965,4100148751.5400004,9131082147.680065,211229,0,14095
FCALT,2020-02-01,216247,214553,1397,297,5801083955.730023,4699537683.479992,3939598727.749999,8783088265.590065,202971,0,13276
FCALT,2020-03-01,209754,207955,1507,292,5571507075.66999,4528153624.159983,3824655583.939997,8533540904.530063,197105,0,12649
FCALT,2020-04-01,207410,205812,1183,415,5438820638.060001,4433793583.140006,3783335499.9099984,8443515840.920048,195009,0,12401
FCALT,2020-05-01,192466,191069,1003,394,5056018183.210009,4112817854.649989,3516591586.559999,7863796061.950062,181467,0,10999
FCALT,2020-06-01,242888,241458,1027,403,6778447326.750013,5493731263.720002,4519284947.099999,10075830615.620064,226164,0,16724
FCALT,2020-07-01,231325,229733,1239,353,6432296326.609998,5215415550.230011,4313203456.139999,9623967325.570065,215352,0,15973
FCALT,2020-08-01,221696,220020,1391,285,6128554015.959995,4975153164.959995,4141729112.0499973,9242033271.390057,206194,0,15502
FCALT,2020-09-01,212209,210592,1327,290,5829198011.210011,4743871071.029998,3974579111.399999,8864586788.500044,197055,0,15154
FCALT,2020-10-01,202194,200520,1422,252,5526973058.180017,4509634748.619953,3801234443.0099955,8467723943.700057,187391,0,14803
FCALT,2020-11-01,186556,184973,1311,272,5113467257.180013,4180496188.9900045,3530217722.1299963,7841822676.2100525,172135,0,14421
FCALT,2020-12-01,237000,235223,1511,266,6873716838.340026,5629251007.25001,4595935064.239996,10112987210.390068,213399,0,23601
FCALT,2021-01-01,228803,227423,1140,240,6593696063.430017,5409187204.530017,4449020254.069998,9781258097.850063,205506,0,23297
FCALT,2021-02-01,221064,219734,1119,211,6329233116.520019,5199750063.60004,4308899615.859997,9467524182.820059,198120,0,22944
FCALT,2021-03-01,210626,209492,932,202,5980608801.320004,4934531526.439993,4114697641.4699965,9038686120.370066,188184,0,22442
FCALT,2021-04-01,198588,197562,841,185,5613669901.050005,4640862207.819999,3888486975.359997,8540355021.160062,176778,0,21810
FCALT,2021-05-01,180520,179568,802,150,5128112832.270006,4241178675.5599937,3552957646.859994,7792683798.120051,159441,0,21079
FCALT,2021-06-01,170754,169550,1023,181,4816353828.600025,3999018226.619996,3372356510.5599985,7389518263.650045,150246,0,20508
FCALT,2021-07-01,162412,161159,1055,198,4545028457.70001,3786541809.4799733,3216010180.749996,7040132793.6100445,142418,0,19994
FCALT,2021-08-01,207490,206298,1023,169,6251094666.769996,5205858172.050007,4247112904.3100023,9156591659.740068,175542,0,31948
FCALT,2021-09-01,191113,189943,1040,130,5789774934.879977,4831090061.270009,3943895807.3700037,8466887621.890064,159900,0,31213
FCALT,2021-10-01,183060,181905,1010,145,5517077600.270004,4613441521.650002,3793519195.160002,8128722120.220051,152428,0,30632
FCALT,2021-11-01,175291,173923,1181,187,5245489337.319987,4400848516.629988,3645948430.530006,7799202144.880064,145295,0,29996
FCALT,2021-12-01,167133,165664,1267,202,4970672597.58,4183601906.279998,3490481360.470001,7451583552.490046,137861,0,29272
FCALT,2022-01-01,159707,158360,1137,210,4721178258.089988,3982163111.4599967,3348298326.760004,7137707902.380054,131334,0,28373
FCALT,2022-02-01,152139,150964,979,196,4473710372.4900055,3781015490.6500015,3203372132.010004,6819107541.410067,124740,0,27399
FCALT,2022-03-01,190438,189268,1043,127,6124339297.829987,5059055934.749992,4141556103.5900106,8697454078.500061,153387,0,37051
FCALT,2022-04-01,183572,182461,942,169,5866579563.469992,4855128545.920014,4006263699.2300024,8404076066.37007,147612,0,35960
FCALT,2022-05-01,175795,174430,1182,183,5583444176.070013,4633938805.149991,3851704348.1100082,8068028941.050072,140993,0,34802
FCALT,2022-06-01,167687,166448,1027,212,5296224824.370009,4406715486.870014,3688641081.2700124,7715414006.660076,134137,0,33550
FCALT,2022-07-01,153431,152217,1060,154,4879409147.319985,4060473622.149992,3403806808.8000045,7096961600.190073,122193,0,31238
FCALT,2022-08-01,146622,145437,1030,155,4628220866.189989,3864645640.930002,3264354579.540003,6796421368.6600685,116501,0,30121
FCALT,2022-09-01,140205,139042,1000,163,4395233833.709996,3680805686.9199886,3132627494.1600046,6512600918.700056,111094,0,29111
FCALT,2022-10-01,133880,132651,1067,162,4171781129.449994,3502986233.420007,3003768356.990001,6233246662.050034,105796,0,28084
FCALT,2022-11-01,127624,126373,1041,210,3952988922.199995,3327808646.100002,2874742951.92001,5954101816.44006,100459,0,27165
FCALT,2022-12-01,164709,163405,1098,206,5430677928.650015,4452032346.480008,3794119540.6600056,7727861873.420075,125271,0,39438
FCALT,2023-01-01,159708,158492,1022,194,5367126174.340013,4383391276.170001,3722064246.8899994,7520763251.210056,119298,0,40410
FCALT,2023-02-01,154411,153212,1017,182,5149327812.499996,4217539145.2200174,3607237673.5200014,7279536097.830044,115034,0,39377
FCALT,2023-03-01,147929,146833,916,180,4895377772.849993,4023089460.6699944,3463989232.2199984,6982210514.26005,109946,0,37983
FCALT,2023-04-01,142027,141038,817,172,4671042193.520028,3844304206.0499883,3333320152.0199995,6712661325.460055,105391,0,36636
FCALT,2023-05-01,134153,132961,1040,152,4389638471.839995,3624441847.760013,3159717189.5600004,6354594432.660053,99316,0,34837
FCALT,2023-06-01,117499,116540,809,150,3890498504.2899933,3207171562.259981,2790445589.199996,5583993653.56004,86471,0,31028
FCALT,2023-07-01,112447,111340,937,170,3697925383.610029,3058156520.830015,2678183760.079997,5352321829.020045,82664,0,29783
FCALT,2023-08-01,156014,154951,873,190,5619136452.960012,4509491914.729994,3846219975.979995,7639946356.230038,115548,0,40466
FCALT,2023-09-01,140294,139153,963,178,4961788905.069994,4009795137.3200054,3454263967.029998,6857283505.370028,103907,0,36387
FCALT,2023-10-01,133820,132563,1059,198,4713714894.030022,3821117335.419997,3307358725.559996,6558622888.160042,99226,0,34594
FCALT,2023-11-01,127558,126322,1011,225,4480436813.41001,3640739677.229991,3166347990.689993,6270793652.57003,94667,0,32891
FCALT,2023-12-01,175681,174444,999,238,6580607291.649995,5233692014.439978,4452539606.2199955,8820855358.700043,132692,0,42989
FCALT,2024-01-01,168816,167512,1070,234,6296053922.689997,5024321114.619995,4294719381.0899963,8504386703.060026,127842,0,40974
FCALT,2024-02-01,153312,152232,905,175,5774092609.190017,4597962341.839991,3925069605.7899942,7762763222.500042,116875,0,36437
FCALT,2024-03-01,148138,147099,877,162,5545022346.24001,4428056784.339989,3799994545.1099963,7520250558.090029,113438,0,34700
FCALT,2024-04-01,142787,141718,881,188,5304844184.64002,4253668124.159998,3668849801.9499965,7266759290.260023,109832,0,32955
FCALT,2024-05-01,136652,135581,894,177,5046281992.089994,4056783089.73999,3514965481.749997,6972647382.330021,105627,0,31025
FCALT,2024-06-01,177724,176639,896,189,6894723906.620004,5450476055.369988,4597449903.139992,9184429084.480032,138249,0,39475
FCALT,2024-07-01,171536,170096,1245,195,6600524999.2500105,5240540438.200029,4438800459.649995,8880241614.640034,133811,0,37725
FCALT,2024-08-01,164911,163584,1107,220,6305017077.72002,5020286914.970007,4268781689.1699963,8553306331.690032,128794,0,36117
FCALT,2024-09-01,158235,156853,1142,240,6012948516.679994,4802006783.950026,4097679672.150004,8222081067.91003,123574,0,34661
FCALT,2024-10-01,149896,148500,1154,242,5674707194.640017,4541404873.069987,3884090171.929999,7806696471.83003,116772,0,33124
FCALT,2024-11-01,142901,141602,1043,256,5381685654.120006,4316297828.029991,3701834353.1200027,7452454558.520027,111014,0,31887
FCALT,2024-12-01,169600,168260,1106,234,6637270010.790033,5283517106.169998,4430767130.89,8899488563.230026,130980,0,38620
FCALT,2025-01-01,173161,171896,1023,242,6771863970.260009,5399873774.18001,4531893216.660005,9107726444.740036,133817,0,39344
FCALT,2025-02-01,168140,166929,988,223,6526064644.260006,5220283547.549983,4404708102.499998,8860996112.330029,130193,0,37947
FCALT,2025-03-01,162023,160729,1091,203,6247221824.450004,5012356854.669998,4249067438.7599983,8559324842.740028,125857,0,36166
FCALT,2025-04-01,154935,153751,958,226,5944337432.030012,4778580670.949996,4066365895.92,8205773792.180031,120786,0,34149
FCALT,2025-05-01,148372,147174,973,225,5659624454.51,4559799782.859991,3896871921.6600018,7875343132.900024,116022,0,32350
FCALT,2025-06-01,187023,185738,1041,244,7434628058.990041,5916152424.720009,4941057356.559998,9979220695.68003,148628,0,38395
FCALT,2025-07-01,180135,178724,1166,245,7116210803.07999,5677720233.359985,4761770650.97,9628814521.780031,143679,0,36456
FCALT,2025-08-01,173536,172269,1028,239,6814383789.79998,5446313096.739993,4588325340.740001,9289183478.950026,138883,0,34653
FCALT,2025-09-01,163267,162012,1037,218,6401287081.709991,5124825876.920013,4326277214.169995,8760666596.500017,131144,0,32123
FCALT,2025-10-01,157344,156124,1008,212,6114814424.510011,4909982608.479985,4166568472.1199985,8449575000.02003,126783,0,30561
FCALT,2025-11-01,152326,150993,1076,257,5871609158.97,4722395013.680014,4030555571.8699975,8183366790.290029,122951,0,29375
FCALT,2025-12-01,191058,189550,1221,287,7638380774.819995,6090130801.750005,5086990359.449992,10306893965.430021,156028,0,35030
FCALT,2026-01-01,185441,183926,1230,285,7348545136.559988,5875006375.240015,4935752050.259993,10006553024.77003,151628,0,33813
FCALT,2026-02-01,179543,178228,1034,281,7061909571.8799925,5654971734.289999,4777773512.2599945,9694621728.270025,147057,0,32486
FCALT,2026-03-01,172130,170758,1139,233,6716792541.289975,5399080977.249981,4582440569.169996,9308609964.730003,141459,0,30671
FCALT,2026-04-01,159209,158042,960,207,6218671177.970021,4996833205.079987,4245670535.699998,8626146154.360012,131245,0,27964
GMALT,2017-01-01,54680,53716,964,0,1779403355.869992,1364563787.8899918,982786473.8000008,2095706394.3099997,54336,0,344
GMALT,2017-02-01,54524,54242,280,2,1754196074.9700096,1348129517.760006,979819891.6999998,2089568194.31,54181,0,343
GMALT,2017-03-01,54271,53427,818,26,1725170854.6499882,1325432758.920001,972132492.0,2080520579.31,53968,0,303
GMALT,2017-04-01,107026,106685,208,133,3464052429.5499773,2669142533.8000045,1916757353.55001,4093428773.83,106429,0,597
GMALT,2017-05-01,106535,105040,1311,184,3408896257.909997,2631777677.7700014,1907642807.4600081,4075214830.83,105946,0,589
GMALT,2017-06-01,105846,105054,558,234,3347706295.0800257,2589545315.9599924,1895197754.530007,4049903590.83,105260,0,586
GMALT,2017-07-01,150432,148387,1764,281,4706845521.839987,3637638238.1599865,2679240246.650013,5698312205.24,149782,0,650
GMALT,2017-08-01,149388,147216,1805,367,4621655705.270021,3578899571.6199985,2660717876.7100053,5660813745.24,148744,0,644
GMALT,2017-09-01,148317,146963,929,425,4540443487.930005,3523307289.3299994,2642006495.7800007,5622837188.26,147678,0,639
GMALT,2017-10-01,147057,144605,2039,413,4448743355.099993,3458785631.9999995,2618915729.9500113,5575946115.26,146425,0,632
GMALT,2017-11-01,145836,144363,972,501,4362248745.0099945,3398298259.1400013,2597130422.5000124,5531744710.26,145208,0,628
GMALT,2017-12-01,200995,197773,2555,667,6059011101.679988,4695823821.559988,3578913410.549991,7636113866.65,200303,0,692
GMALT,2018-01-01,200019,196451,2727,841,5964416212.370003,4628233262.809998,3562388583.4600306,7603399106.65,199328,0,691
GMALT,2018-02-01,198713,196405,1726,582,5856452648.880007,4553375273.329978,3540404109.900033,7559658529.65,198026,0,687
GMALT,2018-03-01,195447,192189,2747,511,5693197277.599998,4437327290.430007,3480680637.130039,7439100345.65,194784,0,663
GMALT,2018-04-01,249152,246903,1457,792,7340940257.280022,5706386578.380006,4449960755.570018,9565799771.52,248367,0,785
GMALT,2018-05-01,245914,241756,3327,831,7167159592.390013,5580509490.49,4392101208.65004,9448988886.51,245138,0,776
GMALT,2018-06-01,242239,239697,1640,902,6983880581.520016,5446800348.909994,4327057608.860015,9317082817.900002,241475,0,764
GMALT,2018-07-01,295095,291275,2912,908,8571203192.310016,6676010997.909991,5286228963.810047,11408631693.73,294109,0,986
GMALT,2018-08-01,290844,287131,2906,807,8350558036.450031,6515436795.989997,5210874414.610023,11250532411.73,289873,0,971
GMALT,2018-09-01,287027,284575,1547,905,8150494494.640014,6370388237.31001,5142575507.460015,11107552781.029999,286076,0,951
GMALT,2018-10-01,282155,278188,3098,869,7924124516.449995,6203212624.869986,5056400875.290029,10926834963.01,281234,0,921
GMALT,2018-11-01,276743,274250,1552,941,7688894523.860014,6028169613.939985,4960751075.010028,10727749514.81,275840,0,903
GMALT,2018-12-01,326778,322255,3402,1121,9201854844.750023,7197370593.839991,5862778806.340034,12721251871.94,325545,0,1233
GMALT,2019-01-01,319722,315928,2684,1110,8916327364.399994,6982199980.790047,5739121731.820024,12461952992.88,318528,0,1194
GMALT,2019-02-01,312132,309608,1820,704,8627930238.72001,6764299497.869986,5606927272.230029,12185515617.869999,310968,0,1164
GMALT,2019-03-01,358980,355535,2859,586,10049868950.299997,7868271002.440006,6444940617.990011,14050298141.79,357402,0,1578
GMALT,2019-04-01,348932,346688,1358,886,9679787839.989992,7588001591.639993,6264082966.960013,13673263471.67,347439,0,1493
GMALT,2019-05-01,336930,333512,2541,877,9265426844.479992,7271335486.339989,6049214454.799998,13224039454.8,335480,0,1450
GMALT,2019-06-01,369768,367073,1746,949,10273605777.789988,8048213863.779997,6635893570.350012,14530204768.05,368108,0,1660
GMALT,2019-07-01,352898,349087,2760,1051,9748154917.00001,7642872204.180029,6334935297.080014,13900180966.88,351305,0,1593
GMALT,2019-08-01,336013,332285,2657,1071,9226152626.56002,7239042328.429994,6033555567.860005,13265899430.26,334467,0,1546
GMALT,2019-09-01,320815,317887,1855,1073,8761567934.069986,6883396269.3499975,5770326436.410006,12704651600.46,319302,0,1513
GMALT,2019-10-01,301384,297729,2622,1033,8199472769.060034,6447140348.439995,5426314272.7999935,11971811855.13,299915,0,1469
GMALT,2019-11-01,278459,275677,1836,946,7567023088.189998,5953261507.09,5013643622.729994,11075495497.58,277060,0,1399
GMALT,2019-12-01,321042,317620,2527,895,8941525175.450014,7000684595.080028,5786566704.87,12783966211.58,319569,0,1473
GMALT,2020-01-01,305115,302140,2192,783,8453561202.360011,6624510766.659999,5503065409.549993,12167317014.07,303690,0,1425
GMALT,2020-02-01,290924,288678,1696,550,8015927667.949982,6285937695.980003,5249339908.819986,11617820944.2,289533,0,1391
GMALT,2020-03-01,271253,268652,2049,552,7461888033.85001,5851574332.250011,4899417274.169999,10847937764.449999,269985,0,1268
GMALT,2020-04-01,319474,316843,1848,783,9079372413.669994,7065802202.680001,5762514689.940001,12797621868.689999,317793,0,1681
GMALT,2020-05-01,310796,307772,2133,891,8756175893.529991,6820307924.500015,5603077785.319999,12456408806.630001,309156,0,1640
GMALT,2020-06-01,291778,290000,1110,668,8199527051.600033,6384807784.870012,5254848086.089992,11698885073.57,290217,0,1561
GMALT,2020-07-01,326529,324571,1477,481,9427514851.05,7326502034.1200075,5919977204.25,13129064061.759998,324662,0,1867
GMALT,2020-08-01,326894,324806,1596,492,9450414647.179996,7346367844.110008,5932973315.860002,13152594581.689999,324981,0,1913
GMALT,2020-09-01,304110,302564,1095,451,8785868174.069979,6830616666.77001,5517379014.380003,12234753922.34,302265,0,1845
GMALT,2020-10-01,289400,287670,1341,389,8319659689.509991,6474420385.199999,5254293888.280007,11655275107.109999,287631,0,1769
GMALT,2020-11-01,270542,269157,988,397,7760780057.380007,6041523770.080004,4908954875.060001,10879750654.279999,268873,0,1669
GMALT,2020-12-01,314155,312312,1454,389,9176415566.410002,7155238580.660006,5739067525.060004,12649375370.48,311848,0,2307
GMALT,2021-01-01,303131,301618,1147,366,8891010917.080006,6933424499.450003,5554494502.870009,12218498345.14,300812,0,2319
GMALT,2021-02-01,295031,293692,1013,326,8585669126.799992,6700554307.240009,5409448628.360005,11904078792.14,292774,0,2257
GMALT,2021-03-01,335235,333956,1061,218,9943695194.199965,7781876588.4700165,6222869873.870005,13584860876.23,331881,0,3354
GMALT,2021-04-01,321945,320955,748,242,9490127992.410015,7433093446.619987,5980450147.07,13057125097.34,318695,0,3250
GMALT,2021-05-01,308046,306616,1161,269,9024467790.409996,7075570971.520014,5727406148.719999,12501530052.16,304877,0,3169
GMALT,2021-06-01,331904,330918,742,244,9999584949.470009,7881359704.9400015,6280191034.869998,13526160307.42,327574,0,4330
