series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
Volkswagen Auto Lease Trust 2024-A,2026-05-29,27550,27223,205,122,805777051.1170975,648360599.1408014,611533151.9099877,1280272005.0,27387,0,163,28
Volkswagen Auto Lease Trust 2024-A,2025-05-30,44525,44069,337,119,1501266129.026599,1238359489.3516078,995040096.8199865,2075107410.0,44273,0,252,16
Volkswagen Auto Lease Trust 2024-A,2024-05-31,52108,51721,297,90,1979579333.310102,1640909522.8500028,1154403537.7699904,2408636629.0,51842,0,266,4
Volkswagen Auto Lease Trust 2024-A,2024-06-28,51819,51413,298,108,1949172873.449982,1617563649.6800005,1148440560.1700022,2396098041.0,51558,0,261,5
Volkswagen Auto Lease Trust 2024-A,2025-06-30,43748,43264,347,137,1459486237.530604,1202719383.4075003,978404764.6000011,2040516331.0,43533,0,215,17
Volkswagen Auto Lease Trust 2024-A,2026-06-30,24687,24340,228,119,711349917.0789975,569386658.4449967,544953980.7699981,1142453342.0,24510,0,177,29
Volkswagen Auto Lease Trust 2024-A,2024-07-31,51449,50958,362,129,1912384932.8424997,1587233045.98002,1140742924.2100048,2379800174.0,51189,0,260,6
Volkswagen Auto Lease Trust 2024-A,2025-07-31,42801,42291,371,139,1412946148.3749018,1161885983.076096,958188350.5099853,1998565294.0,42600,0,201,18
Volkswagen Auto Lease Trust 2024-A,2025-08-29,41898,41375,373,150,1368431179.9664023,1124021700.0216963,938422035.2899841,1957354182.0,41714,0,184,19
Volkswagen Auto Lease Trust 2024-A,2024-08-30,50989,50492,366,131,1875358038.3176,1557206414.140003,1131207116.0000038,2359773197.0,50730,0,259,7
Volkswagen Auto Lease Trust 2024-A,2024-09-30,50389,49899,361,129,1835183730.8465123,1523793288.789995,1118885692.9199986,2333935201.0,50114,0,275,8
Volkswagen Auto Lease Trust 2024-A,2025-09-30,40866,40377,336,153,1319412161.982005,1081731135.5124056,915891547.819982,1910739288.0,40701,0,165,20
Volkswagen Auto Lease Trust 2024-A,2024-10-31,49638,49125,380,133,1791829226.8144033,1487201756.6752164,1103157850.719991,2301097253.0,49333,0,305,9
Volkswagen Auto Lease Trust 2024-A,2025-10-31,39768,39255,338,175,1268711893.6183922,1038352628.8744016,891232238.6999781,1859959911.0,39618,0,150,21
Volkswagen Auto Lease Trust 2024-A,2025-11-28,38849,38340,357,152,1226141669.2195067,1002558176.6095966,870737293.8299801,1817648865.0,38704,0,145,22
Volkswagen Auto Lease Trust 2024-A,2024-11-29,48939,48400,397,142,1752443782.6253097,1454244174.9417868,1088693339.569987,2270940217.0,48599,0,340,10
Volkswagen Auto Lease Trust 2024-A,2024-12-31,48245,47674,400,171,1710590300.840097,1418107824.558389,1074035769.4499824,2240232248.0,47902,0,343,11
Volkswagen Auto Lease Trust 2024-A,2025-12-31,37635,37118,342,175,1172053379.9751978,955593196.2561052,843660757.0199963,1761322288.0,37500,0,135,23
Volkswagen Auto Lease Trust 2025-A,2026-01-30,44330,44049,178,103,1517882487.7532096,1264260032.9262984,969565973.1099992,2000940905.8000002,43995,0,335,9
Volkswagen Auto Lease Trust 2025-A,2026-02-27,44003,43758,149,96,1490063199.7565012,1241818027.620001,962436341.4399998,1986246560.7999997,43671,0,332,10
Volkswagen Auto Lease Trust 2025-A,2026-03-31,43598,43328,190,80,1456550875.6381018,1213114954.6405008,954057869.6699967,1969090605.7999997,43269,0,329,11
Volkswagen Auto Lease Trust 2025-A,2025-04-30,46304,46304,0,0,1767657295.4186041,1457725969.4699988,1012350056.2299975,2089313082.8,45955,0,349,0
Volkswagen Auto Lease Trust 2025-A,2026-04-30,43152,42887,161,104,1424627815.46559,1186125917.5537045,944752990.4399999,1950182670.7999997,42829,0,323,12
Volkswagen Auto Lease Trust 2025-A,2026-05-29,42721,42469,160,92,1394323368.1995919,1161083983.1485963,935653934.9699968,1931778752.7999997,42403,0,318,13
Volkswagen Auto Lease Trust 2025-A,2025-06-30,45965,45825,118,22,1714232632.821811,1417813072.4100018,1004934887.649998,2074023620.8,45620,0,345,2
Volkswagen Auto Lease Trust 2025-A,2026-06-30,42099,41815,202,82,1355897267.9828105,1128683011.8939996,922229659.109997,1904268133.8,41782,0,317,14
Volkswagen Auto Lease Trust 2025-A,2025-07-31,45762,45579,150,33,1686336902.3738787,1396352947.2099898,1000498233.0499967,2064861794.7999997,45419,0,343,3
Volkswagen Auto Lease Trust 2025-A,2025-08-29,45538,45340,146,52,1659220046.935296,1375853402.5400028,995689306.41,2054955198.7999997,45197,0,341,4
Volkswagen Auto Lease Trust 2025-A,2025-09-30,45317,45082,171,64,1630274440.4010108,1353192731.5899985,990805300.1099967,2044934397.7999997,44978,0,339,5
Volkswagen Auto Lease Trust 2025-A,2025-10-31,45097,44831,179,87,1602150739.0267985,1331153357.319996,985984106.8099998,2034972814.7999997,44760,0,337,6
Volkswagen Auto Lease Trust 2025-A,2025-11-28,44883,44599,186,98,1577448169.4113157,1312405891.3399956,981588226.6099967,2025877911.7999997,44547,0,336,7
Volkswagen Auto Lease Trust 2025-A,2025-12-31,44619,44311,192,116,1546971404.9449973,1287388591.710001,975948400.2799997,2014124505.8000002,44284,0,335,8
Volkswagen Auto Lease Trust 2025-B,2026-01-30,53619,53383,148,88,1911162201.6176934,1600388360.3100004,1201514591.9899988,2475725783.7999997,51961,0,1658,6
Volkswagen Auto Lease Trust 2025-B,2026-02-27,53379,53164,144,71,1881331995.827702,1576984630.900014,1196347195.0600004,2465180866.7999997,51728,0,1651,7
Volkswagen Auto Lease Trust 2025-B,2026-03-31,53053,52808,178,67,1843622782.6747105,1545124913.8199868,1189018702.099997,2450239637.7999997,51407,0,1646,8
Volkswagen Auto Lease Trust 2025-B,2026-04-30,52639,52418,146,75,1806621462.1212053,1514618375.590021,1179853662.9499998,2431725865.7999997,51003,0,1636,9
Volkswagen Auto Lease Trust 2025-B,2026-05-29,52277,52032,160,85,1772721676.939299,1486932938.1516984,1171796042.32,2415255772.8,50648,0,1629,10
Volkswagen Auto Lease Trust 2025-B,2026-06-30,51733,51458,181,94,1731119814.947697,1451663163.8369026,1159699804.0099983,2390756996.7999997,50123,0,1610,11
Volkswagen Auto Lease Trust 2025-B,2025-07-31,54917,54917,0,0,2105440209.799999,1749271144.9000027,1230786213.6100004,2535816123.8,53231,0,1686,0
Volkswagen Auto Lease Trust 2025-B,2025-09-30,54483,54306,137,40,2039816992.9968038,1699831331.6500006,1220927120.039998,2515550988.8,52806,0,1677,2
Volkswagen Auto Lease Trust 2025-B,2025-10-31,54283,54044,173,66,2007518856.808689,1675135957.0599947,1216392345.2399926,2506113860.8,52608,0,1675,3
Volkswagen Auto Lease Trust 2025-B,2025-11-28,54089,53855,153,81,1978471303.1375978,1653508722.4900055,1211974315.2699966,2497207424.8,52419,0,1670,4
Volkswagen Auto Lease Trust 2025-B,2025-12-31,53861,53594,190,77,1943628482.120513,1625798674.2400062,1206853019.3700013,2486703683.7999997,52196,0,1665,5
Volkswagen Auto Lease Trust 2026-A,2026-01-30,60143,60143,0,0,2423219950.9373913,1994169260.320009,1412536485.0299942,2984055059.35,58145,0,1998,0
