series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Nissan Auto Lease Trust 2017-B,04-30-2018,68116,377,127,1646899701.029987
Nissan Auto Lease Trust 2017-B,04-30-2019,47134,373,160,1002211072.4499995
Nissan Auto Lease Trust 2017-B,05-31-2018,67312,514,148,1608214536.9499977
Nissan Auto Lease Trust 2017-B,05-31-2019,42778,396,143,910751785.2499939
Nissan Auto Lease Trust 2017-B,06-30-2018,66696,443,158,1569786902.4299824
Nissan Auto Lease Trust 2017-B,06-30-2019,39001,348,123,828935074.1999922
Nissan Auto Lease Trust 2017-B,07-31-2018,65708,640,149,1529426335.1099968
Nissan Auto Lease Trust 2017-B,07-31-2019,34908,408,128,744783812.1500034
Nissan Auto Lease Trust 2017-B,08-31-2017,71721,0,0,1921433276.6099942
Nissan Auto Lease Trust 2017-B,08-31-2018,64780,567,201,1487119969.139987
Nissan Auto Lease Trust 2017-B,08-31-2019,31325,373,173,669801949.949994
Nissan Auto Lease Trust 2017-B,09-30-2017,71083,395,6,1889581046.7099967
Nissan Auto Lease Trust 2017-B,09-30-2018,63781,526,224,1443933738.8899937
Nissan Auto Lease Trust 2017-B,09-30-2019,28217,291,148,600753775.1099988
Nissan Auto Lease Trust 2017-B,10-31-2017,70517,554,68,1855450374.94
Nissan Auto Lease Trust 2017-B,10-31-2018,62273,601,182,1393545173.2300048
Nissan Auto Lease Trust 2017-B,10-31-2019,25183,297,141,534646985.5499991
Nissan Auto Lease Trust 2017-B,11-30-2017,70258,412,139,1822075547.4900117
Nissan Auto Lease Trust 2017-B,11-30-2018,60828,444,173,1341808986.4999733
Nissan Auto Lease Trust 2017-B,11-30-2019,23040,220,134,484154249.9599996
Nissan Auto Lease Trust 2017-B,12-31-2017,69579,729,157,1788699566.4799993
Nissan Auto Lease Trust 2017-B,12-31-2018,58774,649,163,1286187113.6899981
Nissan Auto Lease Trust 2017-B,12-31-2019,20724,274,119,431661031.1400025
Nissan Auto Lease Trust 2018-A,01-31-2019,42027,305,96,1067587643.9499933
Nissan Auto Lease Trust 2018-A,01-31-2020,32770,302,112,709086282.9899969
Nissan Auto Lease Trust 2018-A,01-31-2021,11039,136,72,213400532.62000015
Nissan Auto Lease Trust 2018-A,02-28-2019,41996,153,56,1046542862.8499988
Nissan Auto Lease Trust 2018-A,02-28-2021,9207,97,39,175833495.3600004
Nissan Auto Lease Trust 2018-A,02-29-2020,31489,178,62,669576102.1799994
Nissan Auto Lease Trust 2018-A,03-31-2019,41537,318,50,1024213066.3899838
Nissan Auto Lease Trust 2018-A,03-31-2020,29732,347,64,628622956.7299993
Nissan Auto Lease Trust 2018-A,04-30-2019,41425,116,67,1001999684.1899924
Nissan Auto Lease Trust 2018-A,04-30-2020,29117,129,121,602971772.8600001
Nissan Auto Lease Trust 2018-A,05-31-2019,40891,276,63,978311802.669999
Nissan Auto Lease Trust 2018-A,05-31-2020,27492,368,142,567206165.1999991
Nissan Auto Lease Trust 2018-A,06-30-2019,40554,141,83,953499148.2499865
Nissan Auto Lease Trust 2018-A,06-30-2020,25682,102,127,519413227.2499948
Nissan Auto Lease Trust 2018-A,07-31-2019,39827,337,95,927507283.6499883
Nissan Auto Lease Trust 2018-A,07-31-2020,23454,211,87,471969694.93000025
Nissan Auto Lease Trust 2018-A,08-31-2019,39093,364,112,898841583.6799854
Nissan Auto Lease Trust 2018-A,08-31-2020,21638,221,78,431883583.8099982
Nissan Auto Lease Trust 2018-A,09-30-2018,43233,0,0,1151614163.2399921
Nissan Auto Lease Trust 2018-A,09-30-2019,38447,144,115,867248510.369998
Nissan Auto Lease Trust 2018-A,09-30-2020,19421,88,73,382870814.9600008
Nissan Auto Lease Trust 2018-A,10-31-2018,42795,231,17,1130632138.019996
Nissan Auto Lease Trust 2018-A,10-31-2019,37082,350,102,830457203.6699977
Nissan Auto Lease Trust 2018-A,10-31-2020,17165,200,75,337831217.5799984
Nissan Auto Lease Trust 2018-A,11-30-2018,42702,119,47,1110055227.8599916
Nissan Auto Lease Trust 2018-A,11-30-2019,36092,147,113,794277015.5299984
Nissan Auto Lease Trust 2018-A,11-30-2020,15277,88,83,297126277.36999875
Nissan Auto Lease Trust 2018-A,12-31-2018,42248,331,72,1088760599.0699925
Nissan Auto Lease Trust 2018-A,12-31-2019,34419,357,120,754061591.9600033
Nissan Auto Lease Trust 2018-A,12-31-2020,13059,175,86,254223933.66999966
Nissan Auto Lease Trust 2019-A,01-31-2020,68279,447,164,1587594936.729981
Nissan Auto Lease Trust 2019-A,01-31-2021,36122,347,123,753612799.5599976
Nissan Auto Lease Trust 2019-A,02-28-2021,33530,278,101,692022643.3599979
Nissan Auto Lease Trust 2019-A,02-29-2020,67308,307,123,1538749480.2899992
Nissan Auto Lease Trust 2019-A,03-31-2019,74401,0,0,1981972516.8699942
Nissan Auto Lease Trust 2019-A,03-31-2020,65491,515,112,1482760523.6399984
Nissan Auto Lease Trust 2019-A,03-31-2021,29935,240,71,612541411.5899982
Nissan Auto Lease Trust 2019-A,04-30-2019,73963,177,1,1947739393.62001
Nissan Auto Lease Trust 2019-A,04-30-2020,64470,248,150,1434281206.6099977
Nissan Auto Lease Trust 2019-A,04-30-2021,26963,196,79,547119822.2800007
Nissan Auto Lease Trust 2019-A,05-31-2019,73454,282,59,1911824943.99999
Nissan Auto Lease Trust 2019-A,05-31-2020,61788,666,180,1369582768.1700008
Nissan Auto Lease Trust 2019-A,05-31-2021,23560,181,80,474595019.6499983
Nissan Auto Lease Trust 2019-A,06-30-2019,73121,228,83,1875370657.6500132
Nissan Auto Lease Trust 2019-A,06-30-2020,59168,301,180,1292345075.0900059
Nissan Auto Lease Trust 2019-A,06-30-2021,19978,126,64,399399151.5100007
Nissan Auto Lease Trust 2019-A,07-31-2019,72429,429,103,1836666189.4300196
Nissan Auto Lease Trust 2019-A,07-31-2020,55926,408,156,1214553745.7100039
Nissan Auto Lease Trust 2019-A,07-31-2021,16636,173,56,331833728.5600002
Nissan Auto Lease Trust 2019-A,08-31-2019,71885,466,140,1798274162.5400014
Nissan Auto Lease Trust 2019-A,08-31-2020,53095,394,145,1142913409.210003
Nissan Auto Lease Trust 2019-A,08-31-2021,13443,138,51,268063678.90000123
Nissan Auto Lease Trust 2019-A,09-30-2019,71499,293,144,1758179923.3299866
Nissan Auto Lease Trust 2019-A,09-30-2020,49637,235,149,1060016146.5499985
Nissan Auto Lease Trust 2019-A,10-31-2019,70667,473,122,1716382707.2799764
Nissan Auto Lease Trust 2019-A,10-31-2020,45914,366,147,976983363.9599919
Nissan Auto Lease Trust 2019-A,11-30-2019,70178,331,131,1676133530.4499793
Nissan Auto Lease Trust 2019-A,11-30-2020,42609,267,119,898744236.1299968
Nissan Auto Lease Trust 2019-A,12-31-2019,69234,538,158,1634847628.1900072
Nissan Auto Lease Trust 2019-A,12-31-2020,39012,374,133,820813998.9599966
Nissan Auto Lease Trust 2019-B,01-31-2020,70063,452,155,1705615111.77
Nissan Auto Lease Trust 2019-B,01-31-2021,45279,384,160,973843514.4700034
Nissan Auto Lease Trust 2019-B,02-28-2021,42458,301,109,903305774.3599979
Nissan Auto Lease Trust 2019-B,02-29-2020,69662,356,124,1667988929.9500003
Nissan Auto Lease Trust 2019-B,03-31-2020,68747,516,136,1626610447.0100114
Nissan Auto Lease Trust 2019-B,03-31-2021,38753,253,73,818154412.9999927
Nissan Auto Lease Trust 2019-B,04-30-2020,68437,290,178,1590391304.9000058
Nissan Auto Lease Trust 2019-B,04-30-2021,35651,163,87,745581452.7399964
Nissan Auto Lease Trust 2019-B,05-31-2020,67405,661,168,1551657892.230004
Nissan Auto Lease Trust 2019-B,05-31-2021,32394,234,89,673067399.5699966
Nissan Auto Lease Trust 2019-B,06-30-2019,73534,0,0,1960052381.1799877
Nissan Auto Lease Trust 2019-B,06-30-2020,66429,331,163,1501441239.799994
Nissan Auto Lease Trust 2019-B,06-30-2021,29456,169,69,604972655.6699944
Nissan Auto Lease Trust 2019-B,07-31-2019,72969,251,19,1925258148.9800067
Nissan Auto Lease Trust 2019-B,07-31-2020,64346,421,156,1440407743.3899996
Nissan Auto Lease Trust 2019-B,07-31-2021,26675,221,70,543321611.3300024
Nissan Auto Lease Trust 2019-B,08-31-2019,72480,359,63,1890168413.1200018
Nissan Auto Lease Trust 2019-B,08-31-2020,62069,368,174,1374790510.0499997
Nissan Auto Lease Trust 2019-B,08-31-2021,24129,203,65,486178357.250003
Nissan Auto Lease Trust 2019-B,09-30-2019,72193,219,105,1853972919.5600207
Nissan Auto Lease Trust 2019-B,09-30-2020,58740,255,152,1290123354.3099976
Nissan Auto Lease Trust 2019-B,09-30-2021,21449,129,65,427000564.9699998
Nissan Auto Lease Trust 2019-B,10-31-2019,71542,423,78,1816122875.7300112
Nissan Auto Lease Trust 2019-B,10-31-2020,55261,398,149,1209156535.6099946
Nissan Auto Lease Trust 2019-B,10-31-2021,18833,222,71,373460332.7000014
Nissan Auto Lease Trust 2019-B,11-30-2019,71211,301,121,1779910834.9799943
Nissan Auto Lease Trust 2019-B,11-30-2020,52217,311,154,1133594230.7599998
Nissan Auto Lease Trust 2019-B,11-30-2021,16472,148,84,322372294.4599988
Nissan Auto Lease Trust 2019-B,12-31-2019,70592,491,138,1744288832.469989
Nissan Auto Lease Trust 2019-B,12-31-2020,48626,426,159,1052195830.2800045
Nissan Auto Lease Trust 2019-B,12-31-2021,13127,202,76,255994175.04999986
Nissan Auto Lease Trust 2020-A,01-31-2020,71291,228,7,1893449656.4599931
Nissan Auto Lease Trust 2020-A,01-31-2021,61396,325,135,1390131566.1299844
Nissan Auto Lease Trust 2020-A,01-31-2022,29365,245,97,582181603.8300004
Nissan Auto Lease Trust 2020-A,02-28-2021,59052,388,107,1324318104.889999
Nissan Auto Lease Trust 2020-A,02-28-2022,26521,215,81,521768682.2099997
Nissan Auto Lease Trust 2020-A,02-29-2020,70943,232,50,1859888351.2299907
Nissan Auto Lease Trust 2020-A,03-31-2020,70448,402,76,1826451468.0600088
Nissan Auto Lease Trust 2020-A,03-31-2021,55253,292,86,1226612590.2999933
Nissan Auto Lease Trust 2020-A,03-31-2022,22605,193,49,444978596.8299979
Nissan Auto Lease Trust 2020-A,04-30-2020,70304,277,123,1794701768.269983
Nissan Auto Lease Trust 2020-A,04-30-2021,51662,232,82,1135003355.289994
Nissan Auto Lease Trust 2020-A,04-30-2022,19705,144,55,385812493.12999976
Nissan Auto Lease Trust 2020-A,05-31-2020,69720,649,119,1763378623.500008
Nissan Auto Lease Trust 2020-A,05-31-2021,48411,301,82,1054623334.3499993
Nissan Auto Lease Trust 2020-A,05-31-2022,16930,174,59,331173779.8299988
Nissan Auto Lease Trust 2020-A,06-30-2020,69641,352,125,1728846647.1100028
Nissan Auto Lease Trust 2020-A,06-30-2021,45732,267,68,983649067.67999
Nissan Auto Lease Trust 2020-A,06-30-2022,14153,139,63,276401482.07000077
Nissan Auto Lease Trust 2020-A,07-31-2020,69184,360,119,1692772566.000009
Nissan Auto Lease Trust 2020-A,07-31-2021,43205,301,90,919473962.1800015
Nissan Auto Lease Trust 2020-A,07-31-2022,11349,165,76,223765732.71999982
Nissan Auto Lease Trust 2020-A,08-31-2020,68634,360,124,1655020080.9600012
Nissan Auto Lease Trust 2020-A,08-31-2021,41108,271,91,863076741.5899926
Nissan Auto Lease Trust 2020-A,09-30-2020,67844,292,133,1611807081.1299968
Nissan Auto Lease Trust 2020-A,09-30-2021,38741,243,76,803560616.9399967
Nissan Auto Lease Trust 2020-A,10-31-2020,66690,369,132,1564430656.090004
Nissan Auto Lease Trust 2020-A,10-31-2021,36428,300,86,747928192.19
Nissan Auto Lease Trust 2020-A,11-30-2020,65570,299,136,1516576322.9000034
Nissan Auto Lease Trust 2020-A,11-30-2021,34552,245,80,698969361.1299977
Nissan Auto Lease Trust 2020-A,12-31-2019,71794,0,0,1926723918.509996
Nissan Auto Lease Trust 2020-A,12-31-2020,63669,439,120,1457407441.5400028
Nissan Auto Lease Trust 2020-A,12-31-2021,32015,289,83,640705601.4999989
Nissan Auto Lease Trust 2020-B,01-31-2021,72314,241,66,1765734619.5900042
Nissan Auto Lease Trust 2020-B,01-31-2022,50988,312,114,1064259977.2699976
Nissan Auto Lease Trust 2020-B,01-31-2023,17239,160,68,314661969.71000034
Nissan Auto Lease Trust 2020-B,02-28-2021,71928,203,68,1730265389.0299969
Nissan Auto Lease Trust 2020-B,02-28-2022,48557,272,89,1000416580.2999998
Nissan Auto Lease Trust 2020-B,02-28-2023,14370,153,57,259188520.03000024
Nissan Auto Lease Trust 2020-B,03-31-2021,71321,190,45,1690182536.2499933
Nissan Auto Lease Trust 2020-B,03-31-2022,45318,260,56,922617069.1700011
Nissan Auto Lease Trust 2020-B,03-31-2023,11175,133,50,197967297.08999953
Nissan Auto Lease Trust 2020-B,04-30-2021,70499,133,38,1645777226.6499882
Nissan Auto Lease Trust 2020-B,04-30-2022,42361,201,77,852487585.9600016
Nissan Auto Lease Trust 2020-B,05-31-2021,69087,239,55,1593287757.1999936
Nissan Auto Lease Trust 2020-B,05-31-2022,39553,260,69,788076067.1500025
Nissan Auto Lease Trust 2020-B,06-30-2021,67594,215,53,1535953204.260006
Nissan Auto Lease Trust 2020-B,06-30-2022,36804,223,74,724858136.480005
Nissan Auto Lease Trust 2020-B,07-31-2021,66032,276,65,1481002622.4299836
Nissan Auto Lease Trust 2020-B,07-31-2022,33682,305,83,658599904.4199978
Nissan Auto Lease Trust 2020-B,08-31-2020,74289,0,0,1938433685.9600008
Nissan Auto Lease Trust 2020-B,08-31-2021,64443,266,66,1425130302.259985
Nissan Auto Lease Trust 2020-B,08-31-2022,30405,251,94,587331196.9400022
Nissan Auto Lease Trust 2020-B,09-30-2020,73850,152,1,1904966377.4199996
Nissan Auto Lease Trust 2020-B,09-30-2021,62382,243,84,1361461401.0100017
Nissan Auto Lease Trust 2020-B,09-30-2022,27302,211,70,520543327.45000106
Nissan Auto Lease Trust 2020-B,10-31-2020,73411,202,31,1869466665.670019
Nissan Auto Lease Trust 2020-B,10-31-2021,59609,344,102,1287865642.790003
Nissan Auto Lease Trust 2020-B,10-31-2022,24805,248,89,468120164.5500012
Nissan Auto Lease Trust 2020-B,11-30-2020,73139,164,41,1835651826.56999
Nissan Auto Lease Trust 2020-B,11-30-2021,57109,266,102,1218009983.870004
Nissan Auto Lease Trust 2020-B,11-30-2022,22534,172,90,418511521.6500035
Nissan Auto Lease Trust 2020-B,12-31-2020,72677,252,62,1800761028.6299953
Nissan Auto Lease Trust 2020-B,12-31-2021,53829,329,127,1136759499.2899907
Nissan Auto Lease Trust 2020-B,12-31-2022,20024,208,89,369013435.30000144
Nissan Auto Lease Trust 2021-A,01-31-2022,51699,180,52,1320778909.460011
Nissan Auto Lease Trust 2021-A,01-31-2023,37414,273,88,802328801.3699985
Nissan Auto Lease Trust 2021-A,02-28-2022,51121,180,43,1286019295.9899998
Nissan Auto Lease Trust 2021-A,02-28-2023,35502,246,74,749057878.3100034
Nissan Auto Lease Trust 2021-A,03-31-2022,50434,188,52,1249665315.539998
Nissan Auto Lease Trust 2021-A,03-31-2023,32878,260,68,682695483.8499999
Nissan Auto Lease Trust 2021-A,04-30-2022,49847,140,58,1215110962.5799954
Nissan Auto Lease Trust 2021-A,04-30-2023,30828,201,99,629318143.0200012
Nissan Auto Lease Trust 2021-A,05-31-2022,49165,189,67,1181162794.4200017
Nissan Auto Lease Trust 2021-A,05-31-2023,27832,238,79,560766266.7999967
Nissan Auto Lease Trust 2021-A,06-30-2022,48520,165,61,1146559040.3899992
Nissan Auto Lease Trust 2021-A,06-30-2023,25144,188,72,499995143.94000065
Nissan Auto Lease Trust 2021-A,07-31-2022,47691,240,64,1110734258.3599992
Nissan Auto Lease Trust 2021-A,07-31-2023,22696,325,77,448843391.9000014
Nissan Auto Lease Trust 2021-A,08-31-2022,46828,243,60,1073117298.8800012
Nissan Auto Lease Trust 2021-A,08-31-2023,19930,263,108,390882756.61000174
Nissan Auto Lease Trust 2021-A,09-30-2021,53900,0,0,1454762693.1699958
Nissan Auto Lease Trust 2021-A,09-30-2022,45546,219,71,1028269322.5100014
Nissan Auto Lease Trust 2021-A,09-30-2023,17354,242,98,337865847.2899996
Nissan Auto Lease Trust 2021-A,10-31-2021,53293,185,6,1422771872.129994
Nissan Auto Lease Trust 2021-A,10-31-2022,43825,297,89,977712298.369987
Nissan Auto Lease Trust 2021-A,10-31-2023,14576,262,92,283234413.5099988
Nissan Auto Lease Trust 2021-A,11-30-2021,52892,116,37,1390309514.809986
Nissan Auto Lease Trust 2021-A,11-30-2022,41776,226,88,918410296.9099994
Nissan Auto Lease Trust 2021-A,11-30-2023,12100,250,107,236529941.7899999
Nissan Auto Lease Trust 2021-A,12-31-2021,52272,171,48,1355493902.2499986
Nissan Auto Lease Trust 2021-A,12-31-2022,39457,332,82,858089988.5999938
Nissan Auto Lease Trust 2021-A,12-31-2023,9877,282,121,195560747.48999926
Nissan Auto Lease Trust 2022-A,01-31-2023,44506,222,56,1195260169.159996
Nissan Auto Lease Trust 2022-A,01-31-2024,25069,331,131,614236127.3700049
Nissan Auto Lease Trust 2022-A,02-28-2023,43889,206,49,1161982157.12
Nissan Auto Lease Trust 2022-A,02-29-2024,23272,244,109,563008127.0799981
Nissan Auto Lease Trust 2022-A,03-31-2023,42831,230,42,1121044736.4199946
Nissan Auto Lease Trust 2022-A,03-31-2024,21263,349,100,510767366.78000027
Nissan Auto Lease Trust 2022-A,04-30-2023,41797,224,65,1080604527.749999
Nissan Auto Lease Trust 2022-A,04-30-2024,19641,217,108,463821026.0699976
Nissan Auto Lease Trust 2022-A,05-31-2022,60513,0,0,1808372787.5599918
Nissan Auto Lease Trust 2022-A,05-31-2023,40325,241,70,1032791707.090006
Nissan Auto Lease Trust 2022-A,05-31-2024,17654,238,92,413237381.30999905
Nissan Auto Lease Trust 2022-A,06-30-2022,47943,94,0,1414691215.000005
Nissan Auto Lease Trust 2022-A,06-30-2023,38431,213,81,978374679.0200051
Nissan Auto Lease Trust 2022-A,06-30-2024,15876,219,81,366558624.71999913
Nissan Auto Lease Trust 2022-A,07-31-2022,47444,161,18,1383441164.9799933
Nissan Auto Lease Trust 2022-A,07-31-2023,36384,286,85,924688993.2699946
Nissan Auto Lease Trust 2022-A,07-31-2024,13824,249,84,316207831.7200007
Nissan Auto Lease Trust 2022-A,08-31-2022,47006,147,42,1351957831.409987
Nissan Auto Lease Trust 2022-A,08-31-2023,34200,334,73,866954606.5900092
Nissan Auto Lease Trust 2022-A,08-31-2024,12070,210,102,273116889.69000065
Nissan Auto Lease Trust 2022-A,09-30-2022,46520,145,53,1319424301.0099998
Nissan Auto Lease Trust 2022-A,09-30-2023,32263,253,98,813222177.8099967
Nissan Auto Lease Trust 2022-A,10-31-2022,45954,207,62,1287283769.6200013
Nissan Auto Lease Trust 2022-A,10-31-2023,30245,328,114,760440483.1899979
Nissan Auto Lease Trust 2022-A,11-30-2022,45507,164,74,1256040069.0399928
Nissan Auto Lease Trust 2022-A,11-30-2023,28596,327,142,713573932.4599962
Nissan Auto Lease Trust 2022-A,12-31-2022,45016,242,63,1226794488.25001
Nissan Auto Lease Trust 2022-A,12-31-2023,26981,370,153,668029131.4799982
Nissan Auto Lease Trust 2023-A,01-31-2023,52049,136,3,1661356019.5500073
Nissan Auto Lease Trust 2023-A,01-31-2024,43996,386,180,1204020046.4700012
Nissan Auto Lease Trust 2023-A,01-31-2025,17170,291,100,438978763.4399992
Nissan Auto Lease Trust 2023-A,02-28-2023,51632,166,22,1627155109.2800064
Nissan Auto Lease Trust 2023-A,02-28-2025,15428,230,82,390241881.4100001
Nissan Auto Lease Trust 2023-A,02-29-2024,42174,357,134,1144274359.3200045
Nissan Auto Lease Trust 2023-A,03-31-2023,51092,184,25,1589509288.9800093
Nissan Auto Lease Trust 2023-A,03-31-2024,39159,473,140,1065181426.509998
Nissan Auto Lease Trust 2023-A,03-31-2025,13023,229,66,327536210.2900007
Nissan Auto Lease Trust 2023-A,04-30-2023,50576,189,49,1553067500.799999
Nissan Auto Lease Trust 2023-A,04-30-2024,36457,338,108,986041356.1700063
Nissan Auto Lease Trust 2023-A,04-30-2025,10345,152,78,258152577.09999996
Nissan Auto Lease Trust 2023-A,05-31-2023,49931,227,51,1513762753.2500005
Nissan Auto Lease Trust 2023-A,05-31-2024,33668,371,108,908748925.3299981
Nissan Auto Lease Trust 2023-A,06-30-2023,49404,196,63,1476177084.7000046
Nissan Auto Lease Trust 2023-A,06-30-2024,31536,382,131,845767059.8000005
Nissan Auto Lease Trust 2023-A,07-31-2023,48798,305,71,1441142057.1799896
Nissan Auto Lease Trust 2023-A,07-31-2024,29077,422,136,776745852.4700017
Nissan Auto Lease Trust 2023-A,08-31-2023,48156,296,116,1403332038.4999957
Nissan Auto Lease Trust 2023-A,08-31-2024,26751,385,133,708648962.010001
Nissan Auto Lease Trust 2023-A,09-30-2023,47611,280,108,1367285932.0100026
Nissan Auto Lease Trust 2023-A,09-30-2024,24917,272,149,652031013.9400018
Nissan Auto Lease Trust 2023-A,10-31-2022,49881,0,0,1648316059.8100047
Nissan Auto Lease Trust 2023-A,10-31-2023,46837,382,107,1329442825.159998
Nissan Auto Lease Trust 2023-A,10-31-2024,22986,332,125,598388062.1600012
Nissan Auto Lease Trust 2023-A,11-30-2023,46076,417,136,1291989577.6000056
Nissan Auto Lease Trust 2023-A,11-30-2024,21080,300,144,544848003.7400005
Nissan Auto Lease Trust 2023-A,12-31-2022,52483,0,0,1693712650.87001
Nissan Auto Lease Trust 2023-A,12-31-2023,45209,476,161,1252927992.2700026
Nissan Auto Lease Trust 2023-A,12-31-2024,19091,315,125,491805488.6400002
Nissan Auto Lease Trust 2023-B,01-31-2024,37631,335,131,1359122060.2900155
Nissan Auto Lease Trust 2023-B,01-31-2025,21925,264,111,732068110.2099968
Nissan Auto Lease Trust 2023-B,02-28-2025,20845,246,80,688304987.7000022
Nissan Auto Lease Trust 2023-B,02-29-2024,37242,315,106,1326675653.7400026
Nissan Auto Lease Trust 2023-B,03-31-2024,36567,429,119,1291154791.4400024
Nissan Auto Lease Trust 2023-B,03-31-2025,19436,245,72,637011398.6400006
Nissan Auto Lease Trust 2023-B,04-30-2024,36091,272,80,1253037366.140007
Nissan Auto Lease Trust 2023-B,04-30-2025,17970,199,71,585623951.3200029
Nissan Auto Lease Trust 2023-B,05-31-2023,40232,0,0,1589866804.6699991
Nissan Auto Lease Trust 2023-B,05-31-2024,35185,327,71,1211656038.7299922
Nissan Auto Lease Trust 2023-B,05-31-2025,16755,248,71,544922866.6299986
Nissan Auto Lease Trust 2023-B,06-30-2023,39856,141,1,1561555892.429984
Nissan Auto Lease Trust 2023-B,06-30-2024,34307,305,116,1170464832.9000018
Nissan Auto Lease Trust 2023-B,06-30-2025,15668,224,84,506481644.2600011
Nissan Auto Lease Trust 2023-B,07-31-2023,39535,199,35,1532945581.8600054
Nissan Auto Lease Trust 2023-B,07-31-2024,32667,361,122,1111604690.3799992
Nissan Auto Lease Trust 2023-B,07-31-2025,14516,238,77,467175712.34000146
Nissan Auto Lease Trust 2023-B,08-31-2023,39260,211,58,1504553843.2200007
Nissan Auto Lease Trust 2023-B,08-31-2024,30411,366,123,1036179370.7899848
Nissan Auto Lease Trust 2023-B,08-31-2025,13466,246,79,430833915.1300005
Nissan Auto Lease Trust 2023-B,09-30-2023,38988,191,59,1474589915.520002
Nissan Auto Lease Trust 2023-B,09-30-2024,28326,274,120,963888216.5899985
Nissan Auto Lease Trust 2023-B,09-30-2025,12279,172,74,389310639.999999
Nissan Auto Lease Trust 2023-B,10-31-2023,38624,273,54,1444699249.0299904
Nissan Auto Lease Trust 2023-B,10-31-2024,26179,323,117,894006058.7900007
Nissan Auto Lease Trust 2023-B,10-31-2025,10978,183,95,348843114.0200002
Nissan Auto Lease Trust 2023-B,11-30-2023,38304,311,91,1416858194.1499958
Nissan Auto Lease Trust 2023-B,11-30-2024,24621,321,127,837226686.1800029
Nissan Auto Lease Trust 2023-B,12-31-2023,37972,368,115,1389490301.240004
Nissan Auto Lease Trust 2023-B,12-31-2024,23232,326,135,784114913.4600018
Nissan Auto Lease Trust 2023-C,01-31-2024,49410,235,6,2033644692.86001
Nissan Auto Lease Trust 2023-C,01-31-2025,45928,442,129,1624608441.8700044
Nissan Auto Lease Trust 2023-C,01-31-2026,29323,359,142,910126637.34999
