series,term_period,term_code,n,scheduled_residual,realized_proceeds,excess_fees
Porsche Innovative Lease Owner Trust 2026-1,2026-06-30,1,205,14244783.299999999,0.0,0.0
Porsche Innovative Lease Owner Trust 2026-1,2026-06-30,2,13,707683.6,662756.5700000001,0.0
Porsche Innovative Lease Owner Trust 2026-1,2026-06-30,3,2,78668.0,0.0,0.0
Porsche Innovative Lease Owner Trust 2026-1,2026-06-30,98,3,159358.0,0.0,0.0
