series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
World Omni Automobile Lease Securitization Trust 2023-A,10-31-2024,21821,300,110,636961384.5199962
World Omni Automobile Lease Securitization Trust 2023-A,10-31-2025,6611,130,51,191726748.62000006
World Omni Automobile Lease Securitization Trust 2023-A,11-30-2023,30409,209,65,1001316596.5300004
World Omni Automobile Lease Securitization Trust 2023-A,11-30-2024,20959,232,93,603738947.4599994
World Omni Automobile Lease Securitization Trust 2023-A,11-30-2025,5831,102,63,169468016.6200006
World Omni Automobile Lease Securitization Trust 2023-A,12-31-2023,29893,329,97,976332455.1800027
World Omni Automobile Lease Securitization Trust 2023-A,12-31-2024,19648,272,98,564547975.0899992
World Omni Automobile Lease Securitization Trust 2024-A,01-31-2025,27910,335,94,1042743025.3599992
World Omni Automobile Lease Securitization Trust 2024-A,01-31-2026,20552,314,117,656203395.5799996
World Omni Automobile Lease Securitization Trust 2024-A,02-28-2025,27620,261,66,1015192896.3600032
World Omni Automobile Lease Securitization Trust 2024-A,02-28-2026,19714,281,86,620296196.26
World Omni Automobile Lease Securitization Trust 2024-A,02-29-2024,31651,45,5,1342844518.689999
World Omni Automobile Lease Securitization Trust 2024-A,03-31-2024,31383,189,0,1321352359.3399918
World Omni Automobile Lease Securitization Trust 2024-A,03-31-2025,27168,349,49,987440298.0499922
World Omni Automobile Lease Securitization Trust 2024-A,03-31-2026,18367,320,79,574009405.5299978
World Omni Automobile Lease Securitization Trust 2024-A,04-30-2024,31127,149,33,1293985268.810002
World Omni Automobile Lease Securitization Trust 2024-A,04-30-2025,26679,230,90,953929622.0900016
World Omni Automobile Lease Securitization Trust 2024-A,05-31-2024,30709,265,62,1266696379.779996
World Omni Automobile Lease Securitization Trust 2024-A,05-31-2025,26011,328,83,920363375.6100012
World Omni Automobile Lease Securitization Trust 2024-A,06-30-2024,30421,257,78,1240582379.3799913
World Omni Automobile Lease Securitization Trust 2024-A,06-30-2025,25459,282,102,888018765.1500043
World Omni Automobile Lease Securitization Trust 2024-A,07-31-2024,30060,296,90,1212735912.03
World Omni Automobile Lease Securitization Trust 2024-A,07-31-2025,24739,360,99,853969801.1800067
World Omni Automobile Lease Securitization Trust 2024-A,08-31-2024,29711,293,97,1183547064.3199997
World Omni Automobile Lease Securitization Trust 2024-A,08-31-2025,24129,391,87,822545147.2000003
World Omni Automobile Lease Securitization Trust 2024-A,09-30-2024,29428,264,92,1156325852.4799974
World Omni Automobile Lease Securitization Trust 2024-A,09-30-2025,23615,263,108,790516452.4699979
World Omni Automobile Lease Securitization Trust 2024-A,10-31-2024,28958,345,106,1127107015.2700007
World Omni Automobile Lease Securitization Trust 2024-A,10-31-2025,22801,320,106,755368912.8399973
World Omni Automobile Lease Securitization Trust 2024-A,11-30-2024,28684,260,105,1098664651.950007
World Omni Automobile Lease Securitization Trust 2024-A,11-30-2025,22203,288,131,726367800.1500024
World Omni Automobile Lease Securitization Trust 2024-A,12-31-2024,28265,335,113,1071405259.8500004
World Omni Automobile Lease Securitization Trust 2024-A,12-31-2025,21389,319,142,692149473.4200008
World Omni Automobile Lease Securitization Trust 2025-A,01-31-2025,31992,100,1,1361932186.1299942
World Omni Automobile Lease Securitization Trust 2025-A,01-31-2026,26768,415,182,993620827.7500049
World Omni Automobile Lease Securitization Trust 2025-A,02-28-2025,31711,158,2,1336448313.0900037
World Omni Automobile Lease Securitization Trust 2025-A,02-28-2026,26455,375,129,964815794.8799926
World Omni Automobile Lease Securitization Trust 2025-A,03-31-2025,30732,249,25,1285444206.5999923
World Omni Automobile Lease Securitization Trust 2025-A,03-31-2026,25862,426,101,930349596.7999977
World Omni Automobile Lease Securitization Trust 2025-A,04-30-2025,30952,177,66,1277192609.3199823
World Omni Automobile Lease Securitization Trust 2025-A,05-31-2025,30394,317,86,1245348253.33
World Omni Automobile Lease Securitization Trust 2025-A,06-30-2025,30047,220,120,1213709857.179998
World Omni Automobile Lease Securitization Trust 2025-A,07-31-2025,29478,368,105,1180225161.769996
World Omni Automobile Lease Securitization Trust 2025-A,08-31-2025,28990,378,151,1148308637.6099982
World Omni Automobile Lease Securitization Trust 2025-A,09-30-2025,28668,272,138,1116307290.8100042
World Omni Automobile Lease Securitization Trust 2025-A,10-31-2025,28075,376,138,1082515177.8199935
World Omni Automobile Lease Securitization Trust 2025-A,11-30-2025,27780,325,140,1055272268.6699977
World Omni Automobile Lease Securitization Trust 2025-A,12-31-2025,27203,460,150,1023959330.2099942
World Omni Automobile Lease Securitization Trust 2026-A,01-31-2026,39984,21,0,1640801932.0000029
World Omni Automobile Lease Securitization Trust 2026-A,02-28-2026,39585,211,0,1613561059.1100156
World Omni Automobile Lease Securitization Trust 2026-A,03-31-2026,39010,321,52,1577116436.2499924
