series,reporting_date,cum_returned,crr_basic,crr_with_fees,gl_pct_pool,gl_pct_resid,avg_gl_per_vehicle,vintage_month,period_realized,period_scheduled
Volkswagen Auto Lease Trust 2023-A,2025-12-31,39351,1.1743427931710348,1.1781828330917075,0.06538591803576427,0.17434279317103488,3535.6934051829426,29,49384250.06812096,45777677.78000009
Volkswagen Auto Lease Trust 2024-A,2024-01-31,0,,,,,,0,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-03-29,0,,,,,,2,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-04-30,0,,,,,,3,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-05-31,0,,,,,,4,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-06-28,0,,,,,,5,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-07-31,0,,,,,,6,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-08-30,0,,,,,,7,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-09-30,0,,,,,,8,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-10-31,0,,,,,,9,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-11-29,0,,,,,,10,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2024-12-31,0,,,,,,11,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-01-31,0,,,,,,12,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-02-28,0,,,,,,13,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-03-31,0,,,,,,14,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-04-30,0,,,,,,15,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-05-30,0,,,,,,16,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-06-30,0,,,,,,17,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-07-31,0,,,,,,18,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-08-29,0,,,,,,19,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-09-30,0,,,,,,20,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-10-31,0,,,,,,21,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-11-28,0,,,,,,22,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2025-12-31,0,,,,,,23,0.0,0.0
Volkswagen Auto Lease Trust 2024-A,2026-01-30,15958,1.3128006659069886,1.316959329095535,0.05105954844714015,0.31280066590698874,6762.0606471349165,24,452885735.176979,344976771.37
Volkswagen Auto Lease Trust 2024-A,2026-02-27,17483,1.2992886666025998,1.3037635003738584,0.053849771162425536,0.29928866660259973,6509.512376083738,25,41174377.89409298,35277536.82999998
Volkswagen Auto Lease Trust 2024-A,2026-03-31,19811,1.2861815893690882,1.290869109000562,0.05869726396349722,0.2861815893690882,6261.69648255308,26,63458033.89478707,53213369.75
Volkswagen Auto Lease Trust 2024-A,2026-04-30,22166,1.2757817925252548,1.2802824867057423,0.06360026806441006,0.27578179252525475,6063.9019413030765,27,64281266.90506494,53919285.49000001
Volkswagen Auto Lease Trust 2025-A,2025-04-30,0,,,,,,0,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-06-30,0,,,,,,2,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-07-31,0,,,,,,3,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-08-29,0,,,,,,4,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-09-30,0,,,,,,5,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-10-31,0,,,,,,6,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-11-28,0,,,,,,7,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2025-12-31,0,,,,,,8,0.0,0.0
Volkswagen Auto Lease Trust 2025-A,2026-01-30,1872,1.5727064849969135,1.5734014352906447,0.013132765480145081,0.5727064849969136,12400.763199786325,9,63748480.230000004,40534251.52
Volkswagen Auto Lease Trust 2025-A,2026-02-27,2175,1.546984541489373,1.5480103643462226,0.014598198755426289,0.546984541489373,11864.189668965519,10,9232259.909999996,6641876.089999996
Volkswagen Auto Lease Trust 2025-A,2026-03-31,2565,1.5222644602043434,1.5232447133399407,0.016373698272087286,0.5222644602043435,11283.854660287723,11,11380797.693638012,8242323.020000003
