series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
Ford Credit Auto Lease Trust 2017-B,2019-03-31,36270,35951,269,50,858797728.4399971,723863063.9100037,638990662.4199991,1385324426.4700136,33322,0,2948,18
Ford Credit Auto Lease Trust 2017-B,2020-03-31,11061,10867,156,38,227778898.66,200054979.28999928,196093981.09000036,428158030.0699994,10000,0,1061,30
Ford Credit Auto Lease Trust 2017-B,2018-04-30,49527,49181,303,43,1337461161.1600084,1093008766.939997,874896862.3700006,1882478322.880022,45819,0,3708,7
Ford Credit Auto Lease Trust 2017-B,2019-04-30,34628,34336,231,61,809360710.739997,685183926.5899968,609862812.009999,1323070402.6400132,31794,0,2834,19
Ford Credit Auto Lease Trust 2017-B,2020-04-30,10533,10349,128,56,213733899.5300002,189049167.11000004,186650395.24000022,408015499.2999995,9546,0,987,31
Ford Credit Auto Lease Trust 2017-B,2018-05-31,48427,48008,355,64,1292950023.6699996,1059184907.3000066,854843832.6200014,1841564351.4900215,44818,0,3609,8
Ford Credit Auto Lease Trust 2017-B,2019-05-31,32778,32451,269,58,757283695.7400031,642985505.8399987,577402899.0000002,1253796387.6200018,30057,0,2721,20
Ford Credit Auto Lease Trust 2017-B,2018-06-30,47329,46948,315,66,1250015549.959998,1026385434.0999942,834748559.9100013,1800412576.8800204,43802,0,3527,9
Ford Credit Auto Lease Trust 2017-B,2019-06-30,31065,30751,265,49,709785528.5899992,603795095.869997,547423501.4999988,1189590613.1600099,28445,0,2620,21
Ford Credit Auto Lease Trust 2017-B,2018-07-31,46327,45876,386,65,1208682537.0800018,995737349.1599977,816778894.6099997,1763004502.440006,42864,0,3463,10
Ford Credit Auto Lease Trust 2017-B,2019-07-31,29178,28844,282,52,657971416.6200005,562203035.750002,514485424.34000015,1118858574.590001,26679,0,2499,22
Ford Credit Auto Lease Trust 2017-B,2018-08-31,45219,44804,334,81,1165957125.2699916,963305212.1200037,797283913.5400006,1722058585.8900213,41823,0,3396,11
Ford Credit Auto Lease Trust 2017-B,2019-08-31,27119,26837,242,40,604714506.6100018,518134706.48000014,478658998.78999907,1041584989.220007,24749,0,2370,23
Ford Credit Auto Lease Trust 2017-B,2017-09-30,52766,52766,0,0,1560737874.999996,1248455516.3899984,933550169.4300014,2003213437.570021,48743,0,4023,0
Ford Credit Auto Lease Trust 2017-B,2018-09-30,44237,43803,359,75,1127961866.5099947,933609841.9500078,779972896.5800004,1685501649.0200207,40894,0,3343,12
Ford Credit Auto Lease Trust 2017-B,2019-09-30,25203,24876,279,48,554767539.029999,476924018.08000207,445037484.01999855,968583924.0300068,22955,0,2248,24
Ford Credit Auto Lease Trust 2017-B,2017-10-31,52638,52328,307,3,1534963695.5299845,1232435605.2399967,931098148.530001,1998083382.6200233,48626,0,4012,1
Ford Credit Auto Lease Trust 2017-B,2018-10-31,42937,42458,407,72,1081274842.3700008,898244507.4500078,756913669.4900008,1637035227.030019,39660,0,3277,13
Ford Credit Auto Lease Trust 2017-B,2019-10-31,22738,22442,246,50,495277438.17000073,427499384.2799995,402261153.07999915,875733483.050005,20631,0,2107,25
Ford Credit Auto Lease Trust 2017-B,2017-11-30,52420,52051,335,34,1508529073.2900062,1214908246.159992,927394919.2800008,1990193025.4900236,48427,0,3993,2
