series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
BMW Vehicle Lease Trust 2019-1,2019-09-30,32807,32693,85,29,990912430.6623994,990912430.6623994,829904580.4200139,1896747557.32,32807,0,0,8
BMW Vehicle Lease Trust 2019-1,2020-09-30,21086,20936,82,68,556425550.918202,556425550.918202,522069899.17999715,1213101402.6,21086,0,0,20
BMW Vehicle Lease Trust 2019-1,2019-10-31,32159,32032,90,37,960869032.1045952,960869032.1045952,812910050.9200296,1859380972.32,32159,0,0,9
BMW Vehicle Lease Trust 2019-1,2020-10-31,19630,19458,96,76,512139237.2773987,512139237.2773987,484387878.60000616,1127256492.6,19630,0,0,21
BMW Vehicle Lease Trust 2019-1,2019-11-30,31494,31352,97,45,930854741.8439089,930854741.8439089,795699620.6900101,1821861167.32,31494,0,0,10
BMW Vehicle Lease Trust 2019-1,2020-11-30,18202,18059,86,57,470264538.5050999,470264538.5050999,448332023.46999407,1044748567.6,18202,0,0,22
BMW Vehicle Lease Trust 2019-1,2019-12-31,30566,30416,96,54,894423004.6515039,894423004.6515039,771372289.1099979,1768538568.3200002,30566,0,0,11
BMW Vehicle Lease Trust 2019-1,2020-12-31,16399,16277,68,54,419026581.08979976,419026581.08979976,401578652.339998,938423257.6,16399,0,0,23
BMW Vehicle Lease Trust 2021-1,2021-01-31,37868,37868,0,0,1454651151.1872065,1454651151.1872065,1036048258.7500055,2352604306.66,37868,0,0,0
BMW Vehicle Lease Trust 2021-1,2022-01-31,30554,30481,48,25,1026542499.4096969,1026542499.4096969,841856467.8400075,1904967529.15,30554,0,0,12
BMW Vehicle Lease Trust 2021-1,2023-01-31,15346,15259,45,42,467079283.14779896,467079283.14779896,427629511.92999554,964696421.0,15346,0,0,24
BMW Vehicle Lease Trust 2021-1,2022-02-28,29608,29543,41,24,983573547.344499,983573547.344499,815481094.1200207,1845527776.15,29608,0,0,13
BMW Vehicle Lease Trust 2021-1,2023-02-28,14128,14045,42,41,426973039.66529846,426973039.66529846,394818891.0299963,888521946.0,14128,0,0,25
BMW Vehicle Lease Trust 2021-1,2021-03-31,37610,37587,21,2,1406572220.4962018,1406572220.4962018,1028558858.4700108,2335630056.66,37610,0,0,2
BMW Vehicle Lease Trust 2021-1,2022-03-31,28321,28247,49,25,932856906.994998,932856906.994998,780522214.5700183,1766258776.15,28321,0,0,14
BMW Vehicle Lease Trust 2021-1,2023-03-31,12748,12664,48,36,382220553.2548987,382220553.2548987,357378981.66999555,802202580.0,12748,0,0,26
BMW Vehicle Lease Trust 2021-1,2021-04-30,37388,37355,29,4,1379852434.8934946,1379852434.8934946,1022395389.770006,2321635476.66,37388,0,0,3
BMW Vehicle Lease Trust 2021-1,2022-04-30,27110,27039,47,24,884565197.7027066,884565197.7027066,746877048.3400193,1690110951.1499999,27110,0,0,15
BMW Vehicle Lease Trust 2021-1,2023-04-30,11617,11544,40,33,344995433.08430237,344995433.08430237,326496711.9199953,731119285.0,11617,0,0,27
BMW Vehicle Lease Trust 2021-1,2021-05-31,37075,37037,33,5,1350776018.6259012,1350776018.6259012,1013788696.1700082,2302160111.66,37075,0,0,4
BMW Vehicle Lease Trust 2021-1,2022-05-31,25699,25636,38,25,831788880.1327962,831788880.1327962,707696631.5000165,1602500286.15,25699,0,0,16
BMW Vehicle Lease Trust 2021-1,2023-05-31,10185,10105,45,35,301095750.32770026,301095750.32770026,288097097.21999586,643705480.0,10185,0,0,28
BMW Vehicle Lease Trust 2021-1,2021-06-30,36562,36535,23,4,1315599599.7496011,1315599599.7496011,999656892.6000105,2270247822.66,36562,0,0,5
BMW Vehicle Lease Trust 2021-1,2022-06-30,24257,24178,50,29,779759830.5286052,779759830.5286052,668410262.7600101,1514756716.15,24257,0,0,17
BMW Vehicle Lease Trust 2021-1,2023-06-30,8785,8726,24,35,258478420.81349996,258478420.81349996,250018850.45999765,557900420.0,8785,0,0,29
BMW Vehicle Lease Trust 2021-1,2021-07-31,35919,35886,27,6,1278038545.1131039,1278038545.1131039,982450841.5900042,2231264472.71,35919,0,0,6
BMW Vehicle Lease Trust 2021-1,2022-07-31,22878,22789,55,34,730874906.6824943,730874906.6824943,631661490.7800132,1431950051.15,22878,0,0,18
BMW Vehicle Lease Trust 2021-1,2021-08-31,35138,35095,36,7,1238106490.650004,1238106490.650004,961834792.5400114,2183708399.71,35138,0,0,7
BMW Vehicle Lease Trust 2021-1,2022-08-31,21498,21411,55,32,681919081.252999,681919081.252999,594513317.7700082,1347401491.3600001,21498,0,0,19
BMW Vehicle Lease Trust 2021-1,2021-09-30,34316,34271,33,12,1197483259.997299,1197483259.997299,940176365.4100103,2133611504.71,34316,0,0,8
BMW Vehicle Lease Trust 2021-1,2022-09-30,20148,20073,44,31,634779454.4478003,634779454.4478003,558321315.7700096,1264764068.0,20148,0,0,20
BMW Vehicle Lease Trust 2021-1,2021-10-31,33457,33397,44,16,1156491960.3012996,1156491960.3012996,918056953.5499899,2081957120.71,33457,0,0,9
BMW Vehicle Lease Trust 2021-1,2022-10-31,18940,18861,52,27,591508574.2874016,591508574.2874016,525311655.6300076,1188913059.0,18940,0,0,21
BMW Vehicle Lease Trust 2021-1,2021-11-30,32509,32450,42,17,1114109079.4274971,1114109079.4274971,893923848.660012,2025097574.71,32509,0,0,10
BMW Vehicle Lease Trust 2021-1,2022-11-30,17767,17694,45,28,550042024.7324986,550042024.7324986,493370763.6199987,1115554095.0,17767,0,0,22
BMW Vehicle Lease Trust 2021-1,2021-12-31,31436,31373,46,17,1067571979.2542018,1067571979.2542018,865777205.0999954,1959564104.15,31436,0,0,11
BMW Vehicle Lease Trust 2021-1,2022-12-31,16551,16455,61,35,507703411.83219934,507703411.83219934,460063808.34000427,1039618951.0,16551,0,0,23
BMW Vehicle Lease Trust 2021-2,2022-01-31,33854,33780,52,22,1258435962.7015946,1258435962.7015946,959745534.3199809,2134789610.8799999,33854,0,0,6
BMW Vehicle Lease Trust 2021-2,2023-01-31,21900,21782,65,53,731773852.6310047,731773852.6310047,627354155.9499841,1382137915.0,21900,0,0,18
BMW Vehicle Lease Trust 2021-2,2022-02-28,33223,33139,59,25,1220841385.996098,1220841385.996098,941458915.5399806,2094149280.9299998,33223,0,0,7
BMW Vehicle Lease Trust 2021-2,2023-02-28,20914,20783,79,52,692924976.076498,692924976.076498,600204056.9399868,1319662896.0,20914,0,0,19
BMW Vehicle Lease Trust 2021-2,2022-03-31,32197,32112,51,34,1171841980.4907098,1171841980.4907098,912113727.6299866,2028281180.93,32197,0,0,8
BMW Vehicle Lease Trust 2021-2,2023-03-31,19808,19695,64,49,650334698.7477998,650334698.7477998,569378204.7200034,1249193815.0,19808,0,0,20
BMW Vehicle Lease Trust 2021-2,2022-04-30,31247,31177,40,30,1125625490.6209,1125625490.6209,884577371.2499868,1966487780.98,31247,0,0,9
BMW Vehicle Lease Trust 2021-2,2023-04-30,18831,18710,79,42,612032374.7607005,612032374.7607005,542116743.2099983,1187239550.0,18831,0,0,21
BMW Vehicle Lease Trust 2021-2,2022-05-31,30177,30103,47,27,1077176699.3589935,1077176699.3589935,854144056.0699928,1898119510.98,30177,0,0,10
BMW Vehicle Lease Trust 2021-2,2023-05-31,17702,17589,70,43,569925910.2512031,569925910.2512031,510545354.659996,1115860200.0,17702,0,0,22
BMW Vehicle Lease Trust 2021-2,2022-06-30,28933,28846,54,33,1025697494.0083947,1025697494.0083947,819736641.1299983,1821066790.98,28933,0,0,11
BMW Vehicle Lease Trust 2021-2,2023-06-30,16547,16442,67,38,527837340.8699001,527837340.8699001,478343861.35999876,1043699880.0,16547,0,0,23
BMW Vehicle Lease Trust 2021-2,2021-07-31,43461,43461,0,0,1842220229.7517965,1842220229.7517965,1235411651.6100101,2747571840.8300004,43461,0,0,0
BMW Vehicle Lease Trust 2021-2,2022-07-31,27845,27753,61,31,978947385.0425887,978947385.0425887,789578612.5699928,1753268442.98,27845,0,0,12
BMW Vehicle Lease Trust 2021-2,2023-07-31,15611,15511,58,42,492888473.79839987,492888473.79839987,452184392.55999994,985289205.0,15611,0,0,24
BMW Vehicle Lease Trust 2021-2,2022-08-31,26693,26606,56,31,930954283.2554961,930954283.2554961,757861547.8099933,1681748588.0,26693,0,0,13
BMW Vehicle Lease Trust 2021-2,2023-08-31,14400,14314,49,37,450099437.6038008,450099437.6038008,417787991.0100018,908360505.0,14400,0,0,25
BMW Vehicle Lease Trust 2021-2,2021-09-30,35722,35681,39,2,1397636507.3896086,1397636507.3896086,1014448410.9500026,2256911195.88,35722,0,0,2
BMW Vehicle Lease Trust 2021-2,2022-09-30,25723,25631,59,33,889558354.2148013,889558354.2148013,731351334.5600045,1621549983.0,25723,0,0,14
BMW Vehicle Lease Trust 2021-2,2023-09-30,13346,13253,56,37,412406339.651001,412406339.651001,387479543.8100017,841100650.0,13346,0,0,26
BMW Vehicle Lease Trust 2021-2,2021-10-31,35380,35319,53,8,1366124654.5695107,1366124654.5695107,1004484734.2999811,2234681425.88,35380,0,0,3
BMW Vehicle Lease Trust 2021-2,2022-10-31,24804,24690,78,36,850257298.0991029,850257298.0991029,706435912.5299871,1564047393.0,24804,0,0,15
BMW Vehicle Lease Trust 2021-2,2023-10-31,12142,12052,53,37,371346320.321701,371346320.321701,352983010.2200038,765426155.0,12142,0,0,27
BMW Vehicle Lease Trust 2021-2,2021-11-30,35014,34952,46,16,1334002375.4659965,1334002375.4659965,993526393.1000105,2210190860.88,35014,0,0,4
BMW Vehicle Lease Trust 2021-2,2022-11-30,23931,23823,69,39,813092356.8400066,813092356.8400066,682884806.819984,1509769388.0,23931,0,0,16
BMW Vehicle Lease Trust 2021-2,2023-11-30,10906,10835,42,29,330339707.7816008,330339707.7816008,317615413.39000255,687920260.0,10906,0,0,28
BMW Vehicle Lease Trust 2021-2,2021-12-31,34501,34432,52,17,1297387486.4571972,1297387486.4571972,978548221.319985,2176622665.8800006,34501,0,0,5
BMW Vehicle Lease Trust 2021-2,2022-12-31,22904,22791,64,49,771709972.225598,771709972.225598,654782206.6199837,1445330283.0,22904,0,0,17
BMW Vehicle Lease Trust 2021-2,2023-12-31,9517,9433,51,33,284847360.8425996,284847360.8425996,276947116.9400002,599413230.0,9517,0,0,29
