series,rnk,make,model,n,pct_of_pool
Porsche Innovative Lease Owner Trust 2026-1,1,PORSCHE,Cayenne Base,2617,0.20741856225727193
Porsche Innovative Lease Owner Trust 2026-1,2,PORSCHE,Macan Base,2294,0.18181818181818182
Porsche Innovative Lease Owner Trust 2026-1,3,PORSCHE,Panamera Base,1003,0.07949591820559562
