series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
Nissan Auto Lease Trust 2020-A,2020-03-31,70926,70448,402,76,1826451468.0600088,1435855168.769999,1021888349.9499952,2365832787.0,70838,0,88,3
Nissan Auto Lease Trust 2020-A,2021-03-31,55631,55253,292,86,1226612590.2999918,981394286.1299988,800543964.0000199,1860082357.0,55558,0,73,15
Nissan Auto Lease Trust 2020-A,2022-03-31,22847,22605,193,49,444978596.8299979,359064142.7799972,330453494.0499947,782527022.0,22825,0,22,27
Nissan Auto Lease Trust 2020-A,2020-04-30,70704,70304,277,123,1794701768.2700083,1413543950.520012,1018739369.5500157,2358614642.0,70617,0,87,4
Nissan Auto Lease Trust 2020-A,2021-04-30,51976,51662,232,82,1135003355.2899978,908357660.449997,744535886.0000118,1733582922.0,51910,0,66,16
Nissan Auto Lease Trust 2020-A,2022-04-30,19904,19705,144,55,385812493.12999976,311484182.45000005,289321825.24999493,687142482.0,19887,0,17,28
Nissan Auto Lease Trust 2020-A,2020-05-31,70488,69720,649,119,1763378623.500008,1391464634.9399998,1015766364.3000219,2351741377.0,70402,0,86,5
Nissan Auto Lease Trust 2020-A,2021-05-31,48794,48411,301,82,1054623334.3499993,844252660.8600012,697176432.6000232,1626525257.0,48735,0,59,17
Nissan Auto Lease Trust 2020-A,2022-05-31,17163,16930,174,59,331173779.8299994,267530415.33999965,250817749.59999582,597707027.0,17149,0,14,29
Nissan Auto Lease Trust 2020-A,2020-06-30,70118,69641,352,125,1728846647.1099946,1366679019.6799974,1010745268.2499712,2340165177.0,70032,0,86,6
Nissan Auto Lease Trust 2020-A,2021-06-30,46067,45732,267,68,983649067.67999,787803285.2900053,657289232.4000207,1536176427.0,46012,0,55,18
Nissan Auto Lease Trust 2020-A,2022-06-30,14355,14153,139,63,276401482.07000077,223549982.6799994,211398533.1999976,505373632.0,14342,0,13,30
Nissan Auto Lease Trust 2020-A,2020-07-31,69663,69184,360,119,1692772566.0000098,1340526117.1799903,1004453820.6499718,2325661507.0,69578,0,85,7
Nissan Auto Lease Trust 2020-A,2021-07-31,43596,43205,301,90,919473962.1799988,736652094.9900017,621278976.0000077,1455128222.0,43544,0,52,19
Nissan Auto Lease Trust 2020-A,2022-07-31,11590,11349,165,76,223765732.71999982,180956837.77999985,172506495.39999872,414206805.0,11579,0,11,31
Nissan Auto Lease Trust 2020-A,2020-08-31,69118,68634,360,124,1655020080.9600012,1312909815.249996,996880846.0000095,2308097537.0,69033,0,85,8
Nissan Auto Lease Trust 2020-A,2021-08-31,41470,41108,271,91,863076741.5900006,691887509.2300004,590495572.0000013,1385405167.0,41423,0,47,20
