series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Mercedes-Benz Auto Lease Trust 2023-A,10-31-2024,18845,132,76,963976559.6564922
Mercedes-Benz Auto Lease Trust 2023-A,10-31-2025,7468,95,33,337574507.77046347
Mercedes-Benz Auto Lease Trust 2023-A,11-30-2023,28223,117,60,1618302274.0952024
Mercedes-Benz Auto Lease Trust 2023-A,11-30-2024,18078,111,61,911819828.5247263
Mercedes-Benz Auto Lease Trust 2023-A,11-30-2025,6684,92,37,300270286.94483435
Mercedes-Benz Auto Lease Trust 2023-A,12-31-2023,27367,120,76,1557916199.5243974
Mercedes-Benz Auto Lease Trust 2023-A,12-31-2024,17124,129,70,853388197.4090537
Mercedes-Benz Auto Lease Trust 2024-A,01-31-2025,22320,92,42,1482427552.0480068
Mercedes-Benz Auto Lease Trust 2024-A,01-31-2026,16873,98,47,919761945.9228628
Mercedes-Benz Auto Lease Trust 2024-A,02-28-2025,21892,108,46,1435609894.4532804
Mercedes-Benz Auto Lease Trust 2024-A,02-28-2026,16311,112,38,874131645.7161647
Mercedes-Benz Auto Lease Trust 2024-A,03-31-2025,21379,103,41,1381911000.3635206
Mercedes-Benz Auto Lease Trust 2024-A,03-31-2026,15586,103,35,817722208.6911905
Mercedes-Benz Auto Lease Trust 2024-A,04-30-2024,26044,45,2,1943658032.4344752
Mercedes-Benz Auto Lease Trust 2024-A,04-30-2025,20781,91,46,1326120696.0821214
Mercedes-Benz Auto Lease Trust 2024-A,05-31-2024,25717,59,13,1894439899.6847532
Mercedes-Benz Auto Lease Trust 2024-A,05-31-2025,20274,94,37,1274428985.6787245
Mercedes-Benz Auto Lease Trust 2024-A,06-30-2024,25422,61,19,1850300661.8018913
Mercedes-Benz Auto Lease Trust 2024-A,06-30-2025,19827,98,43,1226908748.5343254
Mercedes-Benz Auto Lease Trust 2024-A,07-31-2024,24953,92,23,1797173146.9683979
Mercedes-Benz Auto Lease Trust 2024-A,07-31-2025,19371,86,47,1179567645.2625587
Mercedes-Benz Auto Lease Trust 2024-A,08-31-2024,24511,80,36,1744463596.3900182
Mercedes-Benz Auto Lease Trust 2024-A,08-31-2025,19009,98,43,1139261645.6692905
Mercedes-Benz Auto Lease Trust 2024-A,09-30-2024,24076,77,45,1692055302.4419196
Mercedes-Benz Auto Lease Trust 2024-A,09-30-2025,18606,98,40,1094591026.0737474
Mercedes-Benz Auto Lease Trust 2024-A,10-31-2024,23609,91,42,1637729355.3557215
Mercedes-Benz Auto Lease Trust 2024-A,10-31-2025,18134,110,43,1048011379.4147167
Mercedes-Benz Auto Lease Trust 2024-A,11-30-2024,23235,81,42,1587734576.3215685
Mercedes-Benz Auto Lease Trust 2024-A,11-30-2025,17798,109,38,1009672157.1959159
Mercedes-Benz Auto Lease Trust 2024-A,12-31-2024,22797,92,42,1535861349.8879764
Mercedes-Benz Auto Lease Trust 2024-A,12-31-2025,17347,118,37,964296248.3472956
Mercedes-Benz Auto Lease Trust 2024-B,01-31-2025,24517,92,40,1548474412.7659936
Mercedes-Benz Auto Lease Trust 2024-B,01-31-2026,15618,102,35,893045581.689421
Mercedes-Benz Auto Lease Trust 2024-B,02-28-2025,23631,91,36,1484367837.93851
Mercedes-Benz Auto Lease Trust 2024-B,02-28-2026,15006,87,37,847978274.6548442
Mercedes-Benz Auto Lease Trust 2024-B,03-31-2025,22611,117,37,1416956330.69818
Mercedes-Benz Auto Lease Trust 2024-B,03-31-2026,14227,99,39,794530240.1886209
Mercedes-Benz Auto Lease Trust 2024-B,04-30-2025,21566,90,43,1346156665.454702
Mercedes-Benz Auto Lease Trust 2024-B,05-31-2025,20770,90,40,1289226395.3776684
Mercedes-Benz Auto Lease Trust 2024-B,06-30-2025,20014,91,41,1233973107.8878634
Mercedes-Benz Auto Lease Trust 2024-B,07-31-2025,19228,123,31,1177232417.5872538
Mercedes-Benz Auto Lease Trust 2024-B,08-31-2024,28990,50,0,1885204541.5002851
Mercedes-Benz Auto Lease Trust 2024-B,08-31-2025,18631,106,38,1129686980.0480628
Mercedes-Benz Auto Lease Trust 2024-B,09-30-2024,28319,63,14,1824070957.0191932
Mercedes-Benz Auto Lease Trust 2024-B,09-30-2025,18044,96,44,1080755676.1725504
Mercedes-Benz Auto Lease Trust 2024-B,10-31-2024,27378,95,28,1755633287.926577
Mercedes-Benz Auto Lease Trust 2024-B,10-31-2025,17389,94,36,1029969119.6459751
Mercedes-Benz Auto Lease Trust 2024-B,11-30-2024,26525,84,35,1691519562.8212519
Mercedes-Benz Auto Lease Trust 2024-B,11-30-2025,16865,97,30,988389569.239326
Mercedes-Benz Auto Lease Trust 2024-B,12-31-2024,25542,101,46,1621215980.3089395
Mercedes-Benz Auto Lease Trust 2024-B,12-31-2025,16237,73,43,938589688.721365
Mercedes-Benz Auto Lease Trust 2025-A,01-31-2026,25057,95,26,1613233993.3765986
Mercedes-Benz Auto Lease Trust 2025-A,02-28-2026,24848,72,32,1574729595.6535733
Mercedes-Benz Auto Lease Trust 2025-A,03-31-2026,24567,89,18,1529128409.0476859
Mercedes-Benz Auto Lease Trust 2025-A,04-30-2025,26914,42,0,1979440125.8299692
Mercedes-Benz Auto Lease Trust 2025-A,05-31-2025,26764,53,10,1940417164.8060017
Mercedes-Benz Auto Lease Trust 2025-A,06-30-2025,26584,50,16,1899598282.7227588
Mercedes-Benz Auto Lease Trust 2025-A,07-31-2025,26327,77,21,1856554032.0994709
Mercedes-Benz Auto Lease Trust 2025-A,08-31-2025,26134,72,16,1815996942.7915058
Mercedes-Benz Auto Lease Trust 2025-A,09-30-2025,25911,70,25,1772920512.1086724
Mercedes-Benz Auto Lease Trust 2025-A,10-31-2025,25685,71,29,1731351182.1435413
Mercedes-Benz Auto Lease Trust 2025-A,11-30-2025,25526,64,31,1695762874.841562
Mercedes-Benz Auto Lease Trust 2025-A,12-31-2025,25273,100,29,1652445544.596529
Mercedes-Benz Auto Lease Trust 2025-B,01-31-2026,27680,76,35,1787823904.0707655
Mercedes-Benz Auto Lease Trust 2025-B,02-28-2026,27191,84,23,1734778575.1737213
Mercedes-Benz Auto Lease Trust 2025-B,03-31-2026,26587,89,31,1673102248.793684
Mercedes-Benz Auto Lease Trust 2025-B,09-30-2025,29299,52,0,1992620053.61087
Mercedes-Benz Auto Lease Trust 2025-B,10-31-2025,28922,57,7,1940574165.7113826
Mercedes-Benz Auto Lease Trust 2025-B,11-30-2025,28549,75,12,1894245772.1828098
Mercedes-Benz Auto Lease Trust 2025-B,12-31-2025,28122,87,22,1840851163.7940154
Mercedes-Benz Auto Lease Trust 2026-A,01-31-2026,28013,59,15,1944851490.1950195
Mercedes-Benz Auto Lease Trust 2026-A,02-28-2026,27726,44,22,1900822080.4784026
Mercedes-Benz Auto Lease Trust 2026-A,03-31-2026,27314,69,18,1846849669.1434755
Mercedes-Benz Auto Lease Trust 2026-A,12-31-2025,28253,57,3,1988813794.4320002
