series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
World Omni Automobile Lease Securitization Trust 2017-A,2018-09-30,27748,27444,221,83,666023805.3699989,555651708.0099999,463819652.3899957,829011619.8199999,27748,0,0,20
World Omni Automobile Lease Securitization Trust 2017-A,2019-09-30,13713,13486,159,68,292096744.4200002,251838135.51000032,237812239.9599973,422561470.95,13713,0,0,32
World Omni Automobile Lease Securitization Trust 2017-A,2017-10-31,30992,30664,265,63,862459510.5000021,702628332.070001,521233760.4399995,927598885.49,30992,0,0,9
World Omni Automobile Lease Securitization Trust 2017-A,2018-10-31,27274,26905,287,82,644722353.2500012,538934992.7700013,455407172.9999958,814382041.82,27274,0,0,21
World Omni Automobile Lease Securitization Trust 2017-A,2019-10-31,11163,10934,163,66,240206109.93999884,208604382.33999985,197688566.70999938,349193394.0,11163,0,0,33
World Omni Automobile Lease Securitization Trust 2017-A,2017-11-30,30780,30528,180,72,846002868.700001,690800117.3300009,517375488.13999915,921087287.49,30780,0,0,10
World Omni Automobile Lease Securitization Trust 2017-A,2018-11-30,26880,26573,214,93,626400745.1999986,524722662.2799985,448629406.8299969,802623839.82,26880,0,0,22
World Omni Automobile Lease Securitization Trust 2017-A,2019-11-30,9105,8938,105,62,197971903.47999996,173534904.57999945,164863936.17999992,289082230.0,9105,0,0,34
World Omni Automobile Lease Securitization Trust 2017-A,2017-12-31,30551,30164,319,68,828920866.7100034,678381106.9300009,513221441.6899982,913987093.4899999,30551,0,0,11
World Omni Automobile Lease Securitization Trust 2017-A,2018-12-31,26531,26117,291,123,609321318.1500052,511531593.50999916,442772250.5399962,792336872.8199999,26531,0,0,23
World Omni Automobile Lease Securitization Trust 2017-A,2019-12-31,6802,6629,126,47,151979806.84999976,135330676.69000044,128320201.52000043,221721818.0,6802,0,0,35
World Omni Automobile Lease Securitization Trust 2018-A,2018-01-31,37134,37098,32,4,1166256967.6199918,957748608.6100005,676999939.2000078,1170962450.76,37134,0,0,0
World Omni Automobile Lease Securitization Trust 2018-A,2019-01-31,33872,33460,308,104,914282496.2600033,759321037.4000015,614011067.230002,1065115183.76,33872,0,0,12
World Omni Automobile Lease Securitization Trust 2018-A,2020-01-31,26113,25709,291,113,599418432.8999975,515303215.7500004,474118679.0800112,822152131.3499999,26113,0,0,24
World Omni Automobile Lease Securitization Trust 2018-A,2018-02-28,37022,36905,116,1,1149385791.620009,925672296.0300075,674662008.600004,1167066124.76,37022,0,0,1
World Omni Automobile Lease Securitization Trust 2018-A,2019-02-28,33562,33265,214,83,894265775.0999986,744817512.2000042,608192728.7100092,1055098090.7600001,33562,0,0,13
World Omni Automobile Lease Securitization Trust 2018-A,2020-02-29,24171,23846,242,83,551359301.6400017,475765701.4800019,441094570.53000414,763345459.3499999,24171,0,0,25
World Omni Automobile Lease Securitization Trust 2018-A,2018-03-31,36825,36629,171,25,1128994995.109999,911749374.5900016,670685414.2900054,1160513217.7600002,36825,0,0,2
World Omni Automobile Lease Securitization Trust 2018-A,2019-03-31,33201,32824,317,60,872481108.7100024,728724110.0899988,601339105.5800096,1043453206.76,33201,0,0,14
World Omni Automobile Lease Securitization Trust 2018-A,2020-03-31,22191,21774,318,99,502717256.01999897,435057989.6999985,406901358.7900088,703163411.19,22191,0,0,26
World Omni Automobile Lease Securitization Trust 2018-A,2018-04-30,36627,36469,116,42,1109456776.7499924,898447914.5599964,666656190.0700098,1153883795.76,36627,0,0,3
World Omni Automobile Lease Securitization Trust 2018-A,2019-04-30,32831,32556,206,69,850626691.2799937,712391931.3800017,594332369.3600103,1031540207.7600001,32831,0,0,15
World Omni Automobile Lease Securitization Trust 2018-A,2020-04-30,21214,20967,137,110,476692085.4600014,413607786.1999991,390130492.67000705,673642807.19,21214,0,0,27
World Omni Automobile Lease Securitization Trust 2018-A,2018-05-31,36345,36084,211,50,1087442744.8699992,883081592.6699964,661188729.2700098,1144769484.76,36345,0,0,4
World Omni Automobile Lease Securitization Trust 2018-A,2019-05-31,32411,32050,290,71,827583229.0600042,694959991.4399995,586251345.090011,1017807964.76,32411,0,0,16
World Omni Automobile Lease Securitization Trust 2018-A,2020-05-31,18590,18285,207,98,416396628.9300001,362804283.7100017,343935441.8700049,592916255.19,18590,0,0,28
World Omni Automobile Lease Securitization Trust 2018-A,2018-06-30,36060,35850,156,54,1065702692.5500048,867843042.2899979,655689680.6200069,1135480144.76,36060,0,0,5
World Omni Automobile Lease Securitization Trust 2018-A,2019-06-30,31876,31555,227,94,803440024.2400007,676645623.8700005,576514125.8300071,1000986587.7600001,31876,0,0,17
World Omni Automobile Lease Securitization Trust 2018-A,2020-06-30,15553,15366,116,71,349506973.1500001,306177731.29999954,291356595.91000015,500442112.19,15553,0,0,29
World Omni Automobile Lease Securitization Trust 2018-A,2018-07-31,35774,35478,232,64,1044109546.9900094,852604295.1100042,650345850.3000082,1126404647.76,35774,0,0,6
World Omni Automobile Lease Securitization Trust 2018-A,2019-07-31,31356,30952,319,85,778636319.1900043,657487326.47,566673197.6100127,984338784.76,31356,0,0,18
World Omni Automobile Lease Securitization Trust 2018-A,2020-07-31,12405,12186,151,68,281617089.51000077,248569172.6399994,237151276.88999966,404965273.2,12405,0,0,30
World Omni Automobile Lease Securitization Trust 2018-A,2018-08-31,35492,35199,224,69,1022413190.3000025,837154313.730002,644861896.1700122,1117139665.76,35492,0,0,7
World Omni Automobile Lease Securitization Trust 2018-A,2019-08-31,30770,30355,327,88,752937459.6900035,637513968.6600008,555726057.3100047,965706396.1500001,30770,0,0,19
World Omni Automobile Lease Securitization Trust 2018-A,2020-08-31,9982,9745,163,74,228238687.2600009,203051019.18000048,194230023.89999986,329874567.2,9982,0,0,31
World Omni Automobile Lease Securitization Trust 2018-A,2018-09-30,35180,34895,199,86,1001331521.2699986,822354429.8000041,638794746.5400155,1106979936.7600002,35180,0,0,8
World Omni Automobile Lease Securitization Trust 2018-A,2019-09-30,30245,29904,227,114,729548360.5199968,619423607.4300017,545847120.91001,948824731.15,30245,0,0,20
World Omni Automobile Lease Securitization Trust 2018-A,2020-09-30,7739,7568,122,49,178365268.89999986,160291324.72999984,153448784.51999938,258919594.2,7739,0,0,32
World Omni Automobile Lease Securitization Trust 2018-A,2018-10-31,34837,34467,293,77,978117959.3299974,805471998.7800016,632131087.940004,1095833995.76,34837,0,0,9
World Omni Automobile Lease Securitization Trust 2018-A,2019-10-31,29522,29117,307,98,701721667.7199972,597435974.7500023,532540031.0800134,925949869.1500001,29522,0,0,21
World Omni Automobile Lease Securitization Trust 2018-A,2020-10-31,5720,5532,142,46,134308549.50000003,122399005.14999954,116969452.11999892,195239810.0,5720,0,0,33
World Omni Automobile Lease Securitization Trust 2018-A,2018-11-30,34524,34222,219,83,956893580.7900048,790223007.7600052,626284911.5800053,1085869502.7600002,34524,0,0,10
World Omni Automobile Lease Securitization Trust 2018-A,2019-11-30,28753,28438,231,84,674388546.3499982,575936388.0099993,519098105.99999994,902243510.1500001,28753,0,0,22
World Omni Automobile Lease Securitization Trust 2018-A,2018-12-31,34239,33824,321,94,936578893.2900031,775676718.2999943,620951883.8100086,1076829878.7600002,34239,0,0,11
World Omni Automobile Lease Securitization Trust 2018-A,2019-12-31,27792,27364,328,100,643560246.329999,551342052.3199956,502392145.4200102,872636239.15,27792,0,0,23
World Omni Automobile Lease Securitization Trust 2018-B,2019-01-31,35939,35551,292,96,1074838889.0599942,861716021.0999917,657670509.4599822,1131700324.77,35939,0,0,6
World Omni Automobile Lease Securitization Trust 2018-B,2020-01-31,31839,31372,339,128,814534141.8000005,677290819.2900002,579766418.3200037,1000013249.77,31839,0,0,18
World Omni Automobile Lease Securitization Trust 2018-B,2021-01-31,17478,17155,234,89,387315316.67999995,334203324.2899989,319290136.750005,550675410.55,17478,0,0,30
World Omni Automobile Lease Securitization Trust 2018-B,2019-02-28,35687,35378,230,79,1055007819.5500041,848419680.7300036,652924381.9099829,1123641901.77,35687,0,0,7
World Omni Automobile Lease Securitization Trust 2018-B,2021-02-28,14483,14221,199,63,321245761.3900007,278824602.88000035,267400080.64000115,459510604.56,14483,0,0,31
World Omni Automobile Lease Securitization Trust 2018-B,2020-02-29,31384,30997,289,98,792755200.1100023,661353044.1999989,571627805.5699966,985817401.77,31384,0,0,19
World Omni Automobile Lease Securitization Trust 2018-B,2019-03-31,35363,34997,305,61,1032923169.3700076,833059450.6600071,646810729.8999827,1113331961.77,35363,0,0,8
World Omni Automobile Lease Securitization Trust 2018-B,2020-03-31,30880,30400,385,95,769415562.1799967,643434460.5699996,562418566.4099947,970094945.77,30880,0,0,20
World Omni Automobile Lease Securitization Trust 2018-B,2021-03-31,11202,10992,176,34,248142160.67000028,216264269.8500002,208521422.18000156,357979759.56,11202,0,0,32
World Omni Automobile Lease Securitization Trust 2018-B,2019-04-30,35058,34782,202,74,1011248572.0500103,817888918.2799981,640887793.1499928,1103361136.77,35058,0,0,9
World Omni Automobile Lease Securitization Trust 2018-B,2020-04-30,30570,30317,158,95,752482898.6300011,630797757.8599976,556613125.2700002,960270755.77,30570,0,0,21
World Omni Automobile Lease Securitization Trust 2018-B,2021-04-30,8149,8017,86,46,180744840.8499998,158291239.64000005,152972276.830001,262588814.56,8149,0,0,33
World Omni Automobile Lease Securitization Trust 2018-B,2019-05-31,34721,34348,283,90,989197031.4200032,802324645.3799932,634424637.4199842,1092392893.77,34721,0,0,10
World Omni Automobile Lease Securitization Trust 2018-B,2020-05-31,30016,29708,202,106,730265889.7000009,614229869.6800021,546768711.1800034,943113232.8699999,30016,0,0,22
World Omni Automobile Lease Securitization Trust 2018-B,2021-05-31,5669,5522,110,37,126985520.22999954,112041904.02999993,108227110.80999991,185083678.3,5669,0,0,34
World Omni Automobile Lease Securitization Trust 2018-B,2019-06-30,34365,34024,240,101,967405367.5799972,787135424.0800084,627679629.1399813,1080918003.77,34365,0,0,11
World Omni Automobile Lease Securitization Trust 2018-B,2020-06-30,29193,28937,171,85,701224903.4100068,591555246.6800001,531782393.63999987,917545489.87,29193,0,0,23
World Omni Automobile Lease Securitization Trust 2018-B,2018-07-31,37135,37105,30,0,1189690530.4500093,949390445.7200061,680765758.659981,1171077761.7699997,37135,0,0,0
World Omni Automobile Lease Securitization Trust 2018-B,2019-07-31,33996,33572,331,93,943870954.750001,770242146.3100023,620451233.7900066,1068916033.77,33996,0,0,12
World Omni Automobile Lease Securitization Trust 2018-B,2020-07-31,28163,27855,218,90,668144450.980006,565442185.9000026,513439239.7700051,885848332.8699999,28163,0,0,24
World Omni Automobile Lease Securitization Trust 2018-B,2018-08-31,37025,36871,151,3,1172448833.2799861,925887412.9400014,678449861.7699795,1167197371.77,37025,0,0,1
World Omni Automobile Lease Securitization Trust 2018-B,2019-08-31,33655,33217,334,104,921553755.7200041,754336867.130002,613616525.1599929,1057600514.77,33655,0,0,13
World Omni Automobile Lease Securitization Trust 2018-B,2020-08-31,26995,26661,230,104,632437234.1300021,536886099.0899975,492073418.86000127,849376030.87,26995,0,0,25
World Omni Automobile Lease Securitization Trust 2018-B,2018-09-30,36881,36691,146,44,1155657633.1000037,915572390.1900026,675489055.4800097,1162267498.77,36881,0,0,2
World Omni Automobile Lease Securitization Trust 2018-B,2019-09-30,33365,32987,266,112,901507516.3999972,740235477.6600031,607992489.999988,1048226013.77,33365,0,0,14
World Omni Automobile Lease Securitization Trust 2018-B,2020-09-30,25513,25217,207,89,589129334.8099992,501536050.5699949,464062848.7200036,802076390.8700001,25513,0,0,26
World Omni Automobile Lease Securitization Trust 2018-B,2018-10-31,36692,36386,238,68,1136230504.480006,902795520.4499892,671822345.78998,1155973963.77,36692,0,0,3
World Omni Automobile Lease Securitization Trust 2018-B,2019-10-31,32998,32552,341,105,879597177.5399964,724524067.4300019,601138249.9300067,1036614164.77,32998,0,0,15
World Omni Automobile Lease Securitization Trust 2018-B,2020-10-31,23899,23537,279,83,544837063.6299973,465284708.23999774,434686028.5800047,751669005.87,23899,0,0,27
World Omni Automobile Lease Securitization Trust 2018-B,2018-11-30,36459,36202,193,64,1115998344.6499987,889404050.7000033,667401080.6499898,1148471349.77,36459,0,0,4
World Omni Automobile Lease Securitization Trust 2018-B,2019-11-30,32705,32343,249,113,860389925.899998,710994599.9500033,595861136.0699936,1027584201.7700001,32705,0,0,16
World Omni Automobile Lease Securitization Trust 2018-B,2020-11-30,22300,21983,205,112,501488884.72999984,429496057.61000156,404665194.35999984,700150897.87,22300,0,0,28
World Omni Automobile Lease Securitization Trust 2018-B,2018-12-31,36261,35875,298,88,1097171254.769999,877045791.6599914,663705450.9800026,1142088595.77,36261,0,0,5
World Omni Automobile Lease Securitization Trust 2018-B,2019-12-31,32357,31847,384,126,839157156.1600008,695608828.7699975,589144851.399994,1016252597.7699999,32357,0,0,17
World Omni Automobile Lease Securitization Trust 2018-B,2020-12-31,20237,19855,284,98,450114224.9200012,386669254.0199997,367272239.06000155,635305039.55,20237,0,0,29
World Omni Automobile Lease Securitization Trust 2019-A,2019-01-31,38453,38295,157,1,1205356931.2600055,947270381.1400013,691258204.8800099,1210207769.53,38453,0,0,0
World Omni Automobile Lease Securitization Trust 2019-A,2020-01-31,35437,34935,365,137,954836034.5199903,778749759.1999946,633899717.2099797,1113313721.53,35437,0,0,12
World Omni Automobile Lease Securitization Trust 2019-A,2021-01-31,26962,26566,278,118,616695039.4300015,520115181.8999992,476084757.0899977,843112462.54,26962,0,0,24
World Omni Automobile Lease Securitization Trust 2019-A,2019-02-28,38363,38189,162,12,1188903190.6000037,937363543.4700019,689477954.919964,1207223967.53,38363,0,0,1
World Omni Automobile Lease Securitization Trust 2019-A,2021-02-28,25359,25043,236,80,573640914.9899983,485127858.8100004,447610322.44999933,793322681.54,25359,0,0,25
World Omni Automobile Lease Securitization Trust 2019-A,2020-02-29,35139,34737,315,87,934953604.8900001,765077929.8099988,628752830.8700068,1104342921.53,35139,0,0,13
World Omni Automobile Lease Securitization Trust 2019-A,2019-03-31,38237,37917,283,37,1171171620.180006,926263855.1300027,687112313.1399678,1203248274.53,38237,0,0,2
World Omni Automobile Lease Securitization Trust 2019-A,2020-03-31,34748,34205,435,108,912180831.7099969,748155320.9300061,621721463.0899783,1092029935.53,34748,0,0,14
World Omni Automobile Lease Securitization Trust 2019-A,2021-03-31,23116,22862,200,54,516608349.7699983,437666269.6100002,407729667.21000355,723964242.54,23116,0,0,26
World Omni Automobile Lease Securitization Trust 2019-A,2019-04-30,38080,37827,173,80,1152463980.6000032,914295803.7799988,684261099.5399954,1198360725.53,38080,0,0,3
World Omni Automobile Lease Securitization Trust 2019-A,2020-04-30,34478,34216,159,103,894441371.1599987,735248635.1299998,616604611.7699834,1083413564.53,34478,0,0,15
World Omni Automobile Lease Securitization Trust 2019-A,2021-04-30,20543,20387,110,46,453244522.0900032,384437735.49000114,361012293.46000344,643403991.54,20543,0,0,27
World Omni Automobile Lease Securitization Trust 2019-A,2019-05-31,37880,37556,240,84,1132444246.7700071,901107633.5499989,680375458.8499682,1191938675.53,37880,0,0,4
World Omni Automobile Lease Securitization Trust 2019-A,2020-05-31,34127,33817,209,101,874814150.8600008,721455253.3200057,610092497.4300114,1072240075.53,34127,0,0,16
World Omni Automobile Lease Securitization Trust 2019-A,2021-05-31,18100,17875,186,39,394861843.62000185,335586401.3899997,317661674.1600063,567629453.54,18100,0,0,28
World Omni Automobile Lease Securitization Trust 2019-A,2019-06-30,37636,37342,208,86,1112237412.889998,887906235.1499983,675843987.2299647,1184145107.53,37636,0,0,5
World Omni Automobile Lease Securitization Trust 2019-A,2020-06-30,33714,33465,156,93,852785178.9800036,705445241.2500019,602484884.5599883,1059271809.53,33714,0,0,17
World Omni Automobile Lease Securitization Trust 2019-A,2021-06-30,15678,15513,111,54,337561900.0499998,287438461.65999943,274570118.71000373,491575735.54,15678,0,0,29
World Omni Automobile Lease Securitization Trust 2019-A,2019-07-31,37393,36978,326,89,1091076334.3199947,873604930.8900033,671276557.5899998,1176483881.53,37393,0,0,6
World Omni Automobile Lease Securitization Trust 2019-A,2020-07-31,33120,32769,256,95,826138526.6600007,685413952.9599954,591321600.2599883,1040349830.53,33120,0,0,18
World Omni Automobile Lease Securitization Trust 2019-A,2021-07-31,13205,12999,154,52,280589209.4799994,239281051.2600011,230402688.65000668,413428139.05,13205,0,0,30
World Omni Automobile Lease Securitization Trust 2019-A,2019-08-31,37072,36633,336,103,1067878560.5299978,857632424.6000037,665125232.5499736,1166206864.53,37072,0,0,7
World Omni Automobile Lease Securitization Trust 2019-A,2020-08-31,32395,32004,266,125,796754516.7699987,662977073.8700004,577671511.6200031,1017244732.53,32395,0,0,19
World Omni Automobile Lease Securitization Trust 2019-A,2021-08-31,10700,10516,138,46,225332793.1899999,192513669.00999993,186842327.08000055,335728974.05,10700,0,0,31
World Omni Automobile Lease Securitization Trust 2019-A,2019-09-30,36774,36423,243,108,1045324915.0899942,842084906.8599982,659075656.1599771,1156184245.53,36774,0,0,8
World Omni Automobile Lease Securitization Trust 2019-A,2020-09-30,31427,31085,226,116,761537320.3000022,635427459.7999997,559304931.3799915,986078286.53,31427,0,0,20
World Omni Automobile Lease Securitization Trust 2019-A,2021-09-30,8128,7998,88,42,169112954.00999978,144626936.03999972,141239635.88999918,254533894.05,8128,0,0,32
World Omni Automobile Lease Securitization Trust 2019-A,2019-10-31,36423,35960,366,97,1022041666.8800031,825840154.5399989,652458445.8299743,1144943445.53,36423,0,0,9
World Omni Automobile Lease Securitization Trust 2019-A,2020-10-31,30441,30018,324,99,726413296.3899989,607740883.2899947,540486588.679994,954216258.53,30441,0,0,21
World Omni Automobile Lease Securitization Trust 2019-A,2019-11-30,36129,35710,283,136,1000215082.6400113,810729613.780005,646620495.5799959,1135144466.53,36129,0,0,10
World Omni Automobile Lease Securitization Trust 2019-A,2020-11-30,29532,29151,256,125,694090598.3399967,582290812.8500009,523050519.22999775,924547560.54,29532,0,0,22
World Omni Automobile Lease Securitization Trust 2019-A,2019-12-31,35789,35224,415,150,977604027.600005,794880427.7300031,640483971.0299776,1124571504.53,35789,0,0,11
World Omni Automobile Lease Securitization Trust 2019-A,2020-12-31,28405,27944,331,130,657824663.569999,553250970.2100035,502152416.89999557,888573728.54,28405,0,0,23
World Omni Automobile Lease Securitization Trust 2019-B,2020-01-31,34282,33940,250,92,1022112351.7699989,835666601.9699982,636724962.2900075,1087449426.66,34282,0,0,7
World Omni Automobile Lease Securitization Trust 2019-B,2021-01-31,29847,29546,225,76,760782778.6999997,642594974.4499989,547047264.3700039,938483825.79,29847,0,0,19
World Omni Automobile Lease Securitization Trust 2019-B,2022-01-31,13624,13429,140,55,299204459.47999984,264209825.55000007,254633388.34999654,431673223.9,13624,0,0,31
World Omni Automobile Lease Securitization Trust 2019-B,2021-02-28,29432,29176,189,67,739813426.9400026,627030278.4699993,539272055.4899961,925303514.79,29432,0,0,20
World Omni Automobile Lease Securitization Trust 2019-B,2022-02-28,11112,10945,122,45,242946668.5100005,215564341.5100009,209280359.90999794,353759434.0,11112,0,0,32
World Omni Automobile Lease Securitization Trust 2019-B,2020-02-29,33964,33678,217,69,1001146017.5400044,820785174.2399999,630378493.6300024,1076641284.6599998,33964,0,0,8
World Omni Automobile Lease Securitization Trust 2019-B,2020-03-31,33560,33184,292,84,977423379.1000067,802620088.7700026,622338415.8500049,1062970995.66,33560,0,0,9
World Omni Automobile Lease Securitization Trust 2019-B,2021-03-31,28787,28596,162,29,711938903.439999,605200273.5399963,527046612.60000163,904529635.79,28787,0,0,21
World Omni Automobile Lease Securitization Trust 2019-B,2022-03-31,8039,7886,117,36,175015747.10999963,155935033.5200002,152320366.66999954,257093926.0,8039,0,0,33
World Omni Automobile Lease Securitization Trust 2019-B,2020-04-30,33290,33095,111,84,959117197.8100028,788881832.9700024,616686444.7200001,1053622222.6600001,33290,0,0,10
World Omni Automobile Lease Securitization Trust 2019-B,2021-04-30,27863,27743,89,31,679201350.8699939,579211758.6300046,509917384.67,875231575.8,27863,0,0,22
World Omni Automobile Lease Securitization Trust 2019-B,2022-04-30,5730,5621,79,30,124834095.31999984,111806708.29999998,109812906.33999981,184720634.0,5730,0,0,34
World Omni Automobile Lease Securitization Trust 2019-B,2020-05-31,32958,32701,181,76,939689866.3400038,775007842.0199922,609793496.900008,1042273298.66,32958,0,0,11
World Omni Automobile Lease Securitization Trust 2019-B,2021-05-31,26747,26523,184,40,643019491.2699994,550282311.410001,489550710.3399996,840265022.8,26747,0,0,23
World Omni Automobile Lease Securitization Trust 2019-B,2019-06-30,35984,35938,42,4,1162895355.7100017,942999772.9899985,671103013.5300083,1145587866.6599998,35984,0,0,0
World Omni Automobile Lease Securitization Trust 2019-B,2020-06-30,32619,32436,117,66,919112822.3099983,759946240.02,603087741.930001,1030973618.6600001,32619,0,0,12
World Omni Automobile Lease Securitization Trust 2019-B,2021-06-30,25415,25267,102,46,601857275.5399988,516739380.75999784,464733615.8199993,797910545.9,25415,0,0,24
World Omni Automobile Lease Securitization Trust 2019-B,2019-07-31,35872,35722,149,1,1145582042.6999981,921399162.7400031,668758509.1500107,1141696312.6599998,35872,0,0,1
World Omni Automobile Lease Securitization Trust 2019-B,2020-07-31,32270,31984,209,77,897442212.8600011,743997142.0099999,595867121.6099961,1019130740.66,32270,0,0,13
World Omni Automobile Lease Securitization Trust 2019-B,2021-07-31,24041,23811,181,49,561591819.1799986,483825689.0399995,439877566.97999847,754806265.9,24041,0,0,25
World Omni Automobile Lease Securitization Trust 2019-B,2019-08-31,35669,35432,192,45,1126182348.1000004,908387569.6199927,664608555.5700071,1134710675.6599998,35669,0,0,2
World Omni Automobile Lease Securitization Trust 2019-B,2020-08-31,31899,31565,235,99,874959806.2000003,727607506.7799942,588256314.7700062,1006465328.66,31899,0,0,14
World Omni Automobile Lease Securitization Trust 2019-B,2021-08-31,22620,22414,153,53,521961907.3500018,451233721.3,414446357.14999664,710690340.9,22620,0,0,26
World Omni Automobile Lease Securitization Trust 2019-B,2019-09-30,35457,35253,155,49,1106877153.6999984,895351216.9399967,660221944.7999964,1127341447.6599998,35457,0,0,3
World Omni Automobile Lease Securitization Trust 2019-B,2020-09-30,31461,31188,193,80,850664071.1299981,709558166.0800016,579278653.8600035,991891385.6600001,31461,0,0,15
World Omni Automobile Lease Securitization Trust 2019-B,2021-09-30,21203,21035,124,44,482749667.290002,418849659.7999999,388652205.00999665,665981784.9,21203,0,0,27
World Omni Automobile Lease Securitization Trust 2019-B,2019-10-31,35189,34869,250,70,1086186479.0000005,881002150.7399948,654857332.2600068,1118211903.6599998,35189,0,0,4
World Omni Automobile Lease Securitization Trust 2019-B,2020-10-31,30980,30658,247,75,825293814.1200018,690512607.3799965,569522246.0400026,975926390.67,30980,0,0,16
World Omni Automobile Lease Securitization Trust 2019-B,2021-10-31,19854,19623,186,45,446259873.420001,388664214.94000137,364280994.4299983,623759558.9,19854,0,0,28
World Omni Automobile Lease Securitization Trust 2019-B,2019-11-30,34926,34671,168,87,1066001617.7099972,867020296.0599927,649506157.0800102,1109170912.6599998,34926,0,0,5
World Omni Automobile Lease Securitization Trust 2019-B,2020-11-30,30626,30341,207,78,804165568.4499999,674989281.5799986,562462213.0599996,964141134.67,30626,0,0,17
World Omni Automobile Lease Securitization Trust 2019-B,2021-11-30,18269,18098,122,49,405807494.63000053,354948817.6999978,336192997.6099981,574399205.8299999,18269,0,0,29
