issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
VALET,2021,0,251242.38000000,4131234295.30997896,251242.38000000,0.00006082
VALET,2021,1,246574.78000000,4131234295.30997896,497817.16000000,0.00012050
VALET,2021,2,123995.92000000,4131234295.30997896,621813.08000000,0.00015052
VALET,2021,3,113719.61000000,4131234295.30997896,735532.69000000,0.00017804
VALET,2021,4,204607.66000000,4131234295.30997896,940140.35000000,0.00022757
VALET,2021,5,298640.03000000,4131234295.30997896,1238780.38000000,0.00029986
VALET,2021,6,147978.23000000,4131234295.30997896,1386758.61000000,0.00033568
VALET,2022,0,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,1,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,2,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,3,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,4,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,5,0.00000000,1962573975.14999914,0.00000000,0.00000000
VALET,2022,6,205229.30000000,1962573975.14999914,205229.30000000,0.00010457
VALET,2022,7,164640.09000000,1962573975.14999914,369869.39000000,0.00018846
VALET,2022,8,188884.70000000,1962573975.14999914,558754.09000000,0.00028470
VALET,2022,9,99900.64000000,1962573975.14999914,658654.73000000,0.00033561
VALET,2022,10,198386.69000000,1962573975.14999914,857041.42000000,0.00043669
VALET,2022,11,174564.26000000,1962573975.14999914,1031605.68000000,0.00052564
