issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
FTAT,2018,0,128247.42000000,1312863020.04999995,128247.42000000,0.00009769
FTAT,2018,1,74677.92000000,1312863020.04999995,202925.34000000,0.00015457
FTAT,2018,2,65572.10000000,1312863020.04999995,268497.44000000,0.00020451
FTAT,2018,3,3409.52000000,1312863020.04999995,271906.96000000,0.00020711
FTAT,2018,4,131720.38000000,1312863020.04999995,403627.34000000,0.00030744
FTAT,2018,5,107725.01000000,1312863020.04999995,511352.35000000,0.00038949
FTAT,2018,6,117428.82000000,1312863020.04999995,628781.17000000,0.00047894
FTAT,2018,7,29774.62000000,1312863020.04999995,658555.79000000,0.00050162
FTAT,2018,8,88389.02000000,1312863020.04999995,746944.81000000,0.00056894
FTAT,2020,0,176192.50000000,1783671849.12000036,176192.50000000,0.00009878
FTAT,2020,1,132705.68000000,1783671849.12000036,308898.18000000,0.00017318
FTAT,2020,2,241182.41000000,1783671849.12000036,550080.59000000,0.00030840
FTAT,2020,3,160013.03000000,1783671849.12000036,710093.62000000,0.00039811
FTAT,2020,4,172924.20000000,1783671849.12000036,883017.82000000,0.00049506
FTAT,2020,5,188066.32000000,1783671849.12000036,1071084.14000000,0.00060049
