issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
GMCAR,2019,14,70928.83000000,5252701576.07998848,4861684.51000000,0.00092556
GMCAR,2020,0,487893.15000000,4746234936.67000008,487893.15000000,0.00010280
GMCAR,2020,1,406377.75000000,4746234936.67000008,894270.90000000,0.00018842
GMCAR,2020,2,481689.03000000,4746234936.67000008,1375959.93000000,0.00028991
GMCAR,2020,3,298114.01000000,4746234936.67000008,1674073.94000000,0.00035272
GMCAR,2020,4,202263.61000000,4746234936.67000008,1876337.55000000,0.00039533
GMCAR,2020,5,255669.13000000,4746234936.67000008,2132006.68000000,0.00044920
GMCAR,2020,6,287968.76000000,4746234936.67000008,2419975.44000000,0.00050987
GMCAR,2020,7,299066.64000000,4746234936.67000008,2719042.08000000,0.00057288
GMCAR,2020,8,375563.77000000,4746234936.67000008,3094605.85000000,0.00065201
GMCAR,2020,9,229442.76000000,4746234936.67000008,3324048.61000000,0.00070035
GMCAR,2020,10,212710.92000000,4746234936.67000008,3536759.53000000,0.00074517
GMCAR,2020,11,292491.25000000,4746234936.67000008,3829250.78000000,0.00080680
GMCAR,2020,12,34802.58000000,4746234936.67000008,3864053.36000000,0.00081413
GMCAR,2020,13,155625.43000000,4746234936.67000008,4019678.79000000,0.00084692
GMCAR,2020,14,30065.77000000,4746234936.67000008,4049744.56000000,0.00085325
GMCAR,2021,0,512397.82000000,5952563533.45999146,512397.82000000,0.00008608
GMCAR,2021,1,487373.96000000,5952563533.45999146,999771.78000000,0.00016796
GMCAR,2021,2,606836.94000000,5952563533.45999146,1606608.72000000,0.00026990
GMCAR,2021,3,489197.45000000,5952563533.45999146,2095806.17000000,0.00035208
GMCAR,2021,4,343313.21000000,5952563533.45999146,2439119.38000000,0.00040976
GMCAR,2021,5,332464.14000000,5952563533.45999146,2771583.52000000,0.00046561
GMCAR,2021,6,403817.45000000,5952563533.45999146,3175400.97000000,0.00053345
GMCAR,2021,7,788218.85000000,5952563533.45999146,3963619.82000000,0.00066587
GMCAR,2021,8,363990.08000000,5952563533.45999146,4327609.90000000,0.00072702
GMCAR,2021,9,245693.92000000,5952563533.45999146,4573303.82000000,0.00076829
GMCAR,2021,10,518901.31000000,5952563533.45999146,5092205.13000000,0.00085546
GMCAR,2021,11,343787.07000000,5952563533.45999146,5435992.20000000,0.00091322
GMCAR,2021,12,247080.58000000,5952563533.45999146,5683072.78000000,0.00095473
GMCAR,2021,13,242757.39000000,5952563533.45999146,5925830.17000000,0.00099551
GMCAR,2021,14,222592.40000000,5952563533.45999146,6148422.57000000,0.00103290
GMCAR,2021,15,168952.83000000,5952563533.45999146,6317375.40000000,0.00106129
GMCAR,2021,16,126808.22000000,5952563533.45999146,6444183.62000000,0.00108259
GMCAR,2022,0,1288124.38000000,5255210616.50999069,1288124.38000000,0.00024511
GMCAR,2022,1,796447.99000000,5255210616.50999069,2084572.37000000,0.00039667
GMCAR,2022,2,598219.93000000,5255210616.50999069,2682792.30000000,0.00051050
GMCAR,2022,3,624619.41000000,5255210616.50999069,3307411.71000000,0.00062936
GMCAR,2022,4,346088.47000000,5255210616.50999069,3653500.18000000,0.00069521
GMCAR,2022,5,236469.31000000,5255210616.50999069,3889969.49000000,0.00074021
GMCAR,2022,6,671326.95000000,5255210616.50999069,4561296.44000000,0.00086796
GMCAR,2022,7,613430.33000000,5255210616.50999069,5174726.77000000,0.00098468
GMCAR,2022,8,834787.91000000,5255210616.50999069,6009514.68000000,0.00114353
GMCAR,2022,9,746900.29000000,5255210616.50999069,6756414.97000000,0.00128566
GMCAR,2022,10,499150.07000000,5255210616.50999069,7255565.04000000,0.00138064
GMCAR,2022,11,252522.18000000,5255210616.50999069,7508087.22000000,0.00142869
GMCAR,2022,12,255425.00000000,5255210616.50999069,7763512.22000000,0.00147730
GMCAR,2022,13,312939.95000000,5255210616.50999069,8076452.17000000,0.00153685
GMCAR,2022,14,138579.99000000,5255210616.50999069,8215032.16000000,0.00156322
GMCAR,2022,15,230755.01000000,5255210616.50999069,8445787.17000000,0.00160713
GMCAR,2022,16,251172.40000000,5255210616.50999069,8696959.57000000,0.00165492
GMCAR,2022,17,135613.45000000,5255210616.50999069,8832573.02000000,0.00168073
GMCAR,2022,18,153341.44000000,5255210616.50999069,8985914.46000000,0.00170991
GMCAR,2023,0,1057367.32000000,6155516912.05999279,1057367.32000000,0.00017178
GMCAR,2023,1,1383731.22000000,6155516912.05999279,2441098.54000000,0.00039657
GMCAR,2023,2,984601.65000000,6155516912.05999279,3425700.19000000,0.00055653
GMCAR,2023,3,1148077.40000000,6155516912.05999279,4573777.59000000,0.00074304
GMCAR,2023,4,708592.82000000,6155516912.05999279,5282370.41000000,0.00085815
GMCAR,2023,5,701740.25000000,6155516912.05999279,5984110.66000000,0.00097215
GMCAR,2023,6,1484778.07000000,6155516912.05999279,7468888.73000000,0.00121336
GMCAR,2023,7,1051028.06000000,6155516912.05999279,8519916.79000000,0.00138411
