issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
GMCAR,2018,0,171413.40000000,1360221073.14000106,171413.40000000,0.00012602
GMCAR,2018,1,209502.69000000,1360221073.14000106,380916.09000000,0.00028004
GMCAR,2018,2,342064.26000000,1360221073.14000106,722980.35000000,0.00053152
GMCAR,2018,3,69331.88000000,1360221073.14000106,792312.23000000,0.00058249
GMCAR,2018,4,109246.78000000,1360221073.14000106,901559.01000000,0.00066280
GMCAR,2018,5,73988.56000000,1360221073.14000106,975547.57000000,0.00071720
GMCAR,2018,6,213491.10000000,1360221073.14000106,1189038.67000000,0.00087415
GMCAR,2018,7,135588.30000000,1360221073.14000106,1324626.97000000,0.00097383
GMCAR,2018,8,145867.51000000,1360221073.14000106,1470494.48000000,0.00108107
GMCAR,2018,9,213079.21000000,1360221073.14000106,1683573.69000000,0.00123772
GMCAR,2018,10,84754.35000000,1360221073.14000106,1768328.04000000,0.00130003
GMCAR,2018,11,79905.98000000,1360221073.14000106,1848234.02000000,0.00135877
GMCAR,2018,12,64484.05000000,1360221073.14000106,1912718.07000000,0.00140618
GMCAR,2018,13,82632.26000000,1360221073.14000106,1995350.33000000,0.00146693
GMCAR,2018,14,88152.33000000,1360221073.14000106,2083502.66000000,0.00153174
GMCAR,2019,0,726063.60000000,5252701576.07998848,726063.60000000,0.00013823
GMCAR,2019,1,313546.77000000,5252701576.07998848,1039610.37000000,0.00019792
GMCAR,2019,2,320591.97000000,5252701576.07998848,1360202.34000000,0.00025895
GMCAR,2019,3,392451.37000000,5252701576.07998848,1752653.71000000,0.00033367
GMCAR,2019,4,232339.60000000,5252701576.07998848,1984993.31000000,0.00037790
GMCAR,2019,5,409832.72000000,5252701576.07998848,2394826.03000000,0.00045592
GMCAR,2019,6,429795.70000000,5252701576.07998848,2824621.73000000,0.00053775
GMCAR,2019,7,586055.13000000,5252701576.07998848,3410676.86000000,0.00064932
GMCAR,2019,8,297017.43000000,5252701576.07998848,3707694.29000000,0.00070586
GMCAR,2019,9,147506.58000000,5252701576.07998848,3855200.87000000,0.00073395
GMCAR,2019,10,289916.16000000,5252701576.07998848,4145117.03000000,0.00078914
GMCAR,2019,11,276845.26000000,5252701576.07998848,4421962.29000000,0.00084185
GMCAR,2019,12,174646.50000000,5252701576.07998848,4596608.79000000,0.00087509
GMCAR,2019,13,194146.89000000,5252701576.07998848,4790755.68000000,0.00091206
