issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
DRIVE,2018,0,1278283.13000000,4884090274.38000774,1278283.13000000,0.00026172
DRIVE,2018,1,964486.99000000,4884090274.38000774,2242770.12000000,0.00045920
DRIVE,2018,2,686322.50000000,4884090274.38000774,2929092.62000000,0.00059972
DRIVE,2018,3,646690.71000000,4884090274.38000774,3575783.33000000,0.00073213
DRIVE,2018,4,123195.48000000,4884090274.38000774,3698978.81000000,0.00075735
DRIVE,2018,5,37257.96000000,4884090274.38000774,3736236.77000000,0.00076498
DRIVE,2018,6,12394899.07000000,4884090274.38000774,16131135.84000000,0.00330279
DRIVE,2018,7,9086944.05000000,4884090274.38000774,25218079.89000000,0.00516331
DRIVE,2018,8,7974277.75000000,4884090274.38000774,33192357.64000000,0.00679602
DRIVE,2018,9,6094371.25000000,4884090274.38000774,39286728.89000000,0.00804382
DRIVE,2018,10,5578769.54000000,4884090274.38000774,44865498.43000000,0.00918605
DRIVE,2018,11,5237190.44000000,4884090274.38000774,50102688.87000000,0.01025835
DRIVE,2018,12,5438963.47000000,4884090274.38000774,55541652.34000000,0.01137195
DRIVE,2018,13,5950856.35000000,4884090274.38000774,61492508.69000000,0.01259037
DRIVE,2018,14,5732391.37000000,4884090274.38000774,67224900.06000000,0.01376406
DRIVE,2018,15,4461783.44000000,4884090274.38000774,71686683.50000000,0.01467759
DRIVE,2018,16,3410099.41000000,4884090274.38000774,75096782.91000000,0.01537580
DRIVE,2018,17,1930170.82000000,4884090274.38000774,77026953.73000000,0.01577099
DRIVE,2018,18,1793935.70000000,4884090274.38000774,78820889.43000001,0.01613829
DRIVE,2018,19,1716745.47000000,4884090274.38000774,80537634.90000001,0.01648979
DRIVE,2018,20,1271321.38000000,4884090274.38000774,81808956.28000000,0.01675009
DRIVE,2018,21,1035382.12000000,4884090274.38000774,82844338.40000001,0.01696208
DRIVE,2019,0,5456448.01000000,6723293717.31000996,5456448.01000000,0.00081157
DRIVE,2019,1,4891985.08000000,6723293717.31000996,10348433.09000000,0.00153919
DRIVE,2019,2,5262188.07000000,6723293717.31000996,15610621.16000000,0.00232187
DRIVE,2019,3,4040185.91000000,6723293717.31000996,19650807.07000000,0.00292279
DRIVE,2019,4,1699090.24000000,6723293717.31000996,21349897.31000000,0.00317551
DRIVE,2019,5,81058.46000000,6723293717.31000996,21430955.77000000,0.00318757
DRIVE,2019,6,16023159.01000000,6723293717.31000996,37454114.78000000,0.00557080
DRIVE,2019,7,11260451.53000000,6723293717.31000996,48714566.31000000,0.00724564
DRIVE,2019,8,8940062.90000000,6723293717.31000996,57654629.21000000,0.00857535
DRIVE,2019,9,7239529.35000000,6723293717.31000996,64894158.55999999,0.00965214
DRIVE,2019,10,7413920.78000000,6723293717.31000996,72308079.34000000,0.01075486
DRIVE,2019,11,7601658.64000000,6723293717.31000996,79909737.97999999,0.01188550
DRIVE,2019,12,7720184.73000000,6723293717.31000996,87629922.70999999,0.01303378
DRIVE,2019,13,8111364.86000000,6723293717.31000996,95741287.56999999,0.01424024
DRIVE,2019,14,5129352.96000000,6723293717.31000996,100870640.53000000,0.01500316
DRIVE,2019,15,1943287.80000000,6723293717.31000996,102813928.33000000,0.01529220
DRIVE,2019,16,122461.62000000,6723293717.31000996,102936389.95000000,0.01531041
DRIVE,2019,17,36703.69000000,6723293717.31000996,102973093.64000000,0.01531587
DRIVE,2019,18,3820462.59000000,6723293717.31000996,106793556.23000000,0.01588411
DRIVE,2019,19,1207508.53000000,6723293717.31000996,108001064.76000001,0.01606371
DRIVE,2020,0,2820820.12000000,5044074079.40999794,2820820.12000000,0.00055923
DRIVE,2020,1,2955836.96000000,5044074079.40999794,5776657.08000000,0.00114524
DRIVE,2020,2,1780877.88000000,5044074079.40999794,7557534.96000000,0.00149830
DRIVE,2020,3,1110447.74000000,5044074079.40999794,8667982.70000000,0.00171845
DRIVE,2020,4,376206.29000000,5044074079.40999794,9044188.99000000,0.00179303
DRIVE,2020,5,21960.11000000,5044074079.40999794,9066149.10000000,0.00179739
DRIVE,2020,6,11314669.09000000,5044074079.40999794,20380818.19000000,0.00404055
DRIVE,2020,7,7557139.70000000,5044074079.40999794,27937957.89000000,0.00553877
DRIVE,2020,8,5431643.70000000,5044074079.40999794,33369601.59000000,0.00661560
DRIVE,2020,9,4779711.62000000,5044074079.40999794,38149313.21000000,0.00756319
DRIVE,2020,10,3896945.72000000,5044074079.40999794,42046258.93000000,0.00833577
DRIVE,2020,11,3310139.35000000,5044074079.40999794,45356398.28000000,0.00899202
DRIVE,2020,12,3682847.78000000,5044074079.40999794,49039246.06000000,0.00972215
DRIVE,2020,13,3707949.08000000,5044074079.40999794,52747195.14000000,0.01045726
DRIVE,2020,14,3270111.14000000,5044074079.40999794,56017306.28000000,0.01110557
DRIVE,2020,15,1579233.80000000,5044074079.40999794,57596540.08000000,0.01141865
DRIVE,2020,16,1287377.57000000,5044074079.40999794,58883917.65000000,0.01167388
DRIVE,2020,17,0.00000000,5044074079.40999794,58883917.65000000,0.01167388
DRIVE,2020,18,1726336.80000000,5044074079.40999794,60610254.45000000,0.01201613
DRIVE,2020,19,1222808.43000000,5044074079.40999794,61833062.88000000,0.01225856
DRIVE,2020,20,974230.11000000,5044074079.40999794,62807292.99000000,0.01245170
DRIVE,2020,21,1064343.75000000,5044074079.40999794,63871636.74000000,0.01266271
DRIVE,2021,0,138421.55000000,1123998145.53999972,138421.55000000,0.00012315
DRIVE,2021,1,121726.45000000,1123998145.53999972,260148.00000000,0.00023145
DRIVE,2021,2,42624.19000000,1123998145.53999972,302772.19000000,0.00026937
DRIVE,2021,3,21223.83000000,1123998145.53999972,323996.02000000,0.00028825
DRIVE,2021,4,12293.34000000,1123998145.53999972,336289.36000000,0.00029919
DRIVE,2021,5,0.00000000,1123998145.53999972,336289.36000000,0.00029919
DRIVE,2021,6,1756428.52000000,1123998145.53999972,2092717.88000000,0.00186185
DRIVE,2021,7,1466792.33000000,1123998145.53999972,3559510.21000000,0.00316683
DRIVE,2021,8,1404806.17000000,1123998145.53999972,4964316.38000000,0.00441666
DRIVE,2021,9,957057.12000000,1123998145.53999972,5921373.50000000,0.00526813
DRIVE,2021,10,1206131.94000000,1123998145.53999972,7127505.44000000,0.00634121
DRIVE,2021,11,1040823.80000000,1123998145.53999972,8168329.24000000,0.00726721
DRIVE,2022,0,3484347.41000000,5062445208.86000443,3484347.41000000,0.00068827
DRIVE,2022,1,1612441.07000000,5062445208.86000443,5096788.48000000,0.00100678
DRIVE,2022,2,192725.51000000,5062445208.86000443,5289513.99000000,0.00104485
DRIVE,2022,3,136082.53000000,5062445208.86000443,5425596.52000000,0.00107173
DRIVE,2022,4,80274.78000000,5062445208.86000443,5505871.30000000,0.00108759
DRIVE,2022,5,37397.46000000,5062445208.86000443,5543268.76000000,0.00109498
DRIVE,2022,6,12259329.25000000,5062445208.86000443,17802598.01000000,0.00351660
DRIVE,2022,7,6579462.95000000,5062445208.86000443,24382060.96000000,0.00481626
DRIVE,2022,8,5517028.98000000,5062445208.86000443,29899089.94000000,0.00590606
DRIVE,2022,9,5295749.67000000,5062445208.86000443,35194839.61000000,0.00695214
DRIVE,2022,10,3148530.79000000,5062445208.86000443,38343370.40000000,0.00757408
DRIVE,2022,11,3153548.22000000,5062445208.86000443,41496918.62000000,0.00819701
DRIVE,2022,12,3212824.84000000,5062445208.86000443,44709743.46000000,0.00883165
DRIVE,2022,13,3141074.44000000,5062445208.86000443,47850817.90000000,0.00945212
DRIVE,2022,14,2827135.22000000,5062445208.86000443,50677953.12000000,0.01001057
DRIVE,2022,15,34144.91000000,5062445208.86000443,50712098.03000000,0.01001731
DRIVE,2022,16,0.00000000,5062445208.86000443,50712098.03000000,0.01001731
DRIVE,2022,17,0.00000000,5062445208.86000443,50712098.03000000,0.01001731
DRIVE,2022,18,2437707.59000000,5062445208.86000443,53149805.62000000,0.01049884
DRIVE,2022,19,2255814.00000000,5062445208.86000443,55405619.62000000,0.01094444
