issuer_code,deal_year,loan_age_months,period_co_amt,orig_pool_amt,cumulative_co_amt,cumulative_loss_rate
CAOT,2017,0,47944.98000000,1493265536.62999344,47944.98000000,0.00003211
CAOT,2017,1,27054.24000000,1493265536.62999344,74999.22000000,0.00005022
CAOT,2017,2,18946.40000000,1493265536.62999344,93945.62000000,0.00006291
CAOT,2017,3,11153.96000000,1493265536.62999344,105099.58000000,0.00007038
CAOT,2017,4,14218.15000000,1493265536.62999344,119317.73000000,0.00007990
CAOT,2017,5,11788.59000000,1493265536.62999344,131106.32000000,0.00008780
CAOT,2017,6,796165.89000000,1493265536.62999344,927272.21000000,0.00062097
CAOT,2017,7,36486.04000000,1493265536.62999344,963758.25000000,0.00064540
CAOT,2017,8,10203.65000000,1493265536.62999344,973961.90000000,0.00065224
CAOT,2017,9,62486.61000000,1493265536.62999344,1036448.51000000,0.00069408
CAOT,2017,10,153856.10000000,1493265536.62999344,1190304.61000000,0.00079712
CAOT,2017,11,94080.33000000,1493265536.62999344,1284384.94000000,0.00086012
CAOT,2017,12,180379.57000000,1493265536.62999344,1464764.51000000,0.00098091
CAOT,2017,13,32399.20000000,1493265536.62999344,1497163.71000000,0.00100261
CAOT,2017,14,46173.48000000,1493265536.62999344,1543337.19000000,0.00103353
CAOT,2017,15,25000.67000000,1493265536.62999344,1568337.86000000,0.00105027
CAOT,2017,16,20960.30000000,1493265536.62999344,1589298.16000000,0.00106431
CAOT,2017,17,15318.47000000,1493265536.62999344,1604616.63000000,0.00107457
CAOT,2017,18,287422.65000000,1493265536.62999344,1892039.28000000,0.00126705
CAOT,2018,0,675868.34000000,5760957343.77021217,675868.34000000,0.00011732
CAOT,2018,1,231771.47000000,5760957343.77021217,907639.81000000,0.00015755
CAOT,2018,2,177804.20000000,5760957343.77021217,1085444.01000000,0.00018841
CAOT,2018,3,104833.28000000,5760957343.77021217,1190277.29000000,0.00020661
CAOT,2018,4,59233.09000000,5760957343.77021217,1249510.38000000,0.00021689
CAOT,2018,5,34354.47000000,5760957343.77021217,1283864.85000000,0.00022286
CAOT,2018,6,1956209.72000000,5760957343.77021217,3240074.57000000,0.00056242
CAOT,2018,7,1113560.16000000,5760957343.77021217,4353634.73000000,0.00075571
CAOT,2018,8,714006.03000000,5760957343.77021217,5067640.76000000,0.00087965
CAOT,2018,9,584868.94000000,5760957343.77021217,5652509.70000000,0.00098118
CAOT,2018,10,618676.76000000,5760957343.77021217,6271186.46000000,0.00108857
CAOT,2018,11,386860.01000000,5760957343.77021217,6658046.47000000,0.00115572
CAOT,2018,12,282680.84000000,5760957343.77021217,6940727.31000000,0.00120479
CAOT,2018,13,267760.64000000,5760957343.77021217,7208487.95000000,0.00125127
CAOT,2018,14,209202.12000000,5760957343.77021217,7417690.07000000,0.00128758
CAOT,2018,15,317672.81000000,5760957343.77021217,7735362.88000000,0.00134272
CAOT,2018,16,22061.65000000,5760957343.77021217,7757424.53000000,0.00134655
CAOT,2018,17,23739.46000000,5760957343.77021217,7781163.99000000,0.00135067
CAOT,2018,18,289623.16000000,5760957343.77021217,8070787.15000000,0.00140095
CAOT,2019,0,88121.78000000,6566878039.47026825,88121.78000000,0.00001342
CAOT,2019,1,16783.68000000,6566878039.47026825,104905.46000000,0.00001597
CAOT,2019,2,34942.70000000,6566878039.47026825,139848.16000000,0.00002130
CAOT,2019,3,258849.18000000,6566878039.47026825,398697.34000000,0.00006071
CAOT,2019,4,109643.71000000,6566878039.47026825,508341.05000000,0.00007741
CAOT,2019,5,257608.45000000,6566878039.47026825,765949.50000000,0.00011664
CAOT,2019,6,2646468.78000000,6566878039.47026825,3412418.28000000,0.00051964
CAOT,2019,7,1287331.97000000,6566878039.47026825,4699750.25000000,0.00071567
CAOT,2019,8,1354923.76000000,6566878039.47026825,6054674.01000000,0.00092200
CAOT,2019,9,639690.71000000,6566878039.47026825,6694364.72000000,0.00101941
CAOT,2019,10,829039.92000000,6566878039.47026825,7523404.64000000,0.00114566
CAOT,2019,11,803093.31000000,6566878039.47026825,8326497.95000000,0.00126795
CAOT,2019,12,648833.11000000,6566878039.47026825,8975331.06000000,0.00136676
CAOT,2019,13,402688.46000000,6566878039.47026825,9378019.52000000,0.00142808
CAOT,2019,14,393058.46000000,6566878039.47026825,9771077.98000000,0.00148793
CAOT,2019,15,369095.97000000,6566878039.47026825,10140173.95000000,0.00154414
CAOT,2019,16,16585.79000000,6566878039.47026825,10156759.74000000,0.00154666
CAOT,2019,17,72505.80000000,6566878039.47026825,10229265.54000000,0.00155771
CAOT,2019,18,429619.20000000,6566878039.47026825,10658884.74000000,0.00162313
CAOT,2020,0,176993.57000000,6780187654.11995792,176993.57000000,0.00002610
CAOT,2020,1,95793.88000000,6780187654.11995792,272787.45000000,0.00004023
CAOT,2020,2,94894.46000000,6780187654.11995792,367681.91000000,0.00005423
CAOT,2020,3,92073.53000000,6780187654.11995792,459755.44000000,0.00006781
CAOT,2020,4,184187.61000000,6780187654.11995792,643943.05000000,0.00009497
CAOT,2020,5,212737.54000000,6780187654.11995792,856680.59000000,0.00012635
CAOT,2020,6,2485101.56000000,6780187654.11995792,3341782.15000000,0.00049287
CAOT,2020,7,1447592.39000000,6780187654.11995792,4789374.54000000,0.00070638
CAOT,2020,8,1224958.70000000,6780187654.11995792,6014333.24000000,0.00088705
CAOT,2020,9,855733.40000000,6780187654.11995792,6870066.64000000,0.00101326
CAOT,2020,10,699014.83000000,6780187654.11995792,7569081.47000000,0.00111635
CAOT,2020,11,850584.30000000,6780187654.11995792,8419665.77000000,0.00124180
CAOT,2020,12,1145025.82000000,6780187654.11995792,9564691.59000000,0.00141068
CAOT,2020,13,477123.84000000,6780187654.11995792,10041815.43000000,0.00148105
CAOT,2020,14,405691.75000000,6780187654.11995792,10447507.18000000,0.00154089
CAOT,2020,15,367048.57000000,6780187654.11995792,10814555.75000000,0.00159502
CAOT,2020,16,42242.63000000,6780187654.11995792,10856798.38000000,0.00160125
CAOT,2020,17,36459.80000000,6780187654.11995792,10893258.18000000,0.00160663
CAOT,2020,18,326002.55000000,6780187654.11995792,11219260.73000000,0.00165471
CAOT,2021,0,137764.04000000,6376997672.86010170,137764.04000000,0.00002160
CAOT,2021,1,180958.15000000,6376997672.86010170,318722.19000000,0.00004998
CAOT,2021,2,296435.83000000,6376997672.86010170,615158.02000000,0.00009647
CAOT,2021,3,94989.22000000,6376997672.86010170,710147.24000000,0.00011136
CAOT,2021,4,243500.63000000,6376997672.86010170,953647.87000000,0.00014954
CAOT,2021,5,593621.97000000,6376997672.86010170,1547269.84000000,0.00024263
CAOT,2021,6,2461850.42000000,6376997672.86010170,4009120.26000000,0.00062868
CAOT,2021,7,1312810.26000000,6376997672.86010170,5321930.52000000,0.00083455
CAOT,2021,8,1188226.19000000,6376997672.86010170,6510156.71000000,0.00102088
CAOT,2021,9,814336.80000000,6376997672.86010170,7324493.51000000,0.00114858
CAOT,2021,10,602721.87000000,6376997672.86010170,7927215.38000000,0.00124310
CAOT,2021,11,509479.56000000,6376997672.86010170,8436694.94000000,0.00132299
CAOT,2021,12,335114.42000000,6376997672.86010170,8771809.36000000,0.00137554
CAOT,2021,13,430780.45000000,6376997672.86010170,9202589.81000000,0.00144309
CAOT,2021,14,388059.17000000,6376997672.86010170,9590648.98000000,0.00150394
CAOT,2021,15,265543.33000000,6376997672.86010170,9856192.31000000,0.00154559
CAOT,2021,16,10537.56000000,6376997672.86010170,9866729.87000000,0.00154724
CAOT,2021,17,85711.85000000,6376997672.86010170,9952441.72000000,0.00156068
CAOT,2021,18,474074.21000000,6376997672.86010170,10426515.93000000,0.00163502
CAOT,2022,0,238374.41000000,7362402330.39024162,238374.41000000,0.00003238
CAOT,2022,1,289405.07000000,7362402330.39024162,527779.48000000,0.00007169
CAOT,2022,2,211194.05000000,7362402330.39024162,738973.53000000,0.00010037
CAOT,2022,3,206552.73000000,7362402330.39024162,945526.26000000,0.00012843
CAOT,2022,4,180729.94000000,7362402330.39024162,1126256.20000000,0.00015297
CAOT,2022,5,635031.86000000,7362402330.39024162,1761288.06000000,0.00023923
CAOT,2022,6,3851310.46000000,7362402330.39024162,5612598.52000000,0.00076233
CAOT,2022,7,2078674.76000000,7362402330.39024162,7691273.28000000,0.00104467
CAOT,2022,8,2282352.89000000,7362402330.39024162,9973626.17000000,0.00135467
CAOT,2022,9,1707644.56000000,7362402330.39024162,11681270.73000000,0.00158661
CAOT,2022,10,1388203.13000000,7362402330.39024162,13069473.86000000,0.00177516
CAOT,2022,11,1780100.81000000,7362402330.39024162,14849574.67000000,0.00201695
CAOT,2022,12,1644028.00000000,7362402330.39024162,16493602.67000000,0.00224025
CAOT,2022,13,1705651.53000000,7362402330.39024162,18199254.20000000,0.00247192
CAOT,2022,14,778173.25000000,7362402330.39024162,18977427.45000000,0.00257761
CAOT,2022,15,517994.42000000,7362402330.39024162,19495421.87000000,0.00264797
CAOT,2022,16,66674.35000000,7362402330.39024162,19562096.22000000,0.00265703
CAOT,2022,17,97322.50000000,7362402330.39024162,19659418.72000000,0.00267025
CAOT,2022,18,1079868.00000000,7362402330.39024162,20739286.72000000,0.00281692
CAOT,2022,19,665206.70000000,7362402330.39024162,21404493.42000000,0.00290727
CAOT,2023,0,151409.88000000,6743070589.40014553,151409.88000000,0.00002245
CAOT,2023,1,212598.76000000,6743070589.40014553,364008.64000000,0.00005398
CAOT,2023,2,276771.57000000,6743070589.40014553,640780.21000000,0.00009503
CAOT,2023,3,228186.16000000,6743070589.40014553,868966.37000000,0.00012887
CAOT,2023,4,458528.52000000,6743070589.40014553,1327494.89000000,0.00019687
CAOT,2023,5,1237764.69000000,6743070589.40014553,2565259.58000000,0.00038043
CAOT,2023,6,4992339.82000000,6743070589.40014553,7557599.40000000,0.00112079
CAOT,2023,7,3383209.98000000,6743070589.40014553,10940809.38000000,0.00162253
