series_label,reporting_date,vintage_month,bucket,dq_rate
VALET 2018-1,2018-05-31,0,60+,0.0
VALET 2018-1,2018-07-31,2,60+,0.0006087150174448816
VALET 2018-1,2018-08-31,3,60+,0.0005431994447294565
VALET 2018-1,2018-09-28,4,60+,0.0009060057431550499
VALET 2018-1,2018-10-31,5,60+,0.0009075830125496823
VALET 2018-1,2018-11-30,6,60+,0.0009870568194482033
VALET 2018-1,2018-12-31,7,60+,0.0010379500486539085
VALET 2018-1,2019-01-31,8,60+,0.0012227969000446156
VALET 2018-1,2019-02-28,9,60+,0.0011754038351747993
VALET 2018-1,2019-03-29,10,60+,0.0008545109633756601
VALET 2018-1,2019-04-30,11,60+,0.0008355673153918463
VALET 2018-1,2019-05-31,12,60+,0.0009226892843834839
VALET 2018-1,2019-06-28,13,60+,0.0012812877844549113
VALET 2018-1,2019-07-31,14,60+,0.001364835205370811
VALET 2018-1,2019-08-30,15,60+,0.0012244744179036998
VALET 2018-1,2019-09-30,16,60+,0.0014975233268056676
VALET 2018-1,2019-10-31,17,60+,0.0010586574654956086
VALET 2018-1,2019-11-29,18,60+,0.0013183388929948266
VALET 2018-1,2019-12-31,19,60+,0.0015292078703231726
VALET 2018-1,2020-01-31,20,60+,0.001605069518270694
VALET 2018-1,2020-02-28,21,60+,0.0013180272108843536
VALET 2018-1,2020-03-31,22,60+,0.0013462749440861616
VALET 2018-1,2020-04-30,23,60+,0.0010846707249584947
VALET 2018-1,2020-05-29,24,60+,0.0012900597501357958
VALET 2018-1,2020-06-30,25,60+,0.0012810956862014348
VALET 2018-1,2020-07-31,26,60+,0.00107696726019529
VALET 2018-1,2020-08-31,27,60+,0.0009129490722463483
VALET 2018-1,2020-09-30,28,60+,0.001246311934072642
VALET 2018-1,2020-10-30,29,60+,0.001492810936804337
VALET 2018-1,2020-11-30,30,60+,0.0011857281448744207
VALET 2018-1,2020-12-31,31,60+,0.0016445076232683893
VALET 2018-1,2021-01-29,32,60+,0.0015557028031459768
VALET 2018-1,2021-02-26,33,60+,0.0013405225058834044
VALET 2018-1,2021-03-31,34,60+,0.0009362419249133976
VALET 2018-1,2021-04-30,35,60+,0.0009752291788570314
VALET 2018-1,2021-05-31,36,60+,0.0010136847440446021
VALET 2018-1,2021-06-30,37,60+,0.0014073604953908944
VALET 2018-1,2021-07-30,38,60+,0.001762502753910553
VALET 2018-1,2021-08-31,39,60+,0.0016223733003708281
VALET 2018-1,2021-09-30,40,60+,0.0015008315418001865
VALET 2018-1,2021-10-29,41,60+,0.0019873990443570553
VALET 2018-1,2021-11-30,42,60+,0.0016795580110497237
VALET 2018-2,2018-09-28,0,60+,0.0
VALET 2018-2,2018-11-30,2,60+,0.0004678981202701603
VALET 2018-2,2018-12-31,3,60+,0.000786358745136992
VALET 2018-2,2019-01-31,4,60+,0.0007815965694247871
VALET 2018-2,2019-02-28,5,60+,0.0009252087098717618
VALET 2018-2,2019-03-29,6,60+,0.0008998332016504258
VALET 2018-2,2019-04-30,7,60+,0.0009628302731751007
VALET 2018-2,2019-05-31,8,60+,0.000892203513909224
VALET 2018-2,2019-06-28,9,60+,0.0008879334517244602
VALET 2018-2,2019-07-31,10,60+,0.0008378417197299756
VALET 2018-2,2019-08-30,11,60+,0.0010045326473110377
VALET 2018-2,2019-09-30,12,60+,0.0012240207833733013
VALET 2018-2,2019-10-31,13,60+,0.001275249948990002
VALET 2018-2,2019-11-29,14,60+,0.001375801469252135
VALET 2018-2,2019-12-31,15,60+,0.0016414275124430795
VALET 2018-2,2020-01-31,16,60+,0.0015667630135876172
VALET 2018-2,2020-02-28,17,60+,0.0009917901812772053
VALET 2018-2,2020-03-31,18,60+,0.0015752018227335378
VALET 2018-2,2020-04-30,19,60+,0.0011772813415264457
VALET 2018-2,2020-05-29,20,60+,0.001085394115403796
VALET 2018-2,2020-06-30,21,60+,0.0013852500978709307
VALET 2018-2,2020-07-31,22,60+,0.000989792762140427
VALET 2018-2,2020-08-31,23,60+,0.0009235080568116681
VALET 2018-2,2020-09-30,24,60+,0.0010145971067617987
VALET 2018-2,2020-10-30,25,60+,0.0013073648218296402
VALET 2018-2,2020-11-30,26,60+,0.0011323473904539683
VALET 2018-2,2020-12-31,27,60+,0.0014469226425748165
VALET 2018-2,2021-01-29,28,60+,0.0015592704064981689
VALET 2018-2,2021-02-26,29,60+,0.001491869312248247
VALET 2018-2,2021-03-31,30,60+,0.0007783312577833125
VALET 2018-2,2021-04-30,31,60+,0.0007677698306865478
VALET 2018-2,2021-05-31,32,60+,0.0009606549160471138
VALET 2018-2,2021-06-30,33,60+,0.0009958865555315002
VALET 2018-2,2021-07-30,34,60+,0.0013950139501395014
VALET 2018-2,2021-08-31,35,60+,0.001171948246765423
VALET 2018-2,2021-09-30,36,60+,0.0015519666327173966
VALET 2018-2,2021-10-29,37,60+,0.0015524839743589743
VALET 2018-2,2021-11-30,38,60+,0.0015565009857839577
VALET 2018-2,2021-12-31,39,60+,0.001993964216425954
VALET 2018-2,2022-01-31,40,60+,0.0019067915428186866
VALET 2018-2,2022-02-28,41,60+,0.0021569313279701527
VALET 2018-2,2022-03-31,42,60+,0.0017661388550548112
VALET 2018-2,2022-04-29,43,60+,0.0014639424606963274
VALET 2020-1,2020-03-31,0,60+,0.0
