series,reporting_date,vintage_month,fico_low,fico_high,new_used,loan_count_current,loan_count_30_59,loan_count_60_plus,balance
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,650,660,1,844,27,6,22425324.42
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,650,660,2,140,3,0,2324040.000000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,660,670,1,1208,27,9,34512544.32000005
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,660,670,2,128,2,3,2304180.52
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,670,680,1,1328,14,9,36928787.930000044
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,670,680,2,126,1,2,2146620.6
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,680,690,1,1397,24,4,39173577.720000096
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,680,690,2,164,3,2,2827451.399999999
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,690,700,1,1499,18,12,42003206.14
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,690,700,2,169,1,2,2997812.72
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,700,710,1,1802,18,10,49711014.77000009
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,700,710,2,274,4,2,4738592.05
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,710,720,1,1566,10,7,42635757.97000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,710,720,2,221,3,0,3873065.670000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,720,730,1,1849,13,3,49991109.919999965
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,720,730,2,234,2,2,4007244.1399999983
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,730,740,1,1726,7,2,45169143.26999997
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,730,740,2,224,1,0,3711221.33
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,740,750,1,1641,7,2,44041688.49999998
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,740,750,2,159,1,1,2609729.39
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,750,760,1,1685,7,1,43169124.05999994
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,750,760,2,155,0,1,2645458.97
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,760,770,1,1382,3,0,35181680.65000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,760,770,2,125,0,0,2182099.230000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,770,780,1,1548,1,1,38943683.03
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,770,780,2,105,1,1,1774224.6900000002
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,780,790,1,1468,0,1,36356313.14999998
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,780,790,2,125,0,0,2039457.3199999996
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,790,800,1,1394,1,0,33562213.28
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,790,800,2,99,1,0,1655387.0799999996
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,800,810,1,1649,1,0,40072327.20999995
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,800,810,2,92,1,0,1604951.2000000002
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,810,820,1,1384,0,0,33063389.04999995
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,810,820,2,95,0,1,1561295.9799999997
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,820,830,1,1469,0,2,35238712.69000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,820,830,2,86,1,0,1388680.8399999996
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,830,840,1,1456,0,2,35319969.61999993
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,830,840,2,66,0,0,1137489.7999999998
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,840,850,1,1286,0,0,30801749.389999963
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,840,850,2,67,0,0,1217884.7599999995
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,850,860,1,1254,0,0,29407201.75999995
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,850,860,2,54,0,0,878604.0399999998
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,860,870,1,873,0,0,20521156.769999955
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,860,870,2,34,0,0,542730.9100000001
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,870,880,1,554,0,0,12877584.510000002
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,870,880,2,21,0,0,305965.5
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,880,890,1,111,0,0,2643141.7600000002
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,880,890,2,5,0,0,65457.83
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2019-01-31,7,890,900,1,3,0,0,55265.22
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,650,660,1,562,26,7,13083474.010000004
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,650,660,2,87,5,0,1275373.4799999997
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,660,670,1,875,37,13,21409654.230000004
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,660,670,2,81,3,1,1175925.0399999996
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,670,680,1,997,30,9,23687375.94000003
WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,2020-01-31,19,670,680,2,83,2,0,1135846.1099999999
