issuer_code,vintage_year,months_seasoned,cnl_ratio,net_losses_cum,original_pool_balance,n_deals,latest_dist
HAROT,2017,1,0.00000044,1001.77000000,2282056235.25000000,2,2017-12-21
HAROT,2017,2,0.00000102,2333.17000000,2282056235.25000000,2,2018-01-22
HAROT,2017,3,0.00002660,95726.95000000,3598682014.53999996,3,2018-02-21
HAROT,2017,4,0.00011958,430329.08000000,3598682014.53999996,3,2018-03-21
HAROT,2017,5,0.00023169,833775.69000000,3598682014.53999996,3,2018-04-23
HAROT,2017,6,0.00034674,1692361.39000000,4880733296.73999977,4,2018-05-21
HAROT,2017,7,0.00047812,2333575.94000000,4880733296.73999977,4,2018-06-21
HAROT,2017,8,0.00063949,3121160.50000000,4880733296.73999977,4,2018-07-23
HAROT,2017,9,0.00077288,3772234.13000000,4880733296.73999977,4,2018-08-21
HAROT,2017,10,0.00089936,4389539.08000000,4880733296.73999977,4,2018-09-21
HAROT,2017,11,0.00098147,4790278.13000000,4880733296.73999977,4,2018-10-22
HAROT,2017,12,0.00110798,5407761.33000000,4880733296.73999977,4,2018-11-21
HAROT,2017,13,0.00120208,5867026.87000000,4880733296.73999977,4,2018-12-21
HAROT,2017,14,0.00135907,6633240.69000000,4880733296.73999977,4,2019-01-22
HAROT,2017,15,0.00143639,7010635.22000000,4880733296.73999977,4,2019-02-21
HAROT,2017,16,0.00151412,7390033.44000000,4880733296.73999977,4,2019-03-21
HAROT,2017,17,0.00158432,7732666.24000000,4880733296.73999977,4,2019-04-22
HAROT,2017,18,0.00166034,8103658.76000000,4880733296.73999977,4,2019-05-21
HAROT,2017,19,0.00172314,8410176.76000000,4880733296.73999977,4,2019-06-21
HAROT,2017,20,0.00178550,8714529.85000000,4880733296.73999977,4,2019-07-22
HAROT,2017,21,0.00183421,8952278.48000000,4880733296.73999977,4,2019-08-21
HAROT,2017,22,0.00191154,9329708.12000000,4880733296.73999977,4,2019-09-23
HAROT,2017,23,0.00196896,9609973.07000000,4880733296.73999977,4,2019-10-21
HAROT,2017,24,0.00199573,9740602.50000000,4880733296.73999977,4,2019-11-21
HAROT,2017,25,0.00204828,9997114.93000000,4880733296.73999977,4,2019-12-23
HAROT,2017,26,0.00208353,10169155.54000000,4880733296.73999977,4,2020-01-21
HAROT,2017,27,0.00209303,10215518.18000000,4880733296.73999977,4,2020-02-21
HAROT,2017,28,0.00213098,10400738.06000000,4880733296.73999977,4,2020-03-23
HAROT,2017,29,0.00216215,10552897.80000000,4880733296.73999977,4,2020-04-21
HAROT,2017,30,0.00220744,10773949.74000000,4880733296.73999977,4,2020-05-21
HAROT,2017,31,0.00224806,10972195.09000000,4880733296.73999977,4,2020-06-22
HAROT,2017,32,0.00228694,11161948.58000000,4880733296.73999977,4,2020-07-21
HAROT,2017,33,0.00231747,11310948.05000000,4880733296.73999977,4,2020-08-21
HAROT,2017,34,0.00233342,11388811.68000000,4880733296.73999977,4,2020-09-21
HAROT,2017,35,0.00235450,11491695.89000000,4880733296.73999977,4,2020-10-21
HAROT,2017,36,0.00236118,11524285.48000000,4880733296.73999977,4,2020-11-23
HAROT,2017,37,0.00236059,11521428.83000000,4880733296.73999977,4,2020-12-21
HAROT,2017,38,0.00235768,11507212.25000000,4880733296.73999977,4,2021-01-21
HAROT,2017,39,0.00235767,11507162.88000000,4880733296.73999977,4,2021-02-22
HAROT,2017,40,0.00233738,11408147.30000000,4880733296.73999977,4,2021-03-22
HAROT,2017,41,0.00233446,11393854.11000000,4880733296.73999977,4,2021-04-21
HAROT,2017,42,0.00231739,11310569.72000000,4880733296.73999977,4,2021-05-21
HAROT,2017,43,0.00280888,3601123.28000000,1282051282.20000005,1,2020-10-21
HAROT,2018,1,0.00000000,0.00000000,5236227870.11000061,4,2018-12-17
HAROT,2018,2,0.00000497,26014.52000000,5236227870.11000061,4,2019-01-15
