issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
CAOT,2017-02-01,0.00000000,1,1291896367.75000000,,,,pass
CAOT,2017-03-01,0.00092800,1,1256038487.98000002,,,,pass
CAOT,2017-04-01,0.00097878,1,1217912769.38000011,,,,pass
CAOT,2017-05-01,0.00411300,2,2167519850.80500031,,,,pass
CAOT,2017-06-01,0.00565851,2,2106891600.88499999,,,,pass
CAOT,2017-07-01,0.00508194,2,2045547096.92000008,0.00875104,1.00000000,1107484988.86000013,pass
CAOT,2017-08-01,0.00666118,3,3341667631.36999989,0.01147096,1.00000000,1072324720.46000004,pass
CAOT,2017-09-01,0.00505214,3,3243801248.01999998,0.00865923,1.00000000,1038124913.71000004,pass
CAOT,2017-10-01,0.00810178,3,3147258596.31999969,0.01286082,2.00000000,1866106511.11500001,pass
CAOT,2017-11-01,0.00837008,4,4313588310.65500069,0.01269091,2.00000000,1808130541.26999998,pass
CAOT,2017-12-01,0.00720712,4,4183911809.69000053,0.00937491,2.00000000,1751809108.23500013,pass
CAOT,2018-01-01,0.00787154,4,4061222321.34500027,0.01041282,3.00000000,2868626067.44500017,pass
CAOT,2018-02-01,0.00930882,5,5276384954.40999985,0.01405041,3.00000000,2780428315.84999990,pass
CAOT,2018-03-01,0.00890781,5,5116102725.41499996,0.01199229,3.00000000,2692295354.23500013,pass
CAOT,2018-04-01,0.00621245,5,4951053069.80500031,0.00807750,4.00000000,3691514608.66499996,pass
CAOT,2018-05-01,0.00680040,6,6103884805.95000076,0.00921458,4.00000000,3567160075.00500011,pass
CAOT,2018-06-01,0.00630182,6,5908360199.03499985,0.00826716,4.00000000,3448893191.43000031,pass
CAOT,2018-07-01,0.00880945,6,5717057084.57999992,0.01082817,5.00000000,4477067594.27000046,pass
CAOT,2018-08-01,0.00899502,7,6951403976.05500031,0.01195495,5.00000000,4329499249.72500038,pass
CAOT,2018-09-01,0.01034312,7,6724106336.56499958,0.01294890,5.00000000,4181155569.01000023,pass
CAOT,2018-10-01,0.01075878,7,6507404783.21000004,0.01318104,6.00000000,5165366719.03499985,pass
CAOT,2018-11-01,0.00933535,8,7784750101.27499962,0.01197600,6.00000000,4994629179.69000053,pass
CAOT,2018-12-01,0.00999643,8,7538793415.69499969,0.01320184,6.00000000,4827759409.43500042,pass
CAOT,2019-01-01,0.01090245,8,7307348799.27000046,0.01319895,7.00000000,5901415011.78499985,pass
CAOT,2019-02-01,0.01019691,9,8561063072.88999939,0.01235824,7.00000000,5709397112.60000038,pass
CAOT,2019-03-01,0.00978392,9,8288933999.68000031,0.01172772,7.00000000,5518354960.81500053,pass
CAOT,2019-04-01,0.00813062,9,8012467497.78499985,0.00963498,8.00000000,6610406109.69999981,pass
CAOT,2019-05-01,0.00872492,10,9083292428.80999947,0.01001630,8.00000000,6375591413.28499985,pass
CAOT,2019-06-01,0.00687878,10,8773971810.59500122,0.00778346,8.00000000,6149410010.42500019,pass
CAOT,2019-07-01,0.00839157,10,8477385693.60000038,0.00956554,9.00000000,7209550814.15999985,pass
CAOT,2019-08-01,0.01011646,11,9668322816.44499969,0.01205918,9.00000000,6958072630.20999908,pass
CAOT,2019-09-01,0.01254201,11,9329793167.61999893,0.01463569,9.00000000,6703970197.86499977,pass
CAOT,2019-10-01,0.01147054,11,9005626024.27499962,0.01350783,10.00000000,7608914538.35000038,pass
CAOT,2019-11-01,0.01010791,12,10168268143.36000061,0.01234318,10.00000000,7331755368.15500069,pass
CAOT,2019-12-01,0.01266090,12,9818774103.86499977,0.01558743,10.00000000,7065895103.74499989,pass
CAOT,2020-01-01,0.01322612,12,9487247866.24500084,0.01528077,11.00000000,8090060624.57500076,pass
CAOT,2020-02-01,0.01241262,13,10682224660.98999977,0.01487814,11.00000000,7795935960.13500023,pass
CAOT,2020-03-01,0.01008027,13,10309033187.82999992,0.01155164,11.00000000,7508206317.12999916,pass
