issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
FTAT,2017-10-01,0.00000000,1,1028663941.32500005,,,,pass
FTAT,2017-11-01,0.00108859,1,981691151.49500000,,,,pass
FTAT,2017-12-01,0.00294439,1,949296033.80999994,,,,pass
FTAT,2018-01-01,0.00405714,1,919035111.04500008,,,,pass
FTAT,2018-02-01,0.00551551,1,888302318.90499997,,,,pass
FTAT,2018-03-01,0.00431600,1,858104837.75500000,0.00431600,1.00000000,858104837.75500000,pass
FTAT,2018-04-01,0.00477911,1,826662479.39499998,0.00477911,1.00000000,826662479.39499998,pass
FTAT,2018-05-01,0.00213217,1,794194638.69000006,0.00213217,1.00000000,794194638.69000006,pass
FTAT,2018-06-01,0.00188559,1,763414168.63499999,0.00188559,1.00000000,763414168.63499999,pass
FTAT,2018-07-01,0.00516982,1,733409592.19499993,0.00516982,1.00000000,733409592.19499993,pass
FTAT,2018-08-01,0.00165214,1,704257656.22500002,0.00165214,1.00000000,704257656.22500002,pass
FTAT,2018-09-01,0.00275992,1,675090558.88000011,0.00275992,1.00000000,675090558.88000011,pass
FTAT,2018-10-01,0.00578035,1,647587054.47000003,0.00578035,1.00000000,647587054.47000003,pass
FTAT,2018-11-01,0.00496917,1,620768273.36000001,0.00496917,1.00000000,620768273.36000001,pass
FTAT,2018-12-01,0.00379812,1,594547882.80999994,0.00379812,1.00000000,594547882.80999994,pass
FTAT,2019-01-01,0.00442652,1,569947482.79999995,0.00442652,1.00000000,569947482.79999995,pass
FTAT,2019-02-01,0.00463199,1,545060465.26999998,0.00463199,1.00000000,545060465.26999998,pass
FTAT,2019-03-01,0.00354881,1,521304907.42999995,0.00354881,1.00000000,521304907.42999995,pass
FTAT,2019-04-01,0.00435744,1,497913724.39499998,0.00435744,1.00000000,497913724.39499998,pass
FTAT,2019-05-01,0.00313530,1,473758466.00999999,0.00313530,1.00000000,473758466.00999999,pass
FTAT,2019-06-01,0.00047261,2,1834499159.60499978,0.00102176,1.00000000,449972806.99000001,pass
