issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
HART,2017-04-01,0.00116196,1,1260735285.03999996,,,,pass
HART,2017-05-01,0.00280670,1,1204635565.43000007,,,,pass
HART,2017-06-01,0.00747725,1,1166341227.32999992,,,,pass
HART,2017-07-01,0.00887387,1,1129351786.86999989,,,,pass
HART,2017-08-01,0.00974467,1,1093974895.01999998,,,,pass
HART,2017-09-01,0.00584626,2,2047218413.20000005,0.00846199,1.00000000,1059550962.26999998,pass
HART,2017-10-01,0.00861571,2,1963182092.50499988,0.01256687,1.00000000,1026277869.70499992,pass
HART,2017-11-01,0.00932801,2,1898877536.38999987,0.00985177,1.00000000,994002776.74000001,pass
HART,2017-12-01,0.01142486,2,1836598292.76999998,0.01486128,1.00000000,961701435.80999994,pass
HART,2018-01-01,0.01494804,2,1777552691.59999990,0.01635384,1.00000000,930313221.18499994,pass
HART,2018-02-01,0.00930975,2,1719311004.60500002,0.00930975,2.00000000,1719311004.60500002,pass
HART,2018-03-01,0.00735348,2,1663141748.95499992,0.00735348,2.00000000,1663141748.95499992,pass
HART,2018-04-01,0.00577228,2,1606400288.84000015,0.00577228,2.00000000,1606400288.84000015,pass
HART,2018-05-01,0.00367836,3,2505220473.23000002,0.00523120,2.00000000,1548946082.40999985,pass
HART,2018-06-01,0.00303500,3,2411343419.28999996,0.00269673,2.00000000,1494232920.75000000,pass
HART,2018-07-01,0.00750451,3,2327392070.74499989,0.00822358,2.00000000,1440335063.70499992,pass
HART,2018-08-01,0.00423513,3,2246125532.40999985,0.00340406,2.00000000,1388030293.57000017,pass
HART,2018-09-01,0.00528628,3,2165843407.57000017,0.00663819,2.00000000,1335821811.80499983,pass
HART,2018-10-01,0.01022108,3,2087451697.74000001,0.01022108,3.00000000,2087451697.74000001,pass
HART,2018-11-01,0.00991469,3,2011824194.55999994,0.00991469,3.00000000,2011824194.55999994,pass
HART,2018-12-01,0.00616691,3,1937949111.69000006,0.00616691,3.00000000,1937949111.69000006,pass
HART,2019-01-01,0.00709227,4,2619560398.78499985,0.00856948,3.00000000,1866879151.73500013,pass
HART,2019-02-01,0.00398842,4,2515906894.02500010,0.00546475,3.00000000,1795836899.04500008,pass
HART,2019-03-01,0.00672391,4,2423079775.64499998,0.00704954,3.00000000,1725957214.81999993,pass
HART,2019-04-01,0.00558951,4,2329890612.84999990,0.00551157,3.00000000,1655858505.32000017,pass
HART,2019-05-01,0.00228793,5,3308274517.80500031,0.00096854,3.00000000,1585875706.74499989,pass
HART,2019-06-01,0.00450824,5,3171038143.42500019,0.00492679,4.00000000,2145415290.70499992,pass
HART,2019-07-01,0.00592835,5,3048729252.28999996,0.00591725,4.00000000,2055975505.82999992,pass
HART,2019-08-01,0.00599510,5,2928370305.17000008,0.00560070,4.00000000,1968322077.69500017,pass
HART,2019-09-01,0.00763851,5,2807802725.58500004,0.00594370,4.00000000,1880583248.45499992,pass
HART,2019-10-01,0.00808436,5,2692250240.76499987,0.00808436,5.00000000,2692250240.76499987,pass
HART,2019-11-01,0.01089260,5,2580247593.75500011,0.01089260,5.00000000,2580247593.75500011,pass
