issuer_code,vintage_year,months_seasoned,cnl_ratio,net_losses_cum,original_pool_balance,n_deals,latest_dist
BLAST,2023,1,0.00071055,497384.77000000,700003859.00000000,1,2023-11-15
BLAST,2023,2,0.00202300,1416111.28000000,700003859.00000000,1,2023-12-15
BLAST,2023,3,0.00691871,4843122.62000000,700003859.00000000,1,2024-01-16
BLAST,2023,4,0.01602064,11214507.43000000,700003859.00000000,1,2024-02-15
BLAST,2023,5,0.02499912,17499480.97000000,700003859.00000000,1,2024-03-15
BLAST,2023,6,0.03313455,23194315.07000000,700003859.00000000,1,2024-04-15
BLAST,2023,7,0.04097654,28683737.85000000,700003859.00000000,1,2024-05-15
BLAST,2023,8,0.05107962,35755928.86000000,700003859.00000000,1,2024-06-17
BLAST,2023,9,0.06158538,43110003.44000000,700003859.00000000,1,2024-07-15
BLAST,2023,10,0.07015581,49109335.14000000,700003859.00000000,1,2024-08-15
BLAST,2023,11,0.07985400,55898107.13000000,700003859.00000000,1,2024-09-16
BLAST,2023,12,0.08837970,61866129.31000000,700003859.00000000,1,2024-10-15
BLAST,2023,13,0.09691902,67843691.37000000,700003859.00000000,1,2024-11-15
BLAST,2023,14,0.10680449,74763554.25000000,700003859.00000000,1,2024-12-16
BLAST,2023,15,0.11561648,80931982.86000000,700003859.00000000,1,2025-01-15
BLAST,2023,16,0.12551064,87857934.95000000,700003859.00000000,1,2025-02-18
BLAST,2023,17,0.13312534,93188252.20000000,700003859.00000000,1,2025-03-17
BLAST,2023,18,0.14242510,99698120.97000000,700003859.00000000,1,2025-04-15
BLAST,2023,19,0.14944158,104609681.88000000,700003859.00000000,1,2025-05-15
BLAST,2023,20,0.15913016,111391725.95999999,700003859.00000000,1,2025-06-16
BLAST,2023,21,0.16722583,117058723.17000000,700003859.00000000,1,2025-07-15
BLAST,2023,22,0.17702509,123918248.30000000,700003859.00000000,1,2025-08-15
BLAST,2023,23,0.18573351,130014171.00000000,700003859.00000000,1,2025-09-15
BLAST,2023,24,0.19336838,135358613.00999999,700003859.00000000,1,2025-10-15
BLAST,2023,25,0.20088676,140621510.13000000,700003859.00000000,1,2025-11-17
BLAST,2023,26,0.20766513,145366392.22999999,700003859.00000000,1,2025-12-15
BLAST,2023,27,0.21481763,150373166.63999999,700003859.00000000,1,2026-01-15
BLAST,2023,28,0.22295655,156070443.25999999,700003859.00000000,1,2026-02-17
