issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
CRVNAP,2021-01-01,0.00260874,1,193859309.47000000,,,,pass
CRVNAP,2021-02-01,0.00289764,1,382365872.47500002,,,,pass
CRVNAP,2021-03-01,0.00341561,1,371094291.30500001,,,,pass
CRVNAP,2021-04-01,0.00475619,2,558065882.51999998,,,,pass
CRVNAP,2021-05-01,0.00646772,1,345860756.52999997,,,,pass
CRVNAP,2021-06-01,0.00276812,2,713822176.72500002,0.00381926,1.00000000,334264606.84500003,pass
CRVNAP,2021-07-01,0.00148415,3,1451833088.68499994,0.00091022,1.00000000,322866502.76999998,pass
CRVNAP,2021-08-01,0.00170665,3,1401410538.91499996,0.00268152,1.00000000,311155830.88999999,pass
CRVNAP,2021-09-01,0.00360774,3,1351013824.28499985,0.00585391,2.00000000,640098948.94500005,pass
CRVNAP,2021-10-01,0.00252039,4,2328207681.48500013,0.00589569,2.00000000,617430226.61500001,pass
CRVNAP,2021-11-01,0.00384464,4,2257812091.98999977,0.00475976,2.00000000,596097522.13000011,pass
CRVNAP,2021-12-01,0.00334561,4,2184224294.65999985,0.00402608,3.00000000,1216075174.08999991,pass
CRVNAP,2022-01-01,0.00414417,5,3152690162.69999981,0.00793683,3.00000000,1173169204.86999989,pass
CRVNAP,2022-02-01,0.00359192,5,3049460192.11999989,0.00389936,3.00000000,1131806952.81500006,pass
CRVNAP,2022-03-01,0.00432063,5,2945588691.18500042,0.00610048,4.00000000,1969949647.24500012,pass
CRVNAP,2022-04-01,0.00425839,6,3864286972.19999981,0.00463855,4.00000000,1898009541.56500006,pass
CRVNAP,2022-05-01,0.00470991,6,3727418367.48000002,0.00497863,4.00000000,1827310713.50500011,pass
CRVNAP,2022-06-01,0.00284646,6,3981316286.48999977,0.00413489,4.00000000,2422752456.46000004,pass
CRVNAP,2022-07-01,0.00401705,7,4048157943.11999989,0.00476426,5.00000000,2543023156.06500006,pass
CRVNAP,2022-08-01,0.00654811,7,3911972435.54500008,0.00739266,5.00000000,2456404103.30999994,pass
CRVNAP,2022-09-01,0.00701131,7,3784304491.91499996,0.00762641,6.00000000,3249584882.39499998,pass
CRVNAP,2022-10-01,0.00783587,8,4016695948.22499990,0.00882694,6.00000000,3144869744.27999973,pass
CRVNAP,2022-11-01,0.00900816,8,3891789678.27999973,0.00965611,7.00000000,3552737260.81500006,pass
CRVNAP,2022-12-01,0.01065292,8,3780020338.29999971,0.01087446,7.00000000,3450675373.96000004,pass
CRVNAP,2023-01-01,0.00978364,8,3673604578.12500000,0.01010760,7.00000000,3353081709.76999998,pass
CRVNAP,2023-02-01,0.00507965,7,3414659389.19499969,0.00531216,6.00000000,3102331121.27499962,pass
