issuer_code,vintage_year,months_seasoned,cnl_ratio,net_losses_cum,original_pool_balance,n_deals,latest_dist
FTAT,2019,28,0.00460600,6600528.28000000,1433027339.82014394,1,2021-09-15
FTAT,2019,29,0.00469977,6734531.37000000,1432948929.42965770,1,2021-10-15
FTAT,2019,30,0.00472999,6789887.07000000,1435495906.45161295,1,2021-11-15
FTAT,2019,31,0.00476292,6818436.04000000,1431566214.55319166,1,2021-12-15
FTAT,2019,32,0.00480900,6890194.08000000,1432770046.56108594,1,2022-01-18
FTAT,2019,33,0.00488786,7020939.40000000,1436404534.18269229,1,2022-02-15
FTAT,2019,34,0.00489732,7036468.01000000,1436798640.66326523,1,2022-03-15
FTAT,2019,35,0.00497228,7136969.05000000,1435350597.15846992,1,2022-04-15
FTAT,2019,36,0.00500142,7156865.32000000,1430967608.37209296,1,2022-05-16
FTAT,2019,37,0.00500400,7164419.22000000,1431737803.91304350,1,2022-06-15
FTAT,2019,38,0.00506193,7232927.95000000,1428886894.63576174,1,2022-07-15
FTAT,2019,39,0.00507983,7265045.73000000,1430175778.43971634,1,2022-08-15
FTAT,2019,40,0.00511874,7326330.04000000,1431277351.75572515,1,2022-09-15
FTAT,2019,41,0.00522145,7465511.99000000,1429776814.67213106,1,2022-10-17
FTAT,2019,42,0.00526237,7569303.75000000,1438383913.09734511,1,2022-11-15
FTAT,2019,43,0.00535553,7706664.15000000,1439011412.00000000,1,2022-12-15
FTAT,2019,44,0.00541668,7802449.11000000,1440448700.61855698,1,2023-01-17
FTAT,2023,1,0.00000000,0.00000000,1741700912.33712506,1,2023-09-15
FTAT,2023,2,0.00000000,0.00000000,1740126333.71671963,1,2023-10-16
FTAT,2023,3,0.00001269,22089.05000000,1741157979.84598470,1,2023-11-15
FTAT,2023,4,0.00025352,441161.94000000,1740153765.97505665,1,2023-12-15
FTAT,2023,5,0.00042211,734835.43000000,1740853870.19883037,1,2024-01-16
FTAT,2023,6,0.00069838,1216206.96000000,1741459567.42130756,1,2024-02-15
FTAT,2023,7,0.00092584,1612205.14000000,1741345726.20775962,1,2024-03-15
FTAT,2023,8,0.00121932,2123972.34000000,1741937428.70298338,1,2024-04-15
FTAT,2023,9,0.00148994,2594032.59000000,1741036196.93135929,1,2024-05-15
FTAT,2023,10,0.00173992,3030715.82000000,1741867598.27972031,1,2024-06-17
FTAT,2023,11,0.00193157,3361564.26000000,1740325878.46599150,1,2024-07-15
FTAT,2023,12,0.00220038,3828721.30000000,1740027768.59939742,1,2024-08-15
FTAT,2023,13,0.00251117,4373540.73000000,1741632157.72727299,1,2024-09-16
FTAT,2023,14,0.00264602,4607874.55000000,1741438878.12703586,1,2024-10-15
FTAT,2023,15,0.00283667,4939127.52000000,1741173242.42784381,1,2024-11-15
FTAT,2023,16,0.00308547,5371351.95000000,1740855920.12367463,1,2024-12-16
FTAT,2023,17,0.00334673,5824813.32000000,1740447241.03321028,1,2025-01-15
FTAT,2023,18,0.00367952,6411121.92000000,1742380216.66023159,1,2025-02-18
FTAT,2023,19,0.00381644,6646911.18000000,1741650186.29032254,1,2025-03-17
FTAT,2023,20,0.00405235,7060575.31000000,1742340805.45454550,1,2025-04-15
FTAT,2023,21,0.00419586,7303189.31000000,1740569264.98891354,1,2025-05-15
FTAT,2023,22,0.00418153,7274176.47000000,1739598738.97674417,1,2025-06-16
FTAT,2023,23,0.00419317,7298610.58000000,1740595686.23471880,1,2025-07-15
FTAT,2023,24,0.00429425,7480915.20000000,1742078746.82989717,1,2025-08-15
FTAT,2023,25,0.00446701,7775776.60000000,1740711705.42005420,1,2025-09-15
FTAT,2023,26,0.00448506,7815166.10000000,1742487331.11747837,1,2025-10-15
FTAT,2023,27,0.00454476,7921159.74000000,1742922191.57575750,1,2025-11-17
FTAT,2023,28,0.00470443,8177795.65000000,1738319261.55555558,1,2025-12-15
FTAT,2023,29,0.00481627,8383342.14000000,1740631247.71043777,1,2026-01-15
FTAT,2023,30,0.00498032,8680699.69000000,1743001292.24999976,1,2026-02-17
FTAT,2023,31,0.00510463,8902941.58000000,1744092278.29545450,1,2026-03-16
FTAT,2023,32,0.00525302,9138237.11000000,1739616133.15789461,1,2026-04-15
FTAT,2023,33,0.00525684,9167847.52000000,1743986046.01731586,1,2026-05-15
FTAT,2023,34,0.00535375,9333890.97000000,1743430553.22580647,1,2026-06-15
