issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
CRVNAN,2021-05-01,0.01322094,1,392401650.40499997,,,,pass
CRVNAN,2021-06-01,0.00404175,1,379788186.22000003,,,,pass
CRVNAN,2021-07-01,0.01481460,2,763265884.75000000,,,,pass
CRVNAN,2021-08-01,0.02418226,2,740966846.03500009,,,,pass
CRVNAN,2021-09-01,0.04290576,2,718759255.42000008,,,,pass
CRVNAN,2021-10-01,0.02985568,3,1111205138.02500010,0.04550329,1.00000000,333782042.37000000,pass
CRVNAN,2021-11-01,0.04527076,3,1079078327.99499989,0.05206593,1.00000000,322107378.72500002,pass
CRVNAN,2021-12-01,0.04855503,3,1046306970.35000002,0.06212766,2.00000000,650282111.22000003,pass
CRVNAN,2022-01-01,0.04290997,4,1467056956.22499990,0.06103226,2.00000000,627155297.94000006,pass
CRVNAN,2022-02-01,0.05606674,4,1422568708.86000013,0.07853460,2.00000000,604117032.60000002,pass
CRVNAN,2022-03-01,0.04866496,4,1377881299.15500021,0.06522330,3.00000000,942947315.43500006,pass
CRVNAN,2022-04-01,0.05716320,4,1328160040.98000002,0.06245700,3.00000000,906460610.63000000,pass
CRVNAN,2022-05-01,0.04474503,4,1279154873.49000001,0.03918802,3.00000000,871551142.27500010,pass
CRVNAN,2022-06-01,0.05916260,4,1234909044.50999999,0.05916260,4.00000000,1234909044.50999999,pass
CRVNAN,2022-07-01,0.06274212,4,1190698460.37500000,0.06274212,4.00000000,1190698460.37500000,pass
CRVNAN,2022-08-01,0.08368442,4,1148201014.18499994,0.08368442,4.00000000,1148201014.18499994,pass
CRVNAN,2022-09-01,0.09653228,4,1107201401.97000003,0.09653228,4.00000000,1107201401.97000003,pass
CRVNAN,2022-10-01,0.07374644,4,1068278097.42999995,0.07374644,4.00000000,1068278097.42999995,pass
CRVNAN,2022-11-01,0.10953320,4,1032096168.26999998,0.10953320,4.00000000,1032096168.26999998,pass
CRVNAN,2022-12-01,0.08505883,4,998723424.07500005,0.08505883,4.00000000,998723424.07500005,pass
CRVNAN,2023-01-01,0.11014409,4,967294628.03999996,0.11014409,4.00000000,967294628.03999996,pass
CRVNAN,2023-02-01,0.05154929,4,938517028.12500000,0.05154929,4.00000000,938517028.12500000,pass
CRVNAN,2023-03-01,0.08099900,4,911250038.95499992,0.08099900,4.00000000,911250038.95499992,pass
CRVNAN,2023-04-01,0.07559748,4,881196795.77500010,0.07559748,4.00000000,881196795.77500010,pass
CRVNAN,2023-05-01,0.07326884,4,852297003.89499998,0.07326884,4.00000000,852297003.89499998,pass
CRVNAN,2023-06-01,0.09527213,4,824700766.63000000,0.09527213,4.00000000,824700766.63000000,pass
CRVNAN,2023-07-01,0.11718719,4,796024215.84500003,0.11718719,4.00000000,796024215.84500003,pass
CRVNAN,2023-08-01,0.12015247,4,768610701.98000002,0.12015247,4.00000000,768610701.98000002,pass
CRVNAN,2023-09-01,0.11277307,3,500137575.10000002,0.11277307,3.00000000,500137575.10000002,pass
CRVNAN,2023-10-01,0.11044930,4,715311549.84999990,0.11044930,4.00000000,715311549.84999990,pass
CRVNAN,2023-11-01,0.12552988,4,690227772.81500006,0.12552988,4.00000000,690227772.81500006,pass
CRVNAN,2023-12-01,0.12687917,4,666068414.27499998,0.12687917,4.00000000,666068414.27499998,pass
CRVNAN,2024-01-01,0.14422076,4,642970884.52999997,0.14422076,4.00000000,642970884.52999997,pass
CRVNAN,2024-02-01,0.14086799,4,619824716.67499995,0.14086799,4.00000000,619824716.67499995,pass
CRVNAN,2024-03-01,0.04550088,4,597245193.86500001,0.04550088,4.00000000,597245193.86500001,pass
CRVNAN,2024-04-01,0.11104108,4,575172089.43000007,0.11104108,4.00000000,575172089.43000007,pass
CRVNAN,2024-05-01,0.08869262,4,554210610.93000007,0.08869262,4.00000000,554210610.93000007,pass
CRVNAN,2024-06-01,0.12220676,4,534025176.52999997,0.12220676,4.00000000,534025176.52999997,pass
CRVNAN,2024-07-01,0.11318059,4,514288363.15999997,0.11318059,4.00000000,514288363.15999997,pass
CRVNAN,2024-08-01,0.12929995,4,495048936.67999995,0.12929995,4.00000000,495048936.67999995,pass
CRVNAN,2024-09-01,0.14524233,4,475084836.82499999,0.14524233,4.00000000,475084836.82499999,pass
CRVNAN,2024-10-01,0.14781995,4,455716534.65999997,0.14781995,4.00000000,455716534.65999997,pass
CRVNAN,2024-11-01,0.14327779,4,437023010.15499997,0.14327779,4.00000000,437023010.15499997,pass
CRVNAN,2024-12-01,0.11620976,4,419318012.00999999,0.11620976,4.00000000,419318012.00999999,pass
CRVNAN,2025-01-01,0.15576972,4,402354571.90499997,0.15576972,4.00000000,402354571.90499997,pass
CRVNAN,2025-02-01,0.15888491,4,384972298.30500001,0.15888491,4.00000000,384972298.30500001,pass
CRVNAN,2025-03-01,0.12067763,4,367824197.43500000,0.12067763,4.00000000,367824197.43500000,pass
CRVNAN,2025-04-01,0.11398895,4,350811659.03999996,0.11398895,4.00000000,350811659.03999996,pass
CRVNAN,2025-05-01,0.12674967,4,334409375.69000000,0.12674967,4.00000000,334409375.69000000,pass
CRVNAN,2025-06-01,0.10408961,4,318895548.92000002,0.10408961,4.00000000,318895548.92000002,pass
CRVNAN,2025-07-01,0.15676235,4,303840716.06000000,0.15676235,4.00000000,303840716.06000000,pass
CRVNAN,2025-08-01,0.14411629,4,288761972.54499996,0.14411629,4.00000000,288761972.54499996,pass
CRVNAN,2025-09-01,0.07239039,4,273847878.74500000,0.07239039,4.00000000,273847878.74500000,pass
CRVNAN,2025-10-01,0.12686137,4,259881478.20999998,0.12686137,4.00000000,259881478.20999998,pass
CRVNAN,2025-11-01,0.14725475,4,246137983.09500000,0.14725475,4.00000000,246137983.09500000,pass
CRVNAN,2025-12-01,0.14393784,4,233018087.69000000,0.14393784,4.00000000,233018087.69000000,pass
CRVNAN,2026-01-01,0.17241741,4,220464096.68500000,0.17241741,4.00000000,220464096.68500000,pass
CRVNAN,2026-02-01,0.14605260,4,207673425.36500001,0.14605260,4.00000000,207673425.36500001,pass
CRVNAN,2026-03-01,0.03351388,4,194898245.31000000,0.03351388,4.00000000,194898245.31000000,pass
CRVNAN,2026-04-01,0.12479295,4,182155238.09999999,0.12479295,4.00000000,182155238.09999999,pass
CRVNAN,2026-05-01,0.10873909,4,169789403.88000000,0.10873909,4.00000000,169789403.88000000,pass
CRVNAN,2026-06-01,0.10511528,4,158419354.07999998,0.10511528,4.00000000,158419354.07999998,pass
CRVNAN,2026-07-01,0.15083356,4,147784969.24000001,0.15083356,4.00000000,147784969.24000001,pass
