issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
EART,2020-10-01,0.00056174,1,702080953.39499998,,,,pass
EART,2020-11-01,0.00161288,1,688507054.99000001,,,,pass
EART,2020-12-01,0.00896757,1,674902054.06999993,,,,pass
EART,2021-01-01,0.03720832,1,660591914.70000005,,,,pass
EART,2021-02-01,0.07702973,1,643690721.23000002,,,,pass
EART,2021-03-01,0.02640672,2,1786995135.16000009,0.07165259,1.00000000,625429880.56500006,pass
EART,2021-04-01,0.02178485,2,1730703096.27999997,0.04549459,1.00000000,604155434.18499994,pass
EART,2021-05-01,0.03091050,2,1674112484.86500001,0.02053614,1.00000000,580885821.94499993,pass
EART,2021-06-01,0.03744038,2,1616907681.20499992,0.01825320,1.00000000,558142298.21000004,pass
EART,2021-07-01,0.02473458,3,2771165802.94000006,0.03124569,1.00000000,536413315.32500005,pass
EART,2021-08-01,0.02446467,3,2674552462.69500017,0.03783163,2.00000000,1500092348.23500013,pass
EART,2021-09-01,0.03597809,4,3909061235.82999992,0.05213017,2.00000000,1442920453.50000000,pass
EART,2021-10-01,0.04044567,4,3792182998.20499992,0.04864157,2.00000000,1388220177.51500010,pass
EART,2021-11-01,0.04535085,4,3672236772.58500004,0.04928205,2.00000000,1334256163.03500009,pass
EART,2021-12-01,0.05169287,5,4575347246.39499950,0.06078371,3.00000000,2315807510.98499966,pass
EART,2022-01-01,0.06334549,5,4415470817.77999973,0.06837959,3.00000000,2226088639.84499979,pass
EART,2022-02-01,0.07615409,5,4256546661.73000002,0.09068333,4.00000000,3276040219.58500004,pass
EART,2022-03-01,0.05934662,6,4959184413.03499985,0.06734339,4.00000000,3147251852.86999989,pass
EART,2022-04-01,0.06097262,6,4765412322.52500057,0.05752634,4.00000000,3013059429.80000019,pass
EART,2022-05-01,0.03317283,7,5728607213.59000015,0.04523125,5.00000000,3759509937.01000023,pass
EART,2022-06-01,0.04613018,7,5531038974.14500046,0.05404615,5.00000000,3610547699.71999979,pass
EART,2022-07-01,0.05289016,8,6405880652.63000011,0.06638215,5.00000000,3470978605.90000010,pass
EART,2022-08-01,0.08298265,8,6192116247.59500027,0.10097461,6.00000000,4067683518.27500010,pass
EART,2022-09-01,0.10433643,9,6582134599.58500004,0.11770030,6.00000000,3900014306.75500011,pass
EART,2022-10-01,0.10681799,9,6343078262.38500023,0.11562109,7.00000000,4740044244.65499973,pass
EART,2022-11-01,0.12367326,10,6750090254.53499985,0.13414500,7.00000000,4558555179.93000031,pass
EART,2022-12-01,0.13919195,10,6511798352.98499966,0.15153618,8.00000000,5318033636.10999966,pass
EART,2023-01-01,0.13089755,11,6967922454.74499989,0.14993277,8.00000000,5122433590.45499992,pass
EART,2023-02-01,0.13651868,11,6733843260.86999989,0.15088080,9.00000000,5468240616.02000046,pass
EART,2023-03-01,0.10422481,12,7113978035.03999996,0.11825223,9.00000000,5272488327.43499947,pass
EART,2023-04-01,0.09603045,12,6867626251.54500008,0.09831233,10.00000000,5627628560.25500011,pass
EART,2023-05-01,0.07574016,12,6631964131.64000034,0.07467109,10.00000000,5425799642.07999992,pass
EART,2023-06-01,0.07636730,13,7091961243.42500019,0.08745646,11.00000000,5844443638.59500027,pass
EART,2023-07-01,0.08517007,14,7495170020.74499989,0.10277339,11.00000000,5642131639.85999966,pass
EART,2023-08-01,0.10392466,14,7263813125.32999992,0.12373347,12.00000000,5985674767.25500011,pass
EART,2023-09-01,0.10808376,15,7699538471.89500046,0.13482298,12.00000000,5773841657.65999985,pass
EART,2023-10-01,0.11697427,15,7453322554.17500019,0.13777098,12.00000000,5566101759.17500019,pass
EART,2023-11-01,0.12524985,15,7212048921.62500000,0.13948554,13.00000000,5972197115.65500069,pass
EART,2023-12-01,0.11938732,16,7757897489.47500038,0.13942087,14.00000000,6336191864.37500000,pass
EART,2024-01-01,0.11768483,16,7522607030.16499996,0.13346303,14.00000000,6128930206.80000019,pass
EART,2024-02-01,0.13578206,17,7984425288.22999954,0.16155365,15.00000000,6528795308.38999939,pass
EART,2024-03-01,0.10456537,17,7732772935.14500046,0.11800753,15.00000000,6301367566.69000053,pass
EART,2024-04-01,0.10174100,17,7480557798.34500027,0.11274372,15.00000000,6080154094.29500008,pass
EART,2024-05-01,0.08514869,18,8084513611.57999992,0.09979800,16.00000000,6568542123.00500011,pass
EART,2024-06-01,0.08278793,19,8698320859.81999969,0.10421088,16.00000000,6351508271.22500038,pass
EART,2024-07-01,0.09334802,19,8448376299.56499958,0.10967343,17.00000000,6780812484.45499992,pass
EART,2024-08-01,0.10205438,20,9118320948.55999947,0.12979100,17.00000000,6561900864.47500038,pass
EART,2024-09-01,0.11068256,20,8849873109.51000023,0.13550611,17.00000000,6339563715.87500000,pass
EART,2024-10-01,0.09309139,21,9556243278.40500069,0.11879542,18.00000000,6877139964.37500000,pass
EART,2024-11-01,0.11783907,21,9269847463.47999954,0.14071836,19.00000000,7428371225.61499977,pass
EART,2024-12-01,0.10914815,21,8981666826.15500069,0.12739478,19.00000000,7173433679.76000023,pass
EART,2025-01-01,0.11476346,21,8710809501.66500092,0.12359817,20.00000000,7783942960.22500038,pass
EART,2025-02-01,0.11436759,22,9876642778.73999977,0.14155947,20.00000000,7528171242.96500015,pass
EART,2025-03-01,0.10555977,22,9577629720.42499924,0.12376314,21.00000000,8154906670.68500042,pass
EART,2025-04-01,0.09502011,23,10309026655.05500031,0.12348081,21.00000000,7869073720.39000034,pass
EART,2025-05-01,0.09857897,23,9978410132.54000092,0.12306383,21.00000000,7583724907.09500027,pass
EART,2025-06-01,0.08580345,23,10678196747.05999947,0.11537822,20.00000000,7241399938.48499966,pass
EART,2025-07-01,0.10101467,23,10357102138.72500038,0.11992347,21.00000000,8291808026.19499969,pass
EART,2025-08-01,0.11388114,23,10030202275.03499985,0.13238976,21.00000000,8003965910.68000031,pass
EART,2025-09-01,0.10855667,24,10984531167.70499992,0.13184343,22.00000000,8649737088.95499992,pass
EART,2025-10-01,0.09584883,24,10643650606.76499939,0.11423160,22.00000000,8347531352.07999992,pass
EART,2025-11-01,0.11832171,23,10190091297.47000122,0.13383151,22.00000000,8937272991.55500031,pass
EART,2025-12-01,0.09566327,24,11126094221.87999916,0.11591426,22.00000000,8633649631.58499908,pass
EART,2026-01-01,0.10859341,24,10795132411.13999939,0.12956014,22.00000000,8349197424.72999954,pass
EART,2026-02-01,0.10837929,25,11579972938.86999893,0.13218481,23.00000000,9240090585.87999916,pass
EART,2026-03-01,0.10327288,24,11109363648.09499931,0.12115019,22.00000000,8807457814.19499969,pass
EART,2026-04-01,0.10657794,23,10602731954.71500015,0.12401443,21.00000000,8348064579.73999977,pass
EART,2026-05-01,0.11194752,23,10230091309.32999992,0.11898336,22.00000000,9165655537.44499969,pass
EART,2026-06-01,0.11089018,23,9872297798.31999969,0.11492257,22.00000000,8834089797.20000076,pass
