issuer_code,month,anl_all,n_deals_all,avg_bal_all,anl_seasoned,n_deals_seasoned,avg_bal_seasoned,recon_status
SDART,2017-03-01,0.00088562,1,1213301699.92000008,,,,pass
SDART,2017-04-01,0.00461376,1,1188731272.53999996,,,,pass
SDART,2017-05-01,0.00997292,1,1161322838.77500010,,,,pass
SDART,2017-06-01,0.01546092,2,2618037223.82499981,,,,pass
SDART,2017-07-01,0.01707777,2,2551298851.09999990,,,,pass
SDART,2017-08-01,0.02664086,2,2483154556.51999998,0.05409085,1.00000000,1059905581.23000002,pass
SDART,2017-09-01,0.04741782,2,2406921762.30499983,0.08256427,1.00000000,1024568965.63999999,pass
SDART,2017-10-01,0.03335384,3,3407707601.51499987,0.07191695,1.00000000,989953556.58999991,pass
SDART,2017-11-01,0.04406272,3,3307904291.70000029,0.06420208,2.00000000,2245396170.01000023,pass
SDART,2017-12-01,0.05956229,3,3195227165.86999989,0.08472409,2.00000000,2156404158.34500027,pass
SDART,2018-01-01,0.06703710,3,3080331255.25000000,0.08591723,2.00000000,2069941833.38000011,pass
SDART,2018-02-01,0.04380916,4,4289630995.15999985,0.07391658,2.00000000,1995567474.91499996,pass
SDART,2018-03-01,0.04970789,4,4153955550.36000013,0.07113034,3.00000000,2865882979.76999998,pass
SDART,2018-04-01,0.04757302,4,4008716470.90499973,0.06690329,3.00000000,2753389749.43999958,pass
SDART,2018-05-01,0.03364382,5,5036348829.56500053,0.05455639,3.00000000,2642737657.19999981,pass
SDART,2018-06-01,0.03758713,5,4865024163.89999962,0.05643204,3.00000000,2540780734.11499977,pass
SDART,2018-07-01,0.03250661,6,5985223863.89500046,0.05222825,4.00000000,3574842532.89499998,pass
SDART,2018-08-01,0.04619892,6,5787857143.93499947,0.07259092,4.00000000,3441025612.84999990,pass
SDART,2018-09-01,0.04544749,7,6702798606.08500004,0.08018224,4.00000000,3303752341.38000011,pass
SDART,2018-10-01,0.05548947,7,6466452125.36999989,0.08011906,5.00000000,4178431142.71000004,pass
SDART,2018-11-01,0.05435247,8,7474120130.94000053,0.08945175,5.00000000,4009470547.93499994,pass
SDART,2018-12-01,0.05858741,8,7205951137.79500008,0.08122876,6.00000000,4945257090.59500027,pass
SDART,2019-01-01,0.07490187,8,6943685658.18499947,0.10239562,6.00000000,4747130207.03499985,pass
SDART,2019-02-01,0.07584366,8,6674038761.54500008,0.08685210,7.00000000,5515614757.94499969,pass
SDART,2019-03-01,0.06163012,9,7508590692.67499924,0.08220009,7.00000000,5288945380.30500031,pass
SDART,2019-04-01,0.05265217,9,7215508150.16499996,0.06172959,8.00000000,6135308725.94499969,pass
SDART,2019-05-01,0.05488804,9,6927403789.92500019,0.06418565,8.00000000,5872601159.93000031,pass
SDART,2019-06-01,0.04441402,10,7806408907.19999981,0.05917761,8.00000000,5625011183.05000019,pass
SDART,2019-07-01,0.05230930,10,7515000210.96999931,0.06905437,8.00000000,5388617700.25000000,pass
SDART,2019-08-01,0.06136939,10,7223533589.78499985,0.07187441,9.00000000,6112208431.86499977,pass
SDART,2019-09-01,0.06001983,11,8078007018.66499996,0.08065637,9.00000000,5839016454.98499966,pass
SDART,2019-10-01,0.06309403,11,7758562886.56999969,0.08297707,9.00000000,5578651994.57999992,pass
