issuer_code,vintage_year,months_seasoned,cnl_ratio,net_losses_cum,original_pool_balance,n_deals,latest_dist
COPAR,2019,1,0.00009865,262483.08000000,2660746434.47000027,2,2019-10-15
COPAR,2019,2,0.00017000,452325.98000000,2660746434.47000027,2,2019-11-15
COPAR,2019,3,0.00024531,652718.15000000,2660746434.47000027,2,2019-12-16
COPAR,2019,4,0.00030060,799819.68000000,2660746434.47000027,2,2020-01-15
COPAR,2019,5,0.00041764,1111234.84000000,2660746434.47000027,2,2020-02-18
COPAR,2019,6,0.00054280,1444252.44000000,2660746434.47000027,2,2020-03-16
COPAR,2019,7,0.00071884,1912644.84000000,2660746434.47000027,2,2020-04-15
COPAR,2019,8,0.00078748,2095282.12000000,2660746434.47000027,2,2020-05-15
COPAR,2019,9,0.00094706,2519897.41000000,2660746434.47000027,2,2020-06-15
COPAR,2019,10,0.00100160,2665003.25000000,2660746434.47000027,2,2020-07-15
COPAR,2019,11,0.00114032,3034115.63000000,2660746434.47000027,2,2020-08-17
COPAR,2019,12,0.00118369,3149497.56000000,2660746434.47000027,2,2020-09-15
COPAR,2019,13,0.00126677,3370550.36000000,2660746434.47000027,2,2020-10-15
COPAR,2019,14,0.00129803,3453727.84000000,2660746434.47000027,2,2020-11-16
COPAR,2019,15,0.00126023,3353141.82000000,2660746434.47000027,2,2020-12-15
COPAR,2019,16,0.00132335,3521095.28000000,2660746434.47000027,2,2021-01-15
COPAR,2019,17,0.00142009,3778501.05000000,2660746434.47000027,2,2021-02-16
COPAR,2019,18,0.00146372,3894583.65000000,2660746434.47000027,2,2021-03-15
COPAR,2019,19,0.00149975,3990453.67000000,2660746434.47000027,2,2021-04-15
COPAR,2019,20,0.00149044,3965696.02000000,2660746434.47000027,2,2021-05-17
COPAR,2019,21,0.00150767,4011540.58000000,2660746434.47000027,2,2021-06-15
COPAR,2019,22,0.00154829,4119598.32000000,2660746434.47000027,2,2021-07-15
COPAR,2019,23,0.00155851,4146792.81000000,2660746434.47000027,2,2021-08-16
COPAR,2019,24,0.00152222,4050228.80000000,2660746434.47000027,2,2021-09-15
COPAR,2019,25,0.00155192,4129255.00000000,2660746434.47000027,2,2021-10-15
COPAR,2019,26,0.00150537,4005408.79000000,2660746434.47000027,2,2021-11-15
COPAR,2019,27,0.00151224,4023697.64000000,2660746434.47000027,2,2021-12-15
COPAR,2019,28,0.00151696,4036255.56000000,2660746434.47000027,2,2022-01-18
COPAR,2019,29,0.00148365,3947626.73000000,2660746434.47000027,2,2022-02-15
COPAR,2019,30,0.00149997,3991032.24000000,2660746434.47000027,2,2022-03-15
COPAR,2019,31,0.00151118,4020874.29000000,2660746434.47000027,2,2022-04-15
COPAR,2019,32,0.00150075,3993107.70000000,2660746434.47000027,2,2022-05-16
COPAR,2019,33,0.00144019,3831982.55000000,2660746434.47000027,2,2022-06-15
COPAR,2019,34,0.00141706,3770439.14000000,2660746434.47000027,2,2022-07-15
COPAR,2019,35,0.00138350,3681140.37000000,2660746434.47000027,2,2022-08-15
COPAR,2019,36,0.00139048,3699716.12000000,2660746434.47000027,2,2022-09-15
COPAR,2019,37,0.00139933,3723259.83000000,2660746434.47000027,2,2022-10-17
COPAR,2019,38,0.00141349,3760926.11000000,2660746434.47000027,2,2022-11-15
COPAR,2019,39,0.00139673,3716341.27000000,2660746434.47000027,2,2022-12-15
COPAR,2019,40,0.00138096,3674388.70000000,2660746434.47000027,2,2023-01-17
COPAR,2019,41,0.00135931,3616776.46000000,2660746434.47000027,2,2023-02-15
COPAR,2019,42,0.00135616,3608402.71000000,2660746434.47000027,2,2023-03-15
COPAR,2019,43,0.00132719,3531304.86000000,2660746434.47000027,2,2023-04-17
COPAR,2019,44,0.00128240,3412138.49000000,2660746434.47000027,2,2023-05-15
COPAR,2020,1,0.00013242,179628.66000000,1356484236.72000003,1,2020-03-16
COPAR,2020,2,0.00024856,337163.13000000,1356484236.72000003,1,2020-04-15
COPAR,2020,3,0.00028386,385045.05000000,1356484236.72000003,1,2020-05-15
COPAR,2020,4,0.00045232,613566.69000000,1356484236.72000003,1,2020-06-15
COPAR,2020,5,0.00048027,651483.65000000,1356484236.72000003,1,2020-07-15
COPAR,2020,6,0.00066663,904276.95000000,1356484236.72000003,1,2020-08-17
COPAR,2020,7,0.00065107,883160.27000000,1356484236.72000003,1,2020-09-15
COPAR,2020,8,0.00070948,962396.64000000,1356484236.72000003,1,2020-10-15
COPAR,2020,9,0.00084913,1151825.67000000,1356484236.72000003,1,2020-11-16
COPAR,2020,10,0.00077435,1050390.23000000,1356484236.72000003,1,2020-12-15
COPAR,2020,11,0.00081592,1106778.38000000,1356484236.72000003,1,2021-01-15
COPAR,2020,12,0.00089649,1216076.04000000,1356484236.72000003,1,2021-02-16
COPAR,2020,13,0.00093306,1265677.12000000,1356484236.72000003,1,2021-03-15
COPAR,2020,14,0.00091986,1247772.33000000,1356484236.72000003,1,2021-04-15
COPAR,2020,15,0.00079955,1084579.54000000,1356484236.72000003,1,2021-05-17
COPAR,2020,16,0.00087580,1188010.50000000,1356484236.72000003,1,2021-06-15
COPAR,2020,17,0.00089635,1215888.94000000,1356484236.72000003,1,2021-07-15
COPAR,2020,18,0.00088219,1196672.16000000,1356484236.72000003,1,2021-08-16
COPAR,2020,19,0.00085710,1162637.98000000,1356484236.72000003,1,2021-09-15
COPAR,2020,20,0.00090187,1223374.75000000,1356484236.72000003,1,2021-10-15
COPAR,2020,21,0.00093516,1268527.09000000,1356484236.72000003,1,2021-11-15
COPAR,2020,22,0.00089686,1216574.40000000,1356484236.72000003,1,2021-12-15
COPAR,2020,23,0.00084710,1149074.55000000,1356484236.72000003,1,2022-01-18
COPAR,2020,24,0.00086678,1175776.10000000,1356484236.72000003,1,2022-02-15
COPAR,2020,25,0.00086853,1178151.39000000,1356484236.72000003,1,2022-03-15
COPAR,2020,26,0.00094875,1286961.58000000,1356484236.72000003,1,2022-04-15
COPAR,2020,27,0.00089691,1216650.94000000,1356484236.72000003,1,2022-05-16
COPAR,2020,28,0.00094541,1282433.09000000,1356484236.72000003,1,2022-06-15
