issuer_code,vintage_year,months_seasoned,cnl_ratio,net_losses_cum,original_pool_balance,n_deals,latest_dist
VALET,2018,1,0.00026566,675041.45000000,2541015113.01000023,2,2018-12-20
VALET,2018,2,0.00082245,2089851.49000000,2541015113.01000023,2,2019-01-22
VALET,2018,3,0.00128608,3267954.14000000,2541015113.01000023,2,2019-02-20
VALET,2018,4,0.00162057,4117903.49000000,2541015113.01000023,2,2019-03-20
VALET,2018,5,0.00214002,5437831.15000000,2541015113.01000023,2,2019-04-22
VALET,2018,6,0.00250013,6352869.38000000,2541015113.01000023,2,2019-05-20
VALET,2018,7,0.00308574,7840901.86000000,2541015113.01000023,2,2019-06-20
VALET,2018,8,0.00344816,8761818.58000000,2541015113.01000023,2,2019-07-22
VALET,2018,9,0.00384136,9760955.83000000,2541015113.01000023,2,2019-08-20
VALET,2018,10,0.00401599,10204686.12000000,2541015113.01000023,2,2019-09-20
VALET,2018,11,0.00418642,10637749.20000000,2541015113.01000023,2,2019-10-21
VALET,2018,12,0.00429346,10909738.17000000,2541015113.01000023,2,2019-11-20
VALET,2018,13,0.00463646,11781319.40000000,2541015113.01000023,2,2019-12-20
VALET,2018,14,0.00509056,12935191.37000000,2541015113.01000023,2,2020-01-21
VALET,2018,15,0.00545854,13870235.01000000,2541015113.01000023,2,2020-02-20
VALET,2018,16,0.00565174,14361147.26000000,2541015113.01000023,2,2020-03-20
VALET,2018,17,0.00587738,14934501.10000000,2541015113.01000023,2,2020-04-20
VALET,2018,18,0.00609752,15493882.10000000,2541015113.01000023,2,2020-05-20
VALET,2018,19,0.00632171,16063565.79000000,2541015113.01000023,2,2020-06-22
VALET,2018,20,0.00643313,16346672.73000000,2541015113.01000023,2,2020-07-20
VALET,2018,21,0.00652749,16586440.75000000,2541015113.01000023,2,2020-08-20
VALET,2018,22,0.00664320,16880463.75000000,2541015113.01000023,2,2020-09-21
VALET,2018,23,0.00669104,17002036.17000000,2541015113.01000023,2,2020-10-20
VALET,2018,24,0.00677644,17219036.94000000,2541015113.01000023,2,2020-11-20
VALET,2018,25,0.00687036,17457692.80000000,2541015113.01000023,2,2020-12-21
VALET,2018,26,0.00698243,17742463.88000000,2541015113.01000023,2,2021-01-20
VALET,2018,27,0.00701032,17813319.40000000,2541015113.01000023,2,2021-02-22
VALET,2018,28,0.00705394,17924164.18000000,2541015113.01000023,2,2021-03-22
VALET,2018,29,0.00703786,17883313.48000000,2541015113.01000023,2,2021-04-20
VALET,2018,30,0.00701905,17835515.70000000,2541015113.01000023,2,2021-05-20
VALET,2018,31,0.00701729,17831046.68000000,2541015113.01000023,2,2021-06-21
VALET,2018,32,0.00701689,17830026.55000000,2541015113.01000023,2,2021-07-20
VALET,2018,33,0.00690889,17555605.67000000,2541015113.01000023,2,2021-08-20
VALET,2018,34,0.00680484,17291196.80000000,2541015113.01000023,2,2021-09-20
VALET,2018,35,0.00672994,17100872.17000000,2541015113.01000023,2,2021-10-20
VALET,2018,36,0.00671570,17064706.17000000,2541015113.01000023,2,2021-11-22
VALET,2018,37,0.00668685,16991381.46000000,2541015113.01000023,2,2021-12-20
VALET,2018,38,0.00666069,16924911.96000000,2541015113.01000023,2,2022-01-20
VALET,2018,39,0.00660775,16790386.44000000,2541015113.01000023,2,2022-02-22
VALET,2018,40,0.00649048,16492417.29000000,2541015113.01000023,2,2022-03-21
VALET,2018,41,0.00646540,16428668.24000000,2541015113.01000023,2,2022-04-20
VALET,2018,42,0.00579097,6347382.79000000,1096083727.56999993,1,2022-05-20
VALET,2020,1,0.00032780,423123.04000000,1290803105.56999993,1,2020-06-22
VALET,2020,2,0.00122010,1574906.41000000,1290803105.56999993,1,2020-07-20
VALET,2020,3,0.00172484,2226430.80000000,1290803105.56999993,1,2020-08-20
VALET,2020,4,0.00209591,2705402.62000000,1290803105.56999993,1,2020-09-21
VALET,2020,5,0.00265055,3421341.48000000,1290803105.56999993,1,2020-10-20
VALET,2020,6,0.00282170,3642254.53000000,1290803105.56999993,1,2020-11-20
VALET,2020,7,0.00323226,4172205.99000000,1290803105.56999993,1,2020-12-21
